creator_id,niche,platform,week_number,week_date,follower_count,weekly_follower_change,engagement_rate,save_rate,watch_time_pct,comment_sentiment_score,share_to_view_ratio,new_viewer_ratio,unsubscribe_rate,post_frequency_per_week,days_since_community_post,health_score,risk_level,algorithm_penalty_active
CRE0013,Education & Online Courses,Substack,17,2025-07-17,102197,-181,0.4321,0.0437,0.356,0.661,0.0639,0.524,0.0062,4.1,6,75.5,Safe,False
CRE0013,Education & Online Courses,Substack,18,2025-07-24,103442,1064,0.3879,0.0615,0.476,0.522,0.0378,0.357,0.0068,5.8,10,78.1,Safe,False
CRE0013,Education & Online Courses,Substack,19,2025-07-31,102545,167,0.4414,0.0645,0.502,0.69,0.0558,0.533,0.0033,5.6,0,90.5,Safe,False
CRE0013,Education & Online Courses,Substack,20,2025-08-07,104294,1916,0.3641,0.076,0.361,0.678,0.0255,0.47,0.0071,1.7,5,72.0,Safe,False
CRE0013,Education & Online Courses,Substack,21,2025-08-14,101827,-551,0.3975,0.081,0.458,0.743,0.0542,0.29,0.0065,5.3,10,80.0,Safe,False
CRE0013,Education & Online Courses,Substack,22,2025-08-21,103742,1364,0.3661,0.0662,0.37,0.872,0.0412,0.403,0.0034,4.8,13,84.2,Safe,False
CRE0013,Education & Online Courses,Substack,23,2025-08-28,103285,907,0.3969,0.0612,0.477,0.695,0.0314,0.455,0.0047,2.6,12,81.9,Safe,False
CRE0013,Education & Online Courses,Substack,24,2025-09-04,103728,1350,0.419,0.12,0.478,0.516,0.0212,0.531,0.0013,4.2,14,86.3,Safe,False
CRE0013,Education & Online Courses,Substack,25,2025-09-11,103735,1357,0.4585,0.0518,0.444,0.606,0.0538,0.367,0.0054,4.6,2,79.1,Safe,False
CRE0013,Education & Online Courses,Substack,26,2025-09-18,103313,935,0.4114,0.114,0.384,0.699,0.039,0.31,0.0011,2.6,17,76.6,Safe,False
CRE0013,Education & Online Courses,Substack,27,2025-09-25,104193,1815,0.4285,0.1063,0.363,0.697,0.0381,0.273,0.0073,4.9,17,72.8,Safe,False
CRE0013,Education & Online Courses,Substack,28,2025-10-02,102717,339,0.3953,0.1067,0.395,0.718,0.0365,0.505,0.0032,3.8,19,83.5,Safe,False
CRE0013,Education & Online Courses,Substack,29,2025-10-09,103412,1034,0.4074,0.0514,0.437,0.697,0.0496,0.395,0.0031,2.0,20,78.5,Safe,False
CRE0013,Education & Online Courses,Substack,30,2025-10-16,104642,2264,0.4376,0.0802,0.515,0.771,0.0309,0.502,0.0057,2.0,15,83.7,Safe,False
CRE0013,Education & Online Courses,Substack,31,2025-10-23,103431,1053,0.3625,0.0397,0.423,0.775,0.0479,0.342,0.0044,1.8,21,72.0,Safe,False
CRE0013,Education & Online Courses,Substack,32,2025-10-30,102215,-163,0.4282,0.127,0.397,0.785,0.0423,0.348,0.002,4.2,20,82.4,Safe,False
CRE0013,Education & Online Courses,Substack,33,2025-11-06,102777,399,0.3419,0.0582,0.478,0.615,0.0498,0.523,0.0055,5.4,17,85.7,Safe,False
CRE0013,Education & Online Courses,Substack,34,2025-11-13,103401,1023,0.4404,0.0577,0.506,0.728,0.0634,0.312,0.0045,5.4,7,84.4,Safe,False
CRE0013,Education & Online Courses,Substack,35,2025-11-20,104535,2157,0.4163,0.0472,0.354,0.583,0.027,0.432,0.0065,3.3,4,71.3,Safe,False
CRE0013,Education & Online Courses,Substack,36,2025-11-27,102240,-138,0.4379,0.0972,0.379,0.577,0.0589,0.3,0.0023,5.2,21,77.2,Safe,False
CRE0013,Education & Online Courses,Substack,37,2025-12-04,102557,179,0.3917,0.0414,0.443,0.838,0.0436,0.305,0.0063,3.2,7,74.7,Safe,False
CRE0013,Education & Online Courses,Substack,38,2025-12-11,103217,839,0.3514,0.0988,0.405,0.822,0.0299,0.548,0.008,5.1,9,83.7,Safe,False
CRE0013,Education & Online Courses,Substack,39,2025-12-18,101612,-766,0.3476,0.0667,0.363,0.778,0.0344,0.533,0.0022,4.6,16,85.7,Safe,False
CRE0013,Education & Online Courses,Substack,40,2025-12-25,102240,-138,0.3673,0.1056,0.396,0.714,0.0462,0.312,0.0056,4.9,21,77.6,Safe,False
CRE0013,Education & Online Courses,Substack,41,2026-01-01,104395,2017,0.401,0.0489,0.338,0.836,0.0493,0.536,0.0043,3.1,13,80.1,Safe,False
CRE0013,Education & Online Courses,Substack,42,2026-01-08,101870,-508,0.3984,0.0519,0.516,0.643,0.0362,0.51,0.0014,2.1,9,85.7,Safe,False
CRE0013,Education & Online Courses,Substack,43,2026-01-15,100927,-1451,0.3635,0.1023,0.398,0.755,0.0491,0.513,0.0079,4.9,12,81.9,Safe,False
CRE0013,Education & Online Courses,Substack,44,2026-01-22,103761,1383,0.4552,0.0625,0.406,0.849,0.0572,0.458,0.0065,2.6,3,79.7,Safe,False
CRE0013,Education & Online Courses,Substack,45,2026-01-29,103097,719,0.3861,0.1148,0.398,0.816,0.0289,0.389,0.0054,2.5,16,77.5,Safe,False
CRE0013,Education & Online Courses,Substack,46,2026-02-05,102204,-174,0.4033,0.0592,0.348,0.853,0.027,0.471,0.0027,3.2,14,82.3,Safe,False
CRE0013,Education & Online Courses,Substack,47,2026-02-12,102434,56,0.3938,0.0413,0.315,0.661,0.0277,0.339,0.002,4.6,2,72.9,Safe,False
CRE0013,Education & Online Courses,Substack,48,2026-02-19,102369,-9,0.4384,0.0716,0.421,0.677,0.0288,0.362,0.0075,5.7,4,78.0,Safe,False
CRE0013,Education & Online Courses,Substack,49,2026-02-26,102796,418,0.3727,0.0802,0.42,0.725,0.0466,0.392,0.0024,4.9,12,84.7,Safe,False
CRE0013,Education & Online Courses,Substack,50,2026-03-05,103983,1605,0.4561,0.0738,0.462,0.896,0.0275,0.55,0.0072,1.8,4,82.4,Safe,False
CRE0013,Education & Online Courses,Substack,51,2026-03-12,102215,-163,0.3873,0.0426,0.379,0.595,0.0358,0.286,0.006,2.1,18,64.7,Watch,False
CRE0013,Education & Online Courses,Substack,52,2026-03-19,103064,686,0.3731,0.0685,0.361,0.688,0.0377,0.308,0.005,2.4,13,70.9,Safe,False
CRE0014,Photography & Videography,Substack,1,2025-03-27,362185,774,0.28,0.0483,0.372,0.711,0.0236,0.34,0.0072,1.9,14,68.9,Watch,False
CRE0014,Photography & Videography,Substack,2,2025-04-03,364036,2625,0.2683,0.0448,0.4,0.846,0.0235,0.321,0.0021,2.7,12,77.8,Safe,False
CRE0014,Photography & Videography,Substack,3,2025-04-10,360973,-438,0.3324,0.0957,0.397,0.901,0.0364,0.376,0.0051,2.4,20,78.9,Safe,False
CRE0014,Photography & Videography,Substack,4,2025-04-17,368025,6614,0.3161,0.0561,0.42,0.753,0.0205,0.297,0.0067,3.8,8,75.9,Safe,False
CRE0014,Photography & Videography,Substack,5,2025-04-24,369708,8297,0.2902,0.0331,0.434,0.733,0.016,0.448,0.0067,5.9,7,76.3,Safe,False
CRE0014,Photography & Videography,Substack,6,2025-05-01,358743,-2668,0.3262,0.0779,0.463,0.881,0.0195,0.448,0.0034,5.8,18,90.8,Safe,False
CRE0014,Photography & Videography,Substack,7,2025-05-08,357204,-4207,0.3224,0.0579,0.331,0.535,0.0359,0.307,0.0063,4.1,5,68.4,Watch,False
CRE0014,Photography & Videography,Substack,8,2025-05-15,364252,2841,0.335,0.0404,0.319,0.678,0.0291,0.51,0.0028,3.6,9,75.1,Safe,False
CRE0014,Photography & Videography,Substack,9,2025-05-22,363841,2430,0.3416,0.0879,0.497,0.586,0.041,0.333,0.0053,5.8,16,81.3,Safe,False
CRE0014,Photography & Videography,Substack,10,2025-05-29,361679,268,0.3387,0.0634,0.332,0.757,0.0446,0.392,0.0017,3.0,9,77.8,Safe,False
CRE0014,Photography & Videography,Substack,11,2025-06-05,369952,8541,0.2706,0.0629,0.362,0.581,0.0381,0.507,0.0036,3.5,20,78.1,Safe,False
CRE0014,Photography & Videography,Substack,12,2025-06-12,363435,2024,0.3323,0.0436,0.514,0.585,0.0405,0.458,0.0039,4.0,16,82.0,Safe,False
CRE0014,Photography & Videography,Substack,13,2025-06-19,362322,911,0.309,0.0576,0.341,0.76,0.0387,0.324,0.0048,1.6,17,70.4,Safe,False
CRE0014,Photography & Videography,Substack,14,2025-06-26,371072,9661,0.3013,0.055,0.408,0.664,0.0387,0.331,0.0056,2.6,2,73.2,Safe,False
CRE0014,Photography & Videography,Substack,15,2025-07-03,365916,4505,0.3161,0.0928,0.384,0.841,0.0387,0.491,0.0024,3.2,5,84.8,Safe,False
CRE0014,Photography & Videography,Substack,16,2025-07-10,366742,5331,0.2632,0.0772,0.357,0.585,0.0171,0.288,0.0077,2.8,0,66.1,Watch,False
CRE0014,Photography & Videography,Substack,17,2025-07-17,365394,3983,0.3281,0.061,0.35,0.719,0.0185,0.294,0.0051,5.5,11,75.6,Safe,False
CRE0014,Photography & Videography,Substack,18,2025-07-24,363813,2402,0.2706,0.0637,0.394,0.635,0.0322,0.383,0.0034,3.5,21,77.5,Safe,False
CRE0014,Photography & Videography,Substack,19,2025-07-31,361472,61,0.335,0.0895,0.417,0.812,0.0449,0.456,0.0034,2.6,21,82.6,Safe,False
CRE0014,Photography & Videography,Substack,20,2025-08-07,363986,2575,0.2815,0.0553,0.412,0.655,0.039,0.311,0.0042,5.5,14,78.8,Safe,False
CRE0014,Photography & Videography,Substack,21,2025-08-14,365794,4383,0.341,0.0754,0.367,0.741,0.0393,0.303,0.0022,4.0,8,78.1,Safe,False
CRE0014,Photography & Videography,Substack,22,2025-08-21,366501,5090,0.309,0.0919,0.421,0.777,0.0337,0.279,0.0043,1.7,6,74.1,Safe,False
CRE0014,Photography & Videography,Substack,23,2025-08-28,354668,-6743,0.3214,0.0934,0.432,0.603,0.035,0.323,0.0025,4.6,10,80.0,Safe,False
CRE0014,Photography & Videography,Substack,24,2025-09-04,361979,568,0.3287,0.0454,0.321,0.549,0.0328,0.457,0.0019,4.0,1,75.0,Safe,False
CRE0014,Photography & Videography,Substack,25,2025-09-11,365422,4011,0.2825,0.0318,0.326,0.581,0.0272,0.252,0.0071,4.8,2,60.7,Watch,False
CRE0014,Photography & Videography,Substack,26,2025-09-18,368680,7269,0.3102,0.0814,0.356,0.688,0.0195,0.472,0.0033,4.1,10,80.6,Safe,False
CRE0014,Photography & Videography,Substack,27,2025-09-25,366759,5348,0.2713,0.0728,0.44,0.712,0.0234,0.508,0.0061,4.9,21,84.9,Safe,False
CRE0014,Photography & Videography,Substack,28,2025-10-02,363997,2586,0.2808,0.0771,0.411,0.595,0.0209,0.309,0.0041,3.8,6,75.2,Safe,False
CRE0014,Photography & Videography,Substack,29,2025-10-09,361939,528,0.3265,0.0365,0.382,0.783,0.0363,0.499,0.0051,3.9,10,77.0,Safe,False
CRE0014,Photography & Videography,Substack,30,2025-10-16,359256,-2155,0.3103,0.0623,0.405,0.838,0.0159,0.533,0.0033,3.1,13,84.9,Safe,False
CRE0014,Photography & Videography,Substack,31,2025-10-23,359556,-1855,0.2707,0.0808,0.425,0.747,0.0145,0.322,0.0031,1.7,16,76.2,Safe,False
CRE0014,Photography & Videography,Substack,32,2025-10-30,365414,4003,0.3022,0.048,0.504,0.891,0.0165,0.331,0.0057,5.5,19,86.2,Safe,False
CRE0014,Photography & Videography,Substack,33,2025-11-06,364762,3351,0.2851,0.0644,0.441,0.655,0.0324,0.387,0.0064,4.1,7,78.6,Safe,False
CRE0014,Photography & Videography,Substack,34,2025-11-13,364099,2688,0.305,0.0872,0.44,0.548,0.0187,0.502,0.0024,3.5,0,82.6,Safe,False
CRE0014,Photography & Videography,Substack,35,2025-11-20,367405,5994,0.312,0.0373,0.38,0.591,0.0163,0.35,0.0051,5.3,14,71.1,Safe,False
CRE0014,Photography & Videography,Substack,36,2025-11-27,363418,2007,0.2782,0.029,0.455,0.74,0.0346,0.543,0.0077,2.2,5,70.9,Safe,False
CRE0014,Photography & Videography,Substack,37,2025-12-04,366097,4686,0.306,0.035,0.388,0.65,0.0192,0.272,0.0025,4.6,16,71.3,Safe,False
CRE0014,Photography & Videography,Substack,38,2025-12-11,362149,738,0.2974,0.0678,0.418,0.593,0.0278,0.259,0.0043,4.3,9,74.8,Safe,False
CRE0014,Photography & Videography,Substack,39,2025-12-18,368522,7111,0.2878,0.0856,0.468,0.761,0.041,0.417,0.0062,5.8,20,84.9,Safe,False
CRE0014,Photography & Videography,Substack,40,2025-12-25,365542,4131,0.2818,0.0675,0.435,0.816,0.0413,0.543,0.0015,1.7,11,85.0,Safe,False
CRE0014,Photography & Videography,Substack,41,2026-01-01,365500,4089,0.2593,0.0374,0.536,0.638,0.0177,0.497,0.0068,5.8,1,80.8,Safe,False
CRE0014,Photography & Videography,Substack,42,2026-01-08,363275,1864,0.3212,0.0364,0.512,0.77,0.0348,0.487,0.0026,3.1,11,83.2,Safe,False
CRE0014,Photography & Videography,Substack,43,2026-01-15,365538,4127,0.3193,0.0854,0.439,0.779,0.0305,0.34,0.0056,3.0,7,78.1,Safe,False
CRE0014,Photography & Videography,Substack,44,2026-01-22,362728,1317,0.3253,0.0725,0.485,0.839,0.0356,0.273,0.0071,5.3,20,82.1,Safe,False
CRE0014,Photography & Videography,Substack,45,2026-01-29,362707,1296,0.2675,0.0367,0.383,0.767,0.0363,0.46,0.0061,5.6,6,76.9,Safe,False
CRE0014,Photography & Videography,Substack,46,2026-02-05,365244,3833,0.3407,0.0983,0.448,0.705,0.0511,0.283,0.0049,2.4,17,74.9,Safe,False
CRE0014,Photography & Videography,Substack,47,2026-02-12,364879,3468,0.2679,0.0532,0.373,0.864,0.0175,0.443,0.0032,2.3,14,80.6,Safe,False
CRE0014,Photography & Videography,Substack,48,2026-02-19,366735,5324,0.3442,0.0713,0.395,0.767,0.0431,0.53,0.0071,5.5,20,83.0,Safe,False
CRE0014,Photography & Videography,Substack,49,2026-02-26,363819,2408,0.3149,0.0564,0.366,0.691,0.0165,0.349,0.0051,3.7,17,74.9,Safe,False
CRE0014,Photography & Videography,Substack,50,2026-03-05,365836,4425,0.2861,0.0333,0.401,0.77,0.0346,0.437,0.0018,4.6,9,79.3,Safe,False
CRE0014,Photography & Videography,Substack,51,2026-03-12,360191,-1220,0.2622,0.0456,0.442,0.727,0.0303,0.51,0.0012,3.9,12,86.5,Safe,False
CRE0014,Photography & Videography,Substack,52,2026-03-19,362771,1360,0.3306,0.0762,0.427,0.75,0.021,0.257,0.003,2.2,8,75.5,Safe,False
CRE0015,Language Learning,YouTube,1,2025-03-27,191769,4611,0.0557,0.0091,0.46,0.717,0.0055,0.339,0.0011,4.3,4,68.7,Watch,False
CRE0015,Language Learning,YouTube,2,2025-04-03,187464,306,0.0562,0.0157,0.306,0.664,0.0078,0.347,0.0015,4.1,5,62.0,Watch,False
CRE0015,Language Learning,YouTube,3,2025-04-10,185473,-1685,0.0537,0.0086,0.393,0.647,0.0032,0.288,0.0018,5.5,4,62.9,Watch,False
CRE0015,Language Learning,YouTube,4,2025-04-17,190232,3074,0.0583,0.0165,0.432,0.741,0.0036,0.461,0.0077,3.6,16,66.3,Watch,False
CRE0015,Language Learning,YouTube,5,2025-04-24,189813,2655,0.0601,0.0076,0.34,0.702,0.0058,0.423,0.0053,2.6,6,56.7,Watch,False
CRE0015,Language Learning,YouTube,6,2025-05-01,188747,1589,0.0476,0.0073,0.461,0.606,0.0029,0.356,0.0017,3.7,8,64.5,Watch,False
CRE0015,Language Learning,YouTube,7,2025-05-08,189605,2447,0.0549,0.0093,0.424,0.759,0.005,0.44,0.0059,4.9,3,67.2,Watch,False
CRE0015,Language Learning,YouTube,8,2025-05-15,187330,172,0.0545,0.0134,0.45,0.654,0.005,0.252,0.0022,1.6,18,59.5,Watch,False
CRE0015,Language Learning,YouTube,9,2025-05-22,185851,-1307,0.0477,0.013,0.402,0.679,0.0052,0.469,0.0057,3.5,10,64.2,Watch,False
CRE0015,Language Learning,YouTube,10,2025-05-29,189727,2569,0.062,0.0098,0.407,0.841,0.0062,0.515,0.0024,3.7,2,71.1,Safe,False
CRE0015,Language Learning,YouTube,11,2025-06-05,188641,1483,0.0627,0.0135,0.538,0.754,0.0066,0.255,0.0056,4.0,18,65.5,Watch,False
CRE0015,Language Learning,YouTube,12,2025-06-12,188137,979,0.0592,0.0109,0.409,0.884,0.0059,0.506,0.0031,2.1,3,68.6,Watch,False
CRE0015,Language Learning,YouTube,13,2025-06-19,189213,2055,0.0535,0.0095,0.432,0.639,0.0037,0.431,0.006,3.4,16,61.9,Watch,False
CRE0015,Language Learning,YouTube,14,2025-06-26,189179,2021,0.0611,0.0123,0.464,0.675,0.0049,0.313,0.0022,4.4,19,67.6,Watch,False
CRE0015,Language Learning,YouTube,15,2025-07-03,189363,2205,0.0533,0.0088,0.371,0.748,0.0069,0.409,0.0035,3.5,11,62.8,Watch,False
CRE0015,Language Learning,YouTube,16,2025-07-10,187607,449,0.0505,0.0109,0.377,0.93,0.0058,0.332,0.0028,2.1,15,63.2,Watch,False
CRE0015,Language Learning,YouTube,17,2025-07-17,188847,1689,0.0568,0.0135,0.547,0.724,0.0084,0.531,0.0019,2.2,21,72.4,Safe,False
CRE0015,Language Learning,YouTube,18,2025-07-24,187960,802,0.0475,0.0069,0.293,0.624,0.003,0.4,0.0047,4.8,1,56.8,Watch,False
CRE0015,Language Learning,YouTube,19,2025-07-31,186062,-1096,0.0587,0.0175,0.419,0.695,0.0067,0.292,0.004,4.9,0,66.4,Watch,False
CRE0015,Language Learning,YouTube,20,2025-08-07,188161,1003,0.0492,0.0052,0.347,0.776,0.0069,0.457,0.0043,4.4,10,63.2,Watch,False
CRE0015,Language Learning,YouTube,21,2025-08-14,185104,-2054,0.0505,0.0065,0.383,0.7,0.0058,0.391,0.0075,4.8,4,59.6,Watch,False
CRE0015,Language Learning,YouTube,22,2025-08-21,189846,2688,0.0593,0.0163,0.47,0.689,0.004,0.466,0.0076,5.2,8,70.2,Safe,False
CRE0015,Language Learning,YouTube,23,2025-08-28,187156,-2,0.0591,0.0086,0.368,0.656,0.0073,0.537,0.0023,2.5,1,62.7,Watch,False
CRE0015,Language Learning,YouTube,24,2025-09-04,188236,1078,0.0546,0.0151,0.333,0.684,0.003,0.514,0.0017,3.6,10,66.9,Watch,False
CRE0015,Language Learning,YouTube,25,2025-09-11,187713,555,0.0528,0.0067,0.37,0.747,0.0037,0.508,0.0072,2.6,3,59.1,Watch,False
CRE0015,Language Learning,YouTube,26,2025-09-18,189094,1936,0.0507,0.0136,0.402,0.739,0.004,0.274,0.0037,4.2,15,63.2,Watch,False
CRE0015,Language Learning,YouTube,27,2025-09-25,185716,-1442,0.0552,0.0061,0.496,0.675,0.0065,0.271,0.0026,4.6,13,65.5,Watch,False
CRE0015,Language Learning,YouTube,28,2025-10-02,186716,-442,0.0608,0.0113,0.354,0.702,0.0062,0.429,0.002,4.4,2,65.9,Watch,False
CRE0015,Language Learning,YouTube,29,2025-10-09,188748,1590,0.0574,0.0066,0.484,0.655,0.0084,0.331,0.0036,3.7,8,63.7,Watch,False
CRE0015,Language Learning,YouTube,30,2025-10-16,187603,445,0.0477,0.0069,0.487,0.575,0.0048,0.395,0.0029,2.8,0,63.2,Watch,False
CRE0015,Language Learning,YouTube,31,2025-10-23,187112,-46,0.0606,0.0154,0.386,0.671,0.0062,0.311,0.0072,2.6,4,56.2,Watch,False
CRE0015,Language Learning,YouTube,32,2025-10-30,189003,1845,0.06,0.0108,0.507,0.88,0.0033,0.504,0.0022,5.6,19,79.7,Safe,False
CRE0015,Language Learning,YouTube,33,2025-11-06,186606,-552,0.0514,0.0142,0.398,0.545,0.0065,0.302,0.0059,2.0,16,53.6,Alert,False
CRE0015,Language Learning,YouTube,34,2025-11-13,186443,-715,0.0574,0.0164,0.443,0.738,0.0068,0.398,0.0023,2.6,9,68.3,Watch,False
CRE0015,Language Learning,YouTube,35,2025-11-20,189520,2362,0.0571,0.0125,0.458,0.699,0.0043,0.366,0.0064,5.0,13,66.5,Watch,False
CRE0015,Language Learning,YouTube,36,2025-11-27,188831,1673,0.0516,0.0109,0.551,0.769,0.0027,0.361,0.0032,4.5,16,71.4,Safe,False
CRE0015,Language Learning,YouTube,37,2025-12-04,188130,972,0.0576,0.0059,0.35,0.64,0.0057,0.513,0.0049,5.9,10,62.8,Watch,False
CRE0015,Language Learning,YouTube,38,2025-12-11,186841,-317,0.0597,0.0179,0.37,0.736,0.005,0.457,0.0074,5.2,0,66.7,Watch,False
CRE0015,Language Learning,YouTube,39,2025-12-18,186901,-257,0.0551,0.0106,0.617,0.766,0.0045,0.261,0.004,3.6,4,65.6,Watch,False
CRE0015,Language Learning,YouTube,40,2025-12-25,188529,1371,0.0542,0.0086,0.465,0.752,0.0077,0.368,0.0079,4.1,12,63.1,Watch,False
CRE0015,Language Learning,YouTube,41,2026-01-01,188978,1820,0.06,0.0102,0.456,0.753,0.0044,0.339,0.0029,5.7,14,69.2,Watch,False
CRE0015,Language Learning,YouTube,42,2026-01-08,189022,1864,0.0502,0.009,0.369,0.688,0.0059,0.384,0.0073,3.4,5,56.8,Watch,False
CRE0015,Language Learning,YouTube,43,2026-01-15,186348,-810,0.0635,0.0064,0.416,0.813,0.0071,0.399,0.0039,5.3,20,67.7,Watch,False
CRE0015,Language Learning,YouTube,44,2026-01-22,189495,2337,0.0516,0.0088,0.411,0.755,0.0074,0.443,0.0022,5.2,19,70.3,Safe,False
CRE0015,Language Learning,YouTube,45,2026-01-29,186333,-825,0.063,0.018,0.495,0.796,0.0059,0.541,0.0066,2.3,4,70.9,Safe,False
CRE0015,Language Learning,YouTube,46,2026-02-05,185806,-1352,0.0579,0.0105,0.441,0.713,0.0074,0.33,0.0044,5.6,7,66.0,Watch,False
CRE0015,Language Learning,YouTube,47,2026-02-12,190452,3294,0.0624,0.0132,0.328,0.632,0.0035,0.438,0.0042,3.2,21,59.7,Watch,False
CRE0015,Language Learning,YouTube,48,2026-02-19,190781,3623,0.0538,0.0145,0.394,0.773,0.0032,0.345,0.0078,2.4,19,58.3,Watch,False
CRE0015,Language Learning,YouTube,49,2026-02-26,187017,-141,0.0549,0.0162,0.4,0.798,0.0031,0.255,0.0073,1.8,18,56.4,Watch,False
CRE0015,Language Learning,YouTube,50,2026-03-05,190251,3093,0.0555,0.0153,0.431,0.66,0.0041,0.53,0.0055,2.9,14,66.2,Watch,False
CRE0015,Language Learning,YouTube,51,2026-03-12,187773,615,0.0543,0.0067,0.366,0.856,0.0059,0.45,0.0043,2.4,9,62.1,Watch,False
CRE0015,Language Learning,YouTube,52,2026-03-19,190355,3197,0.0486,0.0055,0.424,0.745,0.0037,0.45,0.0043,4.8,15,67.1,Watch,False
CRE0016,Personal Development,LinkedIn,1,2025-03-27,416739,-1040,0.0256,0.004,0.381,0.756,0.0024,0.311,0.0013,3.5,20,60.8,Watch,False
CRE0016,Personal Development,LinkedIn,2,2025-04-03,424676,6897,0.0245,0.0046,0.459,0.73,0.0013,0.383,0.0023,3.2,7,65.0,Watch,False
CRE0016,Personal Development,LinkedIn,3,2025-04-10,416983,-796,0.0208,0.0034,0.398,0.81,0.0018,0.495,0.005,4.0,5,65.3,Watch,False
CRE0016,Personal Development,LinkedIn,4,2025-04-17,426222,8443,0.022,0.0028,0.332,0.593,0.0015,0.299,0.0036,2.2,19,49.3,Alert,False
CRE0016,Personal Development,LinkedIn,5,2025-04-24,407770,-10009,0.0214,0.0035,0.386,0.718,0.0026,0.253,0.0043,4.6,14,57.5,Watch,False
CRE0016,Personal Development,LinkedIn,6,2025-05-01,414960,-2819,0.0192,0.0057,0.526,0.714,0.002,0.545,0.0042,2.4,3,67.2,Watch,False
CRE0016,Personal Development,LinkedIn,7,2025-05-08,427595,9816,0.0216,0.0045,0.366,0.759,0.0022,0.266,0.0036,3.0,21,55.7,Watch,False
CRE0016,Personal Development,LinkedIn,8,2025-05-15,420685,2906,0.0232,0.0063,0.347,0.76,0.0013,0.468,0.0039,1.7,17,58.6,Watch,False
CRE0016,Personal Development,LinkedIn,9,2025-05-22,413725,-4054,0.0253,0.0066,0.478,0.937,0.0016,0.413,0.0067,5.1,8,71.0,Safe,False
CRE0016,Personal Development,LinkedIn,10,2025-05-29,425274,7495,0.0207,0.0032,0.35,0.61,0.0021,0.3,0.0022,4.8,17,57.4,Watch,False
CRE0016,Personal Development,LinkedIn,11,2025-06-05,421056,3277,0.0217,0.0045,0.47,0.771,0.0024,0.307,0.0036,4.6,3,65.5,Watch,False
CRE0016,Personal Development,LinkedIn,12,2025-06-12,418121,342,0.023,0.0027,0.483,0.648,0.0017,0.413,0.0051,2.3,16,60.1,Watch,False
CRE0016,Personal Development,LinkedIn,13,2025-06-19,414667,-3112,0.0233,0.0042,0.49,0.526,0.0021,0.458,0.0059,3.6,19,61.7,Watch,False
CRE0016,Personal Development,LinkedIn,14,2025-06-26,421473,3694,0.0238,0.0053,0.366,0.801,0.0013,0.533,0.0033,4.6,21,67.3,Watch,False
CRE0016,Personal Development,LinkedIn,15,2025-07-03,424333,6554,0.0199,0.0057,0.416,0.763,0.0024,0.439,0.0047,4.0,12,64.8,Watch,False
CRE0016,Personal Development,LinkedIn,16,2025-07-10,417542,-237,0.024,0.0072,0.484,0.662,0.0015,0.349,0.0018,1.9,9,62.8,Watch,False
CRE0016,Personal Development,LinkedIn,17,2025-07-17,420574,2795,0.0239,0.0042,0.389,0.665,0.0016,0.493,0.0014,3.9,10,65.6,Watch,False
CRE0016,Personal Development,LinkedIn,18,2025-07-24,426337,8558,0.0228,0.0068,0.352,0.59,0.0023,0.459,0.0026,2.1,5,57.5,Watch,False
CRE0016,Personal Development,LinkedIn,19,2025-07-31,419193,1414,0.0253,0.0059,0.355,0.615,0.0037,0.255,0.006,3.6,12,51.3,Alert,False
CRE0016,Personal Development,LinkedIn,20,2025-08-07,418776,997,0.0199,0.006,0.442,0.703,0.0023,0.469,0.0053,5.4,3,67.3,Watch,False
CRE0016,Personal Development,LinkedIn,21,2025-08-14,428422,10643,0.0226,0.0065,0.503,0.651,0.0021,0.268,0.0036,4.1,7,63.3,Watch,False
CRE0016,Personal Development,LinkedIn,22,2025-08-21,417521,-258,0.0238,0.0035,0.414,0.614,0.0028,0.322,0.0059,4.6,1,57.3,Watch,False
CRE0016,Personal Development,LinkedIn,23,2025-08-28,424545,6766,0.0239,0.0034,0.458,0.875,0.0012,0.47,0.0071,2.3,3,63.4,Watch,False
CRE0016,Personal Development,LinkedIn,24,2025-09-04,422905,5126,0.0216,0.0063,0.331,0.731,0.0024,0.436,0.007,6.0,18,59.8,Watch,False
CRE0016,Personal Development,LinkedIn,25,2025-09-11,423033,5254,0.0205,0.0032,0.467,0.78,0.0017,0.369,0.0032,3.5,5,65.1,Watch,False
CRE0016,Personal Development,LinkedIn,26,2025-09-18,414740,-3039,0.0206,0.0026,0.444,0.52,0.0013,0.296,0.0061,6.0,13,56.4,Watch,False
CRE0016,Personal Development,LinkedIn,27,2025-09-25,430914,13135,0.0244,0.0053,0.398,0.794,0.0015,0.366,0.0024,3.8,20,64.1,Watch,False
CRE0016,Personal Development,LinkedIn,28,2025-10-02,416517,-1262,0.0231,0.0031,0.207,0.658,0.0012,0.497,0.0055,1.7,21,47.6,Alert,False
CRE0016,Personal Development,LinkedIn,29,2025-10-09,419319,1540,0.0231,0.0068,0.359,0.835,0.0013,0.27,0.0057,4.6,7,59.0,Watch,False
CRE0016,Personal Development,LinkedIn,30,2025-10-16,415698,-2081,0.0216,0.0028,0.386,0.684,0.0013,0.427,0.0034,4.3,21,62.1,Watch,False
CRE0016,Personal Development,LinkedIn,31,2025-10-23,416726,-1053,0.0219,0.0058,0.355,0.663,0.0018,0.322,0.0047,3.0,18,54.3,Alert,False
