niche,content_format,platform,total_pieces,avg_views,avg_revenue,total_revenue,avg_production_hours,avg_revenue_per_hour,converting_pieces,avg_engagement_likes,avg_saves,conversion_rate,revenue_per_view
Education & Online Courses,TikTok,TikTok,9,31996.444444444445,8402.764444444445,75624.88,1.6555555555555554,5709.492222222222,4,1963.2222222222222,927.4444444444445,0.4444,0.262616
Education & Online Courses,TikTok,Twitter/X,9,281422.77777777775,25683.10222222222,231147.91999999998,1.2111111111111112,12277.018888888888,2,17458.11111111111,4928.444444444444,0.2222,0.091262
Education & Online Courses,TikTok,YouTube,10,24943.5,4449.5019999999995,44495.02,1.6,3236.1,4,2338.1,865.2,0.4,0.178383
Education & Online Courses,YouTube Short,Instagram,4,21969.0,1616.455,6465.82,1.6,1645.8975,1,1370.75,422.25,0.25,0.073579
Education & Online Courses,YouTube Short,LinkedIn,9,79155.0,725.0622222222223,6525.56,1.1333333333333333,777.7088888888889,2,3821.6666666666665,1154.5555555555557,0.2222,0.00916
Education & Online Courses,YouTube Short,Substack,8,73343.625,2120.0875,16960.7,1.1875,2206.22375,1,5795.875,2302.625,0.125,0.028906
Education & Online Courses,YouTube Short,TikTok,6,61087.833333333336,0.0,0.0,1.4333333333333333,0.0,0,3337.8333333333335,1542.8333333333333,0.0,0.0
Education & Online Courses,YouTube Short,Twitter/X,6,49966.166666666664,0.0,0.0,1.4833333333333334,0.0,0,2401.0,966.6666666666666,0.0,0.0
Education & Online Courses,YouTube Short,YouTube,6,35566.0,0.0,0.0,1.3333333333333333,0.0,0,2244.3333333333335,903.8333333333334,0.0,0.0
Education & Online Courses,YouTube Video,Instagram,4,120219.25,0.0,0.0,7.375,0.0,0,10585.75,4198.75,0.0,0.0
Education & Online Courses,YouTube Video,LinkedIn,10,34356.7,4355.599,43555.990000000005,7.37,697.809,2,2294.0,826.8,0.2,0.126776
Education & Online Courses,YouTube Video,Substack,5,62110.0,667.324,3336.62,6.6,122.81800000000001,1,5229.2,2176.2,0.2,0.010744
Education & Online Courses,YouTube Video,TikTok,6,30643.833333333332,8705.141666666666,52230.85,7.633333333333333,1203.5249999999999,4,2180.1666666666665,801.6666666666666,0.6667,0.284075
Education & Online Courses,YouTube Video,Twitter/X,4,12885.0,1990.7175,7962.87,6.425,281.3125,2,734.0,346.0,0.5,0.154499
Education & Online Courses,YouTube Video,YouTube,6,129758.66666666667,1616.5533333333333,9699.32,5.6499999999999995,396.3333333333333,1,8663.5,2879.5,0.1667,0.012458
Finance & Investing,Instagram Post,Instagram,8,57009.625,2325.8075,18606.46,1.1625,1606.98625,3,2237.875,2012.25,0.375,0.040797
Finance & Investing,Instagram Post,LinkedIn,6,53481.5,1734.1233333333332,10404.74,1.3,1832.0383333333332,1,2416.5,2109.6666666666665,0.1667,0.032425
Finance & Investing,Instagram Post,Substack,4,50897.25,0.0,0.0,1.025,0.0,0,3689.75,1065.5,0.0,0.0
Finance & Investing,Instagram Post,TikTok,5,88689.0,0.0,0.0,1.3,0.0,0,7139.8,3580.4,0.0,0.0
Finance & Investing,Instagram Post,Twitter/X,5,30433.4,469.924,2349.62,1.2600000000000002,267.17199999999997,1,1097.0,952.2,0.2,0.015441
Finance & Investing,Instagram Post,YouTube,8,29800.0,214.69125,1717.53,1.05,158.12375,1,2631.75,765.625,0.125,0.007204
Finance & Investing,Instagram Reel,Instagram,7,28875.285714285714,716.5328571428571,5015.73,2.757142857142857,259.70428571428573,1,2011.142857142857,1006.2857142857143,0.1429,0.024815
Finance & Investing,Instagram Reel,LinkedIn,6,135696.5,4991.681666666666,29950.09,2.3666666666666667,2023.03,2,9995.833333333334,2869.5,0.3333,0.036786
Finance & Investing,Instagram Reel,Substack,6,118678.5,4703.831666666667,28222.99,2.8666666666666667,1930.4283333333333,1,9635.666666666666,4710.166666666667,0.1667,0.039635
Finance & Investing,Instagram Reel,TikTok,5,74677.0,695.484,3477.42,2.2800000000000002,422.16400000000004,2,6865.0,3136.2,0.4,0.009313
Finance & Investing,Instagram Reel,Twitter/X,7,85493.57142857143,3880.157142857143,27161.1,2.4857142857142853,1217.1499999999999,1,6920.428571428572,1895.5714285714287,0.1429,0.045385
Finance & Investing,Instagram Reel,YouTube,6,103601.33333333333,10063.156666666668,60378.94,2.6333333333333333,2841.6299999999997,2,3642.8333333333335,2750.6666666666665,0.3333,0.097133
Finance & Investing,Instagram Story,Instagram,4,25235.75,10015.1375,40060.55,0.25,41375.94,3,1452.25,866.5,0.75,0.396863
Finance & Investing,Instagram Story,LinkedIn,3,483371.6666666667,100598.50666666667,301795.52,0.3333333333333333,296432.13666666666,2,40588.666666666664,12514.0,0.6667,0.208118
Finance & Investing,Instagram Story,Substack,8,141215.375,6055.296249999999,48442.369999999995,0.275,31846.04625,4,7410.875,5591.5,0.5,0.04288
Finance & Investing,Instagram Story,TikTok,8,35403.375,0.0,0.0,0.25,0.0,0,2615.0,1187.875,0.0,0.0
Finance & Investing,Instagram Story,Twitter/X,2,114550.5,21638.645,43277.29,0.25,78508.69,1,11522.5,1920.0,0.5,0.1889
Finance & Investing,Instagram Story,YouTube,9,50438.88888888889,947.5855555555556,8528.27,0.3888888888888889,3076.7322222222224,2,3253.5555555555557,1480.111111111111,0.2222,0.018787
Finance & Investing,LinkedIn Post,Instagram,9,35311.333333333336,4650.611111111111,41855.5,0.7555555555555556,9532.561111111112,2,2596.0,752.0,0.2222,0.131703
Finance & Investing,LinkedIn Post,LinkedIn,5,14560.4,4315.156,21575.78,1.04,3768.3239999999996,1,835.8,300.0,0.2,0.296362
Finance & Investing,LinkedIn Post,Substack,9,60514.77777777778,810.521111111111,7294.69,1.0333333333333334,1334.7388888888888,1,4019.8888888888887,878.1111111111111,0.1111,0.013394
Finance & Investing,LinkedIn Post,TikTok,6,69898.83333333333,17992.851666666666,107957.11,0.7166666666666667,26893.349999999995,3,4189.833333333333,1211.5,0.5,0.257413
Finance & Investing,LinkedIn Post,Twitter/X,3,16630.666666666668,0.0,0.0,0.9666666666666668,0.0,0,1460.3333333333333,749.3333333333334,0.0,0.0
Finance & Investing,LinkedIn Post,YouTube,3,26497.666666666668,864.5466666666666,2593.64,0.6666666666666666,1531.3766666666668,1,2670.0,561.3333333333334,0.3333,0.032627
Finance & Investing,Substack Issue,Instagram,6,51633.166666666664,11956.178333333335,71737.07,3.466666666666667,4516.38,2,4390.333333333333,953.6666666666666,0.3333,0.23156
Finance & Investing,Substack Issue,LinkedIn,3,125854.0,2657.1,7971.3,3.533333333333333,593.88,1,12253.333333333334,5335.666666666667,0.3333,0.021113
Finance & Investing,Substack Issue,Substack,3,11718.666666666666,1384.36,4153.08,2.9,399.19,1,889.6666666666666,161.0,0.3333,0.118133
Finance & Investing,Substack Issue,TikTok,2,62060.5,0.0,0.0,1.75,0.0,0,4299.5,1798.0,0.0,0.0
Finance & Investing,Substack Issue,Twitter/X,7,25797.0,4254.294285714285,29780.059999999998,3.1,2810.502857142857,4,1905.857142857143,528.8571428571429,0.5714,0.164914
Finance & Investing,Substack Issue,YouTube,3,78082.33333333333,0.0,0.0,2.733333333333333,0.0,0,7800.0,2514.3333333333335,0.0,0.0
Finance & Investing,TikTok,Instagram,1,15947.0,0.0,0.0,1.8,0.0,0,921.0,642.0,0.0,0.0
Finance & Investing,TikTok,LinkedIn,5,64281.8,11018.234,55091.17,1.8399999999999999,9218.0,2,3183.2,1042.4,0.4,0.171405
Finance & Investing,TikTok,Substack,4,26104.5,12269.03,49076.12,1.4000000000000001,16031.675000000001,2,1371.5,857.5,0.5,0.469997
Finance & Investing,TikTok,TikTok,4,69003.75,896.1675,3584.67,1.7999999999999998,584.18,1,7201.0,2949.0,0.25,0.012987
Finance & Investing,TikTok,Twitter/X,2,85856.5,0.0,0.0,1.45,0.0,0,5023.0,2852.5,0.0,0.0
Finance & Investing,TikTok,YouTube,4,231829.25,85707.7475,342830.99,1.475,141328.67,2,14905.25,9487.5,0.5,0.369702
Finance & Investing,YouTube Short,Instagram,6,74321.83333333333,6815.438333333334,40892.630000000005,1.1333333333333333,10346.755,2,6196.333333333333,2091.1666666666665,0.3333,0.091702
Finance & Investing,YouTube Short,LinkedIn,7,23449.285714285714,7092.62,49648.34,1.2428571428571427,8309.67142857143,2,1369.4285714285713,747.7142857142857,0.2857,0.302466
Finance & Investing,YouTube Short,Substack,5,52892.6,96.688,483.44,1.08,96.958,1,3837.0,425.6,0.2,0.001828
Finance & Investing,YouTube Short,TikTok,3,8503.333333333334,268.25666666666666,804.77,1.1333333333333335,160.84666666666666,1,433.6666666666667,255.0,0.3333,0.031547
Finance & Investing,YouTube Short,Twitter/X,11,247017.0,139128.53363636363,1530413.8699999999,1.1818181818181819,124071.63454545454,2,21745.81818181818,7061.090909090909,0.1818,0.563235
Finance & Investing,YouTube Short,YouTube,3,41533.333333333336,0.0,0.0,1.7666666666666666,0.0,0,3855.6666666666665,1463.0,0.0,0.0
Finance & Investing,YouTube Video,Instagram,9,123521.88888888889,32020.879999999997,288187.92,7.666666666666667,4318.317777777778,5,9147.888888888889,4946.111111111111,0.5556,0.259232
Finance & Investing,YouTube Video,LinkedIn,2,6953.0,0.0,0.0,7.35,0.0,0,726.0,289.0,0.0,0.0
Finance & Investing,YouTube Video,Substack,2,16152.5,7086.95,14173.9,8.100000000000001,892.215,1,680.5,100.0,0.5,0.438753
Finance & Investing,YouTube Video,TikTok,7,58581.857142857145,1736.5485714285714,12155.84,6.971428571428572,264.0385714285714,3,3551.285714285714,1292.4285714285713,0.4286,0.029643
Finance & Investing,YouTube Video,Twitter/X,5,73292.4,2077.052,10385.26,7.58,218.238,1,7276.2,1167.2,0.2,0.028339
Finance & Investing,YouTube Video,YouTube,12,95325.66666666667,5809.094166666667,69709.13,6.733333333333333,866.2133333333335,3,4902.75,1693.9166666666667,0.25,0.060939
Food & Cooking,Instagram Post,Instagram,1,61537.0,0.0,0.0,1.0,0.0,0,1611.0,1490.0,0.0,0.0
Food & Cooking,Instagram Post,LinkedIn,9,35955.333333333336,1693.1744444444444,15238.57,1.2444444444444445,1157.3833333333332,3,2714.0,1051.888888888889,0.3333,0.047091
Food & Cooking,Instagram Post,Substack,9,41439.77777777778,17062.350000000002,153561.15000000002,1.2444444444444445,14561.585555555555,6,3969.777777777778,1252.6666666666667,0.6667,0.411738
Food & Cooking,Instagram Post,TikTok,4,17391.5,6472.8775000000005,25891.510000000002,1.475,4355.2474999999995,4,1183.0,256.25,1.0,0.372186
Food & Cooking,Instagram Post,Twitter/X,4,18779.0,0.0,0.0,1.35,0.0,0,1853.75,394.75,0.0,0.0
Food & Cooking,Instagram Post,YouTube,8,39583.5,361.095,2888.76,1.25,196.0525,1,2839.75,1055.0,0.125,0.009122
Food & Cooking,Instagram Reel,Instagram,7,35374.42857142857,3230.0371428571425,22610.26,2.5285714285714285,1425.3,1,1986.4285714285713,544.7142857142857,0.1429,0.09131
Food & Cooking,Instagram Reel,LinkedIn,4,180065.5,0.0,0.0,2.95,0.0,0,5220.75,1950.25,0.0,0.0
Food & Cooking,Instagram Reel,Substack,7,29482.85714285714,2801.9700000000003,19613.79,2.2714285714285714,1434.0014285714285,3,2177.0,902.4285714285714,0.4286,0.095037
Food & Cooking,Instagram Reel,TikTok,6,369857.1666666667,0.0,0.0,2.316666666666667,0.0,0,40337.166666666664,4677.166666666667,0.0,0.0
Food & Cooking,Instagram Reel,Twitter/X,7,37704.28571428572,4805.954285714286,33641.68,2.6714285714285713,2223.6285714285714,2,1323.5714285714287,1316.4285714285713,0.2857,0.127464
Food & Cooking,Instagram Reel,YouTube,8,172113.0,7532.71,60261.68,2.025,3876.83,1,8106.125,3773.75,0.125,0.043766
Food & Cooking,Instagram Story,Instagram,5,346348.6,4364.808,21824.04,0.3,31970.132,1,32084.4,8914.8,0.2,0.012602
Food & Cooking,Instagram Story,LinkedIn,2,176779.5,0.0,0.0,0.25,0.0,0,13518.5,6475.5,0.0,0.0
Food & Cooking,Instagram Story,Substack,2,563268.0,0.0,0.0,0.35,0.0,0,23769.0,24848.0,0.0,0.0
Food & Cooking,Instagram Story,TikTok,4,33622.75,632.29,2529.16,0.375,1971.2825,1,2815.75,726.75,0.25,0.018805
Food & Cooking,Instagram Story,Twitter/X,5,49169.2,10682.673999999999,53413.369999999995,0.34,47109.924,2,3865.4,770.2,0.4,0.217264
Food & Cooking,Instagram Story,YouTube,4,27620.25,142.5925,570.37,0.325,286.73,1,2884.0,787.0,0.25,0.005163
Food & Cooking,LinkedIn Post,Instagram,7,26251.0,7263.075714285714,50841.53,1.042857142857143,8467.295714285714,3,1759.142857142857,743.8571428571429,0.4286,0.276678
Food & Cooking,LinkedIn Post,LinkedIn,9,89134.88888888889,2434.367777777778,21909.31,0.8555555555555555,3177.051111111111,1,5549.333333333333,1664.5555555555557,0.1111,0.027311
Food & Cooking,LinkedIn Post,Substack,5,24598.0,253.32800000000003,1266.64,0.8,314.072,1,2183.6,609.8,0.2,0.010299
Food & Cooking,LinkedIn Post,TikTok,7,45495.0,0.0,0.0,1.1285714285714286,0.0,0,3846.1428571428573,1240.2857142857142,0.0,0.0
Food & Cooking,LinkedIn Post,Twitter/X,7,110954.57142857143,5301.135714285714,37107.95,1.0571428571428572,4020.024285714286,2,6947.0,3967.4285714285716,0.2857,0.047778
Food & Cooking,LinkedIn Post,YouTube,6,45501.666666666664,706.9833333333332,4241.9,1.0333333333333334,763.5433333333334,1,2534.0,763.1666666666666,0.1667,0.015538
Food & Cooking,Substack Issue,Instagram,8,21312.125,162.07625,1296.61,3.25,72.6775,1,1928.625,588.125,0.125,0.007605
Food & Cooking,Substack Issue,LinkedIn,6,11761.333333333334,2517.065,15102.390000000001,2.4166666666666665,1844.791666666667,4,827.6666666666666,211.16666666666666,0.6667,0.214012
Food & Cooking,Substack Issue,Substack,6,32827.666666666664,2838.72,17032.32,3.0,1651.753333333333,2,2761.0,1087.8333333333333,0.3333,0.086473
Food & Cooking,Substack Issue,TikTok,7,69621.57142857143,3930.977142857143,27516.84,3.2714285714285714,2024.3314285714284,2,4187.142857142857,2607.714285714286,0.2857,0.056462
Food & Cooking,Substack Issue,Twitter/X,4,28630.5,4478.9725,17915.89,1.9,2134.1125,3,1138.75,930.5,0.75,0.156441
Food & Cooking,Substack Issue,YouTube,4,191767.0,8766.4225,35065.69,2.925,3426.0425,1,17654.5,3977.75,0.25,0.045714
Food & Cooking,TikTok,Instagram,5,16847.0,6520.42,32602.1,1.92,2324.692,1,1139.0,361.2,0.2,0.387037
Food & Cooking,TikTok,LinkedIn,5,37093.0,0.0,0.0,2.04,0.0,0,2896.0,573.8,0.0,0.0
Food & Cooking,TikTok,Substack,5,30478.0,0.0,0.0,1.72,0.0,0,1452.6,824.0,0.0,0.0
Food & Cooking,TikTok,TikTok,4,66368.0,0.0,0.0,1.625,0.0,0,4507.25,2183.0,0.0,0.0
Food & Cooking,TikTok,Twitter/X,10,37570.7,1329.346,13293.46,1.95,795.933,2,2445.2,1207.9,0.2,0.035383
Food & Cooking,TikTok,YouTube,3,35243.666666666664,1318.6433333333332,3955.93,2.033333333333333,1099.2,1,1602.0,530.3333333333334,0.3333,0.037415
Food & Cooking,YouTube Short,Instagram,9,70408.0,19280.027777777777,173520.25,1.2777777777777777,22398.776666666665,5,5152.0,1995.0,0.5556,0.273833
Food & Cooking,YouTube Short,LinkedIn,10,30731.9,3389.524,33895.24,1.16,3340.1169999999997,2,2456.2,984.0,0.2,0.110293
Food & Cooking,YouTube Short,Substack,10,71769.7,6271.776,62717.759999999995,1.02,5107.992,3,5374.4,2187.8,0.3,0.087388
Food & Cooking,YouTube Short,TikTok,7,58757.28571428572,43858.47142857143,307009.3,1.0714285714285714,40321.857142857145,1,3368.285714285714,1224.4285714285713,0.1429,0.746435
Food & Cooking,YouTube Short,Twitter/X,9,63160.555555555555,1629.858888888889,14668.73,1.077777777777778,1834.8900000000003,2,3870.4444444444443,2439.5555555555557,0.2222,0.025805
Food & Cooking,YouTube Short,YouTube,4,6605.75,1085.54,4342.16,1.425,887.3299999999999,2,602.0,268.0,0.5,0.164333
Food & Cooking,YouTube Video,Instagram,8,209633.25,1836.7350000000001,14693.880000000001,7.050000000000001,195.97,2,17238.5,5400.5,0.25,0.008762
Food & Cooking,YouTube Video,LinkedIn,9,64672.555555555555,0.0,0.0,6.477777777777778,0.0,0,5330.111111111111,2390.8888888888887,0.0,0.0
Food & Cooking,YouTube Video,Substack,9,78173.44444444444,306.1788888888889,2755.61,6.655555555555555,61.7988888888889,1,3098.4444444444443,2709.8888888888887,0.1111,0.003917
Food & Cooking,YouTube Video,TikTok,4,10486.0,530.4125,2121.65,6.425000000000001,54.3675,1,891.75,194.75,0.25,0.050583
Food & Cooking,YouTube Video,Twitter/X,6,42465.666666666664,2068.3083333333334,12409.85,6.05,273.86333333333334,3,2711.6666666666665,1817.0,0.5,0.048705
Food & Cooking,YouTube Video,YouTube,4,76918.0,7458.5824999999995,29834.329999999998,6.725,995.8025,2,6874.0,1566.5,0.5,0.096968
Gaming & Esports,Instagram Post,Instagram,7,60847.28571428572,29447.25,206130.75,1.0571428571428572,21102.534285714286,2,5327.285714285715,1509.4285714285713,0.2857,0.483953
Gaming & Esports,Instagram Post,LinkedIn,3,10841.666666666666,823.2033333333334,2469.61,1.1333333333333333,429.26666666666665,1,1078.3333333333333,401.0,0.3333,0.07593
Gaming & Esports,Instagram Post,Substack,6,23739.333333333332,4985.693333333334,29914.16,0.9166666666666666,6045.828333333334,2,1860.3333333333333,389.8333333333333,0.3333,0.210018
Gaming & Esports,Instagram Post,TikTok,2,71389.0,27459.285,54918.57,1.5,14702.335,1,4242.0,1194.5,0.5,0.384643
Gaming & Esports,Instagram Post,Twitter/X,1,16213.0,0.0,0.0,0.6,0.0,0,663.0,655.0,0.0,0.0
Gaming & Esports,Instagram Post,YouTube,9,65245.555555555555,7555.398888888889,67998.59,1.3333333333333333,4162.166666666667,2,5564.333333333333,1859.4444444444443,0.2222,0.115799
Gaming & Esports,Instagram Reel,Instagram,7,36270.71428571428,76.19285714285715,533.35,2.857142857142857,33.777142857142856,1,2799.4285714285716,1048.142857142857,0.1429,0.002101
Gaming & Esports,Instagram Reel,LinkedIn,4,31373.0,2075.9025,8303.61,2.05,899.6375,2,1978.0,319.5,0.5,0.066168
Gaming & Esports,Instagram Reel,Substack,3,22773.0,716.1133333333333,2148.34,2.3666666666666667,255.68666666666664,2,2209.6666666666665,458.3333333333333,0.6667,0.031446
Gaming & Esports,Instagram Reel,TikTok,6,65517.666666666664,3615.64,21693.84,2.2333333333333334,1209.2633333333333,1,2750.6666666666665,2665.0,0.1667,0.055186
Gaming & Esports,Instagram Reel,Twitter/X,5,11361.8,0.0,0.0,2.6599999999999997,0.0,0,450.4,271.8,0.0,0.0
Gaming & Esports,Instagram Reel,YouTube,9,47606.22222222222,0.0,0.0,3.2,0.0,0,2148.3333333333335,1312.3333333333333,0.0,0.0
Gaming & Esports,Instagram Story,Instagram,9,107416.22222222222,23307.957777777778,209771.62,0.34444444444444444,63104.717777777776,5,8791.222222222223,2850.5555555555557,0.5556,0.216987
Gaming & Esports,Instagram Story,LinkedIn,3,37889.333333333336,280.02,840.06,0.20000000000000004,1543.3666666666668,1,3949.3333333333335,1218.6666666666667,0.3333,0.00739
Gaming & Esports,Instagram Story,Substack,7,58915.57142857143,15053.297142857142,105373.07999999999,0.32857142857142857,50962.14571428572,3,3823.8571428571427,1422.142857142857,0.4286,0.255506
Gaming & Esports,Instagram Story,TikTok,3,7987.666666666667,2207.306666666667,6621.92,0.43333333333333335,7354.436666666667,1,677.0,229.0,0.3333,0.276339
Gaming & Esports,Instagram Story,Twitter/X,5,38763.4,1469.464,7347.32,0.32,3833.672,1,1728.8,422.8,0.2,0.037909
Gaming & Esports,Instagram Story,YouTube,7,169694.85714285713,23406.278571428575,163843.95,0.2857142857142857,209426.76,1,16337.0,5246.142857142857,0.1429,0.137932
Gaming & Esports,LinkedIn Post,Instagram,1,8029.0,0.0,0.0,1.2,0.0,0,845.0,256.0,0.0,0.0
Gaming & Esports,LinkedIn Post,LinkedIn,5,47100.2,6222.206,31111.03,0.6599999999999999,10314.547999999999,2,4356.2,1793.8,0.4,0.132106
Gaming & Esports,LinkedIn Post,Substack,2,5727.5,2776.005,5552.01,1.2,2053.265,1,273.0,207.0,0.5,0.48468
Gaming & Esports,LinkedIn Post,TikTok,10,19114.4,806.304,8063.04,0.9400000000000001,789.299,2,1432.0,519.0,0.2,0.042183
Gaming & Esports,LinkedIn Post,Twitter/X,2,54395.0,0.0,0.0,0.95,0.0,0,4735.5,1750.0,0.0,0.0
Gaming & Esports,LinkedIn Post,YouTube,7,22221.14285714286,0.0,0.0,0.8571428571428571,0.0,0,1123.857142857143,582.2857142857143,0.0,0.0
Gaming & Esports,Substack Issue,Instagram,7,27206.0,4284.472857142857,29991.309999999998,2.3285714285714287,2004.1699999999998,2,1680.7142857142858,642.7142857142857,0.2857,0.157483
Gaming & Esports,Substack Issue,LinkedIn,4,288864.5,273575.825,1094303.3,3.85,83152.5025,3,30581.75,5406.0,0.75,0.947073
Gaming & Esports,Substack Issue,Substack,7,65204.0,4948.557142857143,34639.9,3.1857142857142855,1296.0214285714285,1,5503.428571428572,1921.7142857142858,0.1429,0.075893
Gaming & Esports,Substack Issue,Twitter/X,3,14512.333333333334,5434.87,16304.61,2.966666666666667,1128.5166666666667,1,979.3333333333334,472.6666666666667,0.3333,0.3745
Gaming & Esports,Substack Issue,YouTube,5,67078.4,0.0,0.0,2.4400000000000004,0.0,0,5052.2,1987.2,0.0,0.0
Gaming & Esports,TikTok,Instagram,5,44732.8,8172.125999999999,40860.63,1.44,3986.772,1,4154.2,1014.2,0.2,0.182688
Gaming & Esports,TikTok,LinkedIn,11,33581.36363636364,489.72818181818184,5387.01,1.8818181818181818,283.3127272727273,1,2640.6363636363635,990.0,0.0909,0.014583
Gaming & Esports,TikTok,Substack,7,63813.28571428572,2585.337142857143,18097.36,1.9857142857142855,1067.6128571428571,1,4381.285714285715,2151.285714285714,0.1429,0.040514
Gaming & Esports,TikTok,TikTok,6,73062.5,12015.556666666665,72093.34,1.6833333333333333,10940.626666666665,2,3590.1666666666665,2053.1666666666665,0.3333,0.164456
Gaming & Esports,TikTok,Twitter/X,5,160458.2,37433.376000000004,187166.88,1.52,27219.068,1,12440.6,5735.4,0.2,0.233291
Gaming & Esports,TikTok,YouTube,7,41164.0,3104.058571428571,21728.41,1.5571428571428572,2972.6557142857137,2,3136.285714285714,667.7142857142857,0.2857,0.075407
Gaming & Esports,YouTube Short,Instagram,11,50728.27272727273,9153.90818181818,100692.98999999999,1.4000000000000001,6691.696363636364,3,4564.727272727273,1236.909090909091,0.2727,0.18045
Gaming & Esports,YouTube Short,LinkedIn,3,25391.666666666668,41.37,124.11,1.3,39.166666666666664,1,721.0,942.0,0.3333,0.001629
Gaming & Esports,YouTube Short,Substack,7,105417.42857142857,5052.392857142857,35366.75,1.2714285714285716,6483.657142857142,2,7045.857142857143,3339.714285714286,0.2857,0.047927
Gaming & Esports,YouTube Short,TikTok,5,39965.8,7538.216,37691.08,1.34,4800.64,1,2556.2,1256.0,0.2,0.188617
Gaming & Esports,YouTube Short,Twitter/X,6,62179.666666666664,4.99,29.94,1.25,4.806666666666667,1,4437.833333333333,2373.8333333333335,0.1667,8e-05
Gaming & Esports,YouTube Short,YouTube,4,11800.5,0.0,0.0,1.3,0.0,0,1189.5,320.0,0.0,0.0
Gaming & Esports,YouTube Video,Instagram,8,47545.0,0.0,0.0,6.2125,0.0,0,2033.75,725.875,0.0,0.0
Gaming & Esports,YouTube Video,LinkedIn,9,73934.11111111111,20082.876666666667,180745.89,6.766666666666667,3478.8566666666666,4,6155.0,1637.2222222222222,0.4444,0.271632
Gaming & Esports,YouTube Video,Substack,10,40715.5,3515.311,35153.11,6.51,776.304,3,2754.7,778.0,0.3,0.086338
Gaming & Esports,YouTube Video,TikTok,5,159784.8,48384.458,241922.29,7.2,7774.67,1,14881.2,7145.8,0.2,0.30281
Gaming & Esports,YouTube Video,Twitter/X,9,153725.55555555556,1880.3844444444444,16923.46,7.655555555555556,354.37111111111113,1,10082.333333333334,4674.666666666667,0.1111,0.012232
Gaming & Esports,YouTube Video,YouTube,6,55504.666666666664,0.0,0.0,7.516666666666667,0.0,0,4434.333333333333,996.8333333333334,0.0,0.0
Home Decor & Interior Design,Instagram Post,Instagram,5,27035.6,4857.466,24287.33,0.96,8103.160000000001,1,2111.8,750.6,0.2,0.179669
Home Decor & Interior Design,Instagram Post,LinkedIn,4,33355.5,0.0,0.0,1.15,0.0,0,1985.25,1038.5,0.0,0.0
Home Decor & Interior Design,Instagram Post,Substack,7,38196.42857142857,1600.8785714285714,11206.15,1.4142857142857144,1081.2,1,1691.857142857143,1032.857142857143,0.1429,0.041912
Home Decor & Interior Design,Instagram Post,TikTok,9,29913.222222222223,330.09222222222223,2970.83,1.3777777777777778,171.02,2,1842.888888888889,582.4444444444445,0.2222,0.011035
Home Decor & Interior Design,Instagram Post,Twitter/X,8,537770.625,14614.8025,116918.42,1.3625,22325.09,4,58727.5,15961.0,0.5,0.027177
Home Decor & Interior Design,Instagram Post,YouTube,3,9679.666666666666,962.6466666666666,2887.94,1.3,951.3733333333333,1,780.6666666666666,219.33333333333334,0.3333,0.09945
Home Decor & Interior Design,Instagram Reel,Instagram,3,28862.0,3811.5333333333333,11434.6,2.066666666666667,1726.4399999999998,1,2348.6666666666665,631.6666666666666,0.3333,0.132061
Home Decor & Interior Design,Instagram Reel,LinkedIn,1,15574.0,0.0,0.0,1.6,0.0,0,1347.0,362.0,0.0,0.0
Home Decor & Interior Design,Instagram Reel,Substack,5,35714.4,0.0,0.0,2.88,0.0,0,2553.6,835.6,0.0,0.0
Home Decor & Interior Design,Instagram Reel,TikTok,6,46108.166666666664,2198.6883333333335,13192.130000000001,1.6833333333333333,1274.1983333333333,2,2047.0,1216.8333333333333,0.3333,0.047685
Home Decor & Interior Design,Instagram Reel,Twitter/X,2,9480.0,0.0,0.0,2.1,0.0,0,898.0,284.5,0.0,0.0
Home Decor & Interior Design,Instagram Reel,YouTube,4,271815.75,0.0,0.0,2.575,0.0,0,13146.75,4383.25,0.0,0.0
Home Decor & Interior Design,Instagram Story,Instagram,4,26255.75,0.0,0.0,0.35,0.0,0,1271.0,686.75,0.0,0.0
Home Decor & Interior Design,Instagram Story,LinkedIn,4,42226.25,25237.129999999997,100948.51999999999,0.2,194741.9475,4,3338.75,842.25,1.0,0.597664
Home Decor & Interior Design,Instagram Story,Substack,4,18093.5,1200.0375,4800.15,0.2,7171.34,1,860.0,579.75,0.25,0.066324
Home Decor & Interior Design,Instagram Story,TikTok,9,131172.11111111112,859.4022222222222,7734.62,0.2888888888888889,4772.5666666666675,3,7486.555555555556,2315.4444444444443,0.3333,0.006552
Home Decor & Interior Design,Instagram Story,Twitter/X,5,37817.0,1277.998,6389.990000000001,0.3,6794.995999999999,2,1412.8,1581.8,0.4,0.033794
Home Decor & Interior Design,Instagram Story,YouTube,9,44270.11111111111,775.7044444444444,6981.34,0.2666666666666667,2028.4322222222222,1,3839.1111111111113,1034.5555555555557,0.1111,0.017522
Home Decor & Interior Design,LinkedIn Post,Instagram,8,20490.5,59.185,473.48,1.0,41.96625,1,1453.875,603.625,0.125,0.002888
Home Decor & Interior Design,LinkedIn Post,LinkedIn,7,57792.71428571428,1815.7714285714285,12710.4,0.9428571428571428,1777.422857142857,1,4514.857142857143,832.4285714285714,0.1429,0.031419
Home Decor & Interior Design,LinkedIn Post,Substack,6,25058.166666666668,1050.7083333333333,6304.25,0.9166666666666666,780.2766666666666,1,1485.6666666666667,793.6666666666666,0.1667,0.041931
