deal_id,creator_id,brand,niche,platform,content_format,follower_count,follower_tier,engagement_rate,offered_rate_usd,market_rate_usd,offer_vs_market_pct,negotiated_rate_usd,usage_rights_included,usage_rights_fee_usd,exclusivity_months,exclusivity_fee_usd,total_deal_value_usd,payment_terms_days,kill_fee_included,revision_rounds_allowed,deal_date,status,used_ai_benchmark,rate_recovered_usd,offer_percentile,is_below_market,market_gap_usd
DEA00430,CRE0349,Fiverr,Music & Audio Production,Substack,Integration,674444,Macro,0.6607,34137.38,46289.64,-26.3,43316.83,False,0.0,6,21658.42,64975.25,45,True,1,2025-05-07,Negotiating,True,9179.45,1.0,True,12152.26
DEA00431,CRE0240,Athletic Greens,Finance & Investing,Substack,Dedicated Video,77868,Micro,0.3214,5927.74,9389.51,-36.9,8217.19,False,0.0,1,684.77,8901.96,60,False,2,2025-07-18,Completed,True,2289.45,1.0,True,3461.77
DEA00432,CRE0087,Squarespace,Beauty & Fashion,Twitter/X,Story Series,7973,Nano,0.0182,52.9,66.24,-20.1,69.55,True,23.58,12,69.55,162.68,15,True,Unlimited,2025-07-07,In Progress,True,16.65,0.5,True,13.34
DEA00433,CRE0038,LastPass,Technology & Software,Substack,Reel,216242,Mid,0.5379,14287.92,18029.4,-20.8,18930.87,True,5728.6,1,1577.57,26237.04,90,True,2,2025-11-11,Declined,True,4642.95,0.6,True,3741.48
DEA00434,CRE0359,Betterment,Science & Space,YouTube,Instagram Post,392343,Mid,0.0205,2755.63,4223.91,-34.8,3188.21,True,1219.94,6,1594.11,6002.26,45,False,2,2025-09-11,Completed,True,432.58,0.5,True,1468.28
DEA00435,CRE0232,Public,Business & Entrepreneurship,Twitter/X,TikTok,119193,Mid,0.0245,705.86,1921.25,-63.3,922.56,False,0.0,0,0.0,922.56,30,True,1,2025-11-06,Declined,True,216.7,0.111,True,1215.39
DEA00436,CRE0545,Headspace,Beauty & Fashion,YouTube,Newsletter,406379,Mid,0.0376,4678.34,8992.35,-48.0,7398.83,True,2722.39,1,616.57,10737.79,30,True,Unlimited,2025-08-23,Completed,True,2720.49,0.75,True,4314.01
DEA00437,CRE0054,Athletic Greens,Beauty & Fashion,LinkedIn,Reel,247797,Mid,0.0217,1530.24,3378.6,-54.7,1773.71,False,0.0,6,886.86,2660.57,45,False,2,2025-05-21,Declined,True,243.47,0.375,True,1848.36
DEA00438,CRE0534,Monday.com,Technology & Software,YouTube,Story Series,42386,Micro,0.0249,198.32,537.21,-63.1,213.04,False,0.0,6,106.52,319.56,90,True,2,2025-06-10,Completed,True,14.72,0.1,True,338.89
DEA00439,CRE0260,Robinhood,Personal Development,Twitter/X,Dedicated Video,450377,Mid,0.0071,4552.93,10522.76,-56.7,6616.82,False,0.0,12,6616.82,13233.64,30,False,5,2025-08-20,Completed,False,2063.89,0.786,True,5969.83
DEA00440,CRE0224,Magic Spoon,Parenting & Family,Instagram,Instagram Post,727154,Macro,0.0412,3866.24,8563.83,-54.9,3874.86,True,1393.19,0,0.0,5268.05,15,True,Unlimited,2025-10-28,Completed,True,8.62,1.0,True,4697.59
DEA00441,CRE0169,Brilliant,Food & Cooking,TikTok,Instagram Post,404815,Mid,0.058,3903.08,5635.26,-30.7,5850.42,False,0.0,1,487.53,6337.95,60,True,1,2025-08-25,Declined,False,1947.34,0.875,True,1732.18
DEA00442,CRE0071,Public,Beauty & Fashion,Instagram,Newsletter,338213,Mid,0.0239,2232.62,6271.78,-64.4,3471.53,False,0.0,1,289.29,3760.82,90,False,Unlimited,2025-05-13,Negotiating,False,1238.91,0.444,True,4039.16
DEA00443,CRE0075,MasterClass,Travel & Adventure,Instagram,Story Series,41250,Micro,0.019,158.83,386.19,-58.9,231.05,True,109.93,12,231.05,572.03,30,True,2,2025-06-13,Declined,False,72.22,0.2,True,227.36
DEA00444,CRE0245,Fiverr,Food & Cooking,Substack,Story Series,49924,Micro,0.3629,869.05,1572.66,-44.7,1342.95,False,0.0,0,0.0,1342.95,30,True,1,2025-12-14,Completed,True,473.9,0.118,True,703.61
DEA00445,CRE0017,Factor Meals,Personal Development,LinkedIn,Story Series,183551,Mid,0.0247,1256.67,1685.69,-25.5,1363.53,True,609.66,1,113.63,2086.82,45,True,3,2025-09-26,Completed,False,106.86,0.3,True,429.02
DEA00446,CRE0351,Headspace,Beauty & Fashion,TikTok,Reel,173242,Mid,0.0713,2370.85,3503.92,-32.3,3443.66,True,1363.4,0,0.0,4807.06,90,False,1,2025-05-24,Negotiating,True,1072.81,0.375,True,1133.07
DEA00447,CRE0563,Airtable,Food & Cooking,Instagram,TikTok,201264,Mid,0.0515,1612.36,3070.49,-47.5,2464.44,False,0.0,3,616.11,3080.55,30,True,5,2025-04-11,In Progress,False,852.08,0.714,True,1458.13
DEA00448,CRE0005,Codecademy,Pet Care,Substack,Dedicated Video,466211,Mid,0.5341,37576.49,50673.44,-25.8,44939.98,True,17534.76,2,7490.0,69964.74,15,True,3,2025-08-14,In Progress,False,7363.49,1.0,True,13096.95
DEA00449,CRE0292,MVMT Watches,Photography & Videography,Twitter/X,Reel,49422,Micro,0.0087,186.91,568.27,-67.1,244.08,True,85.75,1,20.34,350.17,45,False,2,2025-04-27,Completed,False,57.17,0.375,True,381.36
DEA00450,CRE0124,Notion,Travel & Adventure,Instagram,TikTok,157251,Mid,0.0386,1426.91,2270.01,-37.1,1779.33,False,0.0,6,889.66,2668.99,90,True,2,2025-09-29,Completed,True,352.42,0.5,True,843.1
DEA00451,CRE0596,HelloFresh,Business & Entrepreneurship,YouTube,Story Series,435858,Mid,0.0391,4551.51,5799.39,-21.5,5810.65,True,2379.49,0,0.0,8190.14,15,False,2,2025-06-30,Completed,True,1259.14,0.833,True,1247.88
DEA00452,CRE0190,Morning Brew,Music & Audio Production,Instagram,Newsletter,74046,Micro,0.047,959.03,1569.61,-38.9,1456.51,True,623.16,0,0.0,2079.67,30,False,3,2025-12-10,Completed,False,497.48,1.0,True,610.58
DEA00453,CRE0243,Noom,Science & Space,YouTube,TikTok,366988,Mid,0.0332,2585.83,5733.31,-54.9,3432.05,False,0.0,6,1716.03,5148.08,30,False,5,2026-03-15,In Progress,True,846.22,0.417,True,3147.48
DEA00454,CRE0271,Airtable,Food & Cooking,Twitter/X,Integration,1153696,Mega,0.005,5064.08,13916.81,-63.6,6070.46,True,2258.76,6,3035.23,11364.45,45,True,2,2025-07-26,Completed,True,1006.38,0.25,True,8852.73
DEA00455,CRE0176,Hover,Science & Space,Substack,Reel,3487409,Mega,0.4393,110924.32,208963.95,-46.9,174155.0,False,0.0,1,14512.92,188667.92,90,False,5,2026-03-07,Completed,True,63230.68,1.0,True,98039.63
DEA00456,CRE0397,Dollar Shave Club,Science & Space,LinkedIn,Dedicated Video,1287,Nano,0.0295,13.92,40.25,-65.4,16.47,True,5.21,1,1.37,23.05,30,True,1,2025-11-30,Completed,False,2.55,0.5,True,26.33
DEA00457,CRE0555,Ridge Wallet,Sustainable Living,Twitter/X,Instagram Post,405813,Mid,0.0215,2671.58,3912.85,-31.7,3555.22,False,0.0,12,3555.22,7110.44,45,False,5,2025-11-05,Completed,False,883.64,0.571,True,1241.27
DEA00458,CRE0249,Robinhood,Finance & Investing,Instagram,Instagram Post,447426,Mid,0.0412,2630.53,7919.31,-66.8,3406.73,True,1405.18,0,0.0,4811.91,30,False,1,2026-01-12,Completed,True,776.2,0.636,True,5288.78
DEA00459,CRE0600,MVMT Watches,Comedy & Entertainment,YouTube,Instagram Post,395118,Mid,0.0316,2507.34,3749.71,-33.1,3515.74,True,1258.64,1,292.98,5067.36,30,False,2,2026-03-09,Completed,False,1008.4,0.714,True,1242.37
DEA00460,CRE0182,Squarespace,Music & Audio Production,Instagram,Dedicated Video,327816,Mid,0.0402,2921.72,8936.82,-67.3,2946.46,False,0.0,1,245.54,3192.0,15,True,Unlimited,2025-07-16,Completed,True,24.74,1.0,True,6015.1
DEA00461,CRE0056,Factor Meals,Pet Care,Substack,Dedicated Video,796682,Macro,0.2907,42588.55,54676.52,-22.1,57410.35,False,0.0,2,9568.39,66978.74,45,True,2,2026-01-04,Completed,True,14821.8,0.333,True,12087.97
DEA00462,CRE0391,Ridge Wallet,Comedy & Entertainment,TikTok,Instagram Post,356051,Mid,0.0698,1817.19,4975.78,-63.5,2784.11,False,0.0,6,1392.06,4176.17,45,True,2,2025-11-11,Declined,False,966.92,0.333,True,3158.59
DEA00463,CRE0072,HelloFresh,Photography & Videography,TikTok,Instagram Post,1450000,Mega,0.0309,12252.46,15176.65,-19.3,15935.48,False,0.0,6,7967.74,23903.22,45,True,2,2025-07-19,Completed,False,3683.02,0.667,True,2924.19
DEA00464,CRE0073,Hover,Finance & Investing,Instagram,Newsletter,652791,Macro,0.0208,11583.77,16667.5,-30.5,16036.74,False,0.0,2,2672.79,18709.53,30,False,2,2025-11-06,In Progress,True,4452.97,1.0,True,5083.73
DEA00465,CRE0550,Blue Apron,Business & Entrepreneurship,Instagram,Dedicated Video,177061,Mid,0.0294,2454.69,6926.3,-64.6,2904.34,True,1011.78,3,726.09,4642.21,30,False,2,2026-02-07,Negotiating,True,449.65,0.667,True,4471.61
DEA00466,CRE0528,Hover,Business & Entrepreneurship,Twitter/X,Story Series,411448,Mid,0.0237,2349.63,5003.61,-53.0,3291.93,True,1260.15,1,274.33,4826.41,90,False,1,2025-08-13,Completed,False,942.3,0.667,True,2653.98
DEA00467,CRE0235,Shopify,Language Learning,Substack,Dedicated Video,268582,Mid,0.4334,22409.62,26679.48,-16.0,28013.45,True,13075.95,3,7003.36,48092.76,30,True,Unlimited,2025-08-10,Completed,True,5603.83,1.0,True,4269.86
DEA00468,CRE0524,Monday.com,Technology & Software,Instagram,Story Series,238031,Mid,0.0416,2826.28,3573.83,-20.9,3427.33,True,1285.87,3,856.83,5570.03,30,True,5,2025-03-29,Completed,False,601.05,0.273,True,747.55
DEA00469,CRE0451,ExpressVPN,Home Decor & Interior Design,Twitter/X,Newsletter,506579,Macro,0.0172,3541.64,8487.53,-58.3,4875.24,False,0.0,6,2437.62,7312.86,30,True,Unlimited,2025-09-09,Completed,True,1333.6,0.25,True,4945.89
DEA00470,CRE0175,Fiverr,Technology & Software,LinkedIn,TikTok,269601,Mid,0.0223,2017.73,4838.9,-58.3,2145.3,True,966.91,12,2145.3,5257.51,60,True,5,2025-08-14,In Progress,True,127.57,0.444,True,2821.17
DEA00471,CRE0487,Factor Meals,Comedy & Entertainment,LinkedIn,Integration,44249,Micro,0.0285,479.33,679.35,-29.4,543.72,False,0.0,0,0.0,543.72,45,True,1,2025-12-09,Completed,True,64.39,0.714,True,200.02
DEA00472,CRE0405,Hubspot,Sustainable Living,Instagram,Integration,370902,Mid,0.0418,4724.14,5558.79,-15.0,5836.73,False,0.0,0,0.0,5836.73,90,False,2,2025-06-30,In Progress,True,1112.59,1.0,True,834.65
DEA00473,CRE0343,Hover,Beauty & Fashion,Twitter/X,Dedicated Video,4238,Nano,0.0259,77.26,131.0,-41.0,79.9,True,36.6,1,6.66,123.16,90,False,2,2026-01-22,In Progress,False,2.64,1.0,True,53.74
DEA00474,CRE0596,Airtable,Science & Space,LinkedIn,Dedicated Video,346933,Mid,0.0266,9664.85,11458.91,-15.7,12031.86,True,4548.08,3,3007.96,19587.9,30,True,3,2025-05-23,Completed,False,2367.01,1.0,True,1794.06
DEA00475,CRE0289,Grammarly,Science & Space,YouTube,TikTok,3020901,Mega,0.0195,22741.24,40129.75,-43.3,29873.95,False,0.0,12,29873.95,59747.9,90,False,3,2025-09-17,Negotiating,True,7132.71,1.0,True,17388.51
DEA00476,CRE0480,Hover,Personal Development,LinkedIn,Dedicated Video,272084,Mid,0.0322,5443.32,8493.23,-35.9,7492.0,True,3725.95,3,1873.0,13090.95,90,False,2,2026-01-16,Completed,True,2048.68,1.0,True,3049.91
DEA00477,CRE0111,Fiverr,Science & Space,Twitter/X,Integration,183945,Mid,0.0282,2152.81,3474.54,-38.0,3140.92,True,1137.66,0,0.0,4278.58,45,False,2,2026-01-01,Negotiating,False,988.11,0.75,True,1321.73
DEA00478,CRE0297,Notion,Pet Care,TikTok,TikTok,343409,Mid,0.0677,3402.77,4970.07,-31.5,3926.62,True,1783.46,2,654.44,6364.52,45,True,2,2025-05-01,Completed,True,523.85,0.583,True,1567.3
DEA00479,CRE0147,Noom,Technology & Software,Substack,Reel,870958,Macro,0.6302,43920.97,77546.68,-43.4,63704.61,True,20080.0,1,5308.72,89093.33,30,False,2,2026-01-20,In Progress,False,19783.64,0.667,True,33625.71
DEA00480,CRE0181,Factor Meals,Comedy & Entertainment,TikTok,Reel,95449,Micro,0.0464,1095.5,1435.53,-23.7,1507.31,False,0.0,3,376.83,1884.14,60,False,Unlimited,2025-10-18,Completed,True,411.81,1.0,True,340.03
DEA00481,CRE0229,MVMT Watches,Language Learning,LinkedIn,Dedicated Video,429736,Mid,0.0241,8781.88,11531.09,-23.8,10741.69,True,4111.5,6,5370.85,20224.04,60,False,3,2025-06-06,Completed,False,1959.81,1.0,True,2749.21
DEA00482,CRE0282,Dollar Shave Club,Parenting & Family,Instagram,Story Series,507863,Macro,0.0268,3682.78,4383.96,-16.0,4603.16,False,0.0,1,383.6,4986.76,60,True,Unlimited,2025-12-01,Completed,True,920.38,0.5,True,701.18
DEA00483,CRE0201,LastPass,Personal Development,YouTube,TikTok,329671,Mid,0.0339,1933.36,4747.52,-59.3,2539.9,False,0.0,3,634.98,3174.88,45,True,Unlimited,2025-04-16,Declined,True,606.54,0.8,True,2814.16
DEA00484,CRE0551,Brilliant,Science & Space,YouTube,Integration,424309,Mid,0.032,4876.35,7852.81,-37.9,6357.38,True,2523.68,0,0.0,8881.06,45,False,5,2025-05-17,Negotiating,True,1481.03,0.917,True,2976.46
DEA00485,CRE0262,MVMT Watches,Travel & Adventure,Twitter/X,Newsletter,95890,Micro,0.0182,1318.07,1861.06,-29.2,1954.11,False,0.0,0,0.0,1954.11,60,False,2,2025-07-08,Completed,False,636.04,1.0,True,542.99
DEA00486,CRE0250,Betterment,Photography & Videography,TikTok,Integration,437961,Mid,0.0715,6084.26,7539.33,-19.3,7916.3,True,3858.24,12,7916.3,19690.84,30,False,2,2025-07-11,Declined,True,1832.04,0.714,True,1455.07
DEA00487,CRE0022,Headspace,Science & Space,TikTok,TikTok,32956,Micro,0.0719,211.64,690.48,-69.3,276.82,True,88.49,0,0.0,365.31,45,False,2,2025-09-28,Completed,True,65.18,0.25,True,478.84
DEA00488,CRE0190,Squarespace,Beauty & Fashion,LinkedIn,TikTok,145572,Mid,0.0215,1225.87,1851.86,-33.8,1456.71,True,464.07,1,121.39,2042.17,30,True,5,2025-11-02,In Progress,False,230.84,0.25,True,625.99
DEA00489,CRE0243,Calm,Education & Online Courses,Substack,Instagram Post,582774,Macro,0.4539,16723.84,30428.76,-45.0,18360.62,False,0.0,0,0.0,18360.62,30,False,Unlimited,2026-01-11,Declined,True,1636.78,0.5,True,13704.92
DEA00490,CRE0290,Toptal,Comedy & Entertainment,Twitter/X,Integration,369401,Mid,0.0232,2668.59,4909.59,-45.6,3880.52,True,1788.89,1,323.38,5992.79,30,True,2,2025-04-12,Declined,False,1211.93,0.75,True,2241.0
DEA00491,CRE0033,Codecademy,Sustainable Living,Substack,TikTok,61464,Micro,0.2066,1048.71,1807.14,-42.0,1661.99,False,0.0,12,1661.99,3323.98,60,False,2,2025-04-07,Completed,True,613.28,0.286,True,758.43
DEA00492,CRE0456,Hover,Finance & Investing,LinkedIn,Newsletter,66622,Micro,0.0387,912.31,2203.38,-58.6,1182.85,False,0.0,0,0.0,1182.85,45,False,Unlimited,2025-07-31,Completed,True,270.54,1.0,True,1291.07
DEA00493,CRE0133,Skillshare,Education & Online Courses,Substack,Dedicated Video,770207,Macro,0.3796,49582.66,92499.36,-46.4,68131.78,True,32867.71,0,0.0,100999.49,30,True,5,2026-01-11,In Progress,False,18549.12,1.0,True,42916.7
DEA00494,CRE0594,Manscaped,Home Decor & Interior Design,Substack,Story Series,388907,Mid,0.613,6341.78,16599.83,-61.8,6898.19,True,2451.45,1,574.85,9924.49,15,False,2,2026-01-06,Completed,True,556.41,0.375,True,10258.05
DEA00495,CRE0063,Shopify,Beauty & Fashion,Substack,Integration,67318,Micro,0.373,2533.1,3676.73,-31.1,3428.68,True,1389.1,0,0.0,4817.78,30,True,1,2025-12-10,Declined,False,895.58,0.6,True,1143.63
DEA00496,CRE0030,Athletic Greens,Personal Development,TikTok,Newsletter,822724,Macro,0.0468,9937.41,17406.73,-42.9,15892.48,False,0.0,2,2648.75,18541.23,30,False,2,2025-04-10,Completed,False,5955.07,1.0,True,7469.32
DEA00497,CRE0035,Magic Spoon,Pet Care,Twitter/X,TikTok,473950,Mid,0.0188,1975.96,5597.84,-64.7,2884.93,True,1290.91,1,240.41,4416.25,30,True,3,2025-05-04,Declined,True,908.97,0.5,True,3621.88
DEA00498,CRE0130,Acorns,Beauty & Fashion,Substack,Dedicated Video,85935,Micro,0.4495,4605.9,9673.75,-52.4,5355.49,True,1806.42,2,892.58,8054.49,15,False,Unlimited,2026-01-19,In Progress,False,749.59,1.0,True,5067.85
DEA00499,CRE0512,NordVPN,Sustainable Living,TikTok,TikTok,62777,Micro,0.0533,569.82,987.4,-42.3,674.36,False,0.0,2,112.39,786.75,30,False,Unlimited,2025-10-22,Completed,True,104.54,0.5,True,417.58
DEA00500,CRE0169,Acorns,Business & Entrepreneurship,Instagram,Instagram Post,42238,Micro,0.0433,476.59,677.96,-29.7,491.26,True,153.11,0,0.0,644.37,60,True,2,2025-05-08,Completed,False,14.67,0.333,True,201.37
DEA00501,CRE0098,Headspace,Education & Online Courses,LinkedIn,Integration,416049,Mid,0.0231,5506.61,7211.74,-23.6,7572.33,True,3622.69,3,1893.08,13088.1,30,True,Unlimited,2025-08-29,Completed,True,2065.72,0.857,True,1705.13
DEA00502,CRE0392,Hover,Personal Development,TikTok,Reel,508467,Macro,0.0616,5344.84,9473.57,-43.6,8408.95,False,0.0,6,4204.48,12613.43,45,False,1,2025-10-10,Completed,True,3064.11,0.6,True,4128.73
DEA00503,CRE0469,Fiverr,Photography & Videography,YouTube,Story Series,36316,Micro,0.0378,111.89,356.72,-68.6,113.19,False,0.0,0,0.0,113.19,30,False,1,2025-12-01,Declined,False,1.3,0.222,True,244.83
DEA00504,CRE0217,Calm,Language Learning,YouTube,Integration,34303,Micro,0.0324,376.94,489.94,-23.1,469.17,True,199.02,3,117.29,785.48,30,False,2,2026-02-08,Completed,True,92.23,0.833,True,113.0
DEA00505,CRE0418,Audible,Business & Entrepreneurship,TikTok,Dedicated Video,519955,Macro,0.0404,16307.13,22964.08,-29.0,19224.01,True,6382.2,1,1602.0,27208.21,30,True,5,2025-12-03,Negotiating,False,2916.88,0.857,True,6656.95
DEA00506,CRE0171,Asana,Food & Cooking,YouTube,TikTok,556503,Macro,0.0445,5721.8,7407.29,-22.8,6851.74,True,2102.75,1,570.98,9525.47,30,False,2,2025-10-02,Completed,False,1129.94,0.5,True,1685.49
DEA00507,CRE0384,Magic Spoon,Science & Space,Instagram,Newsletter,27674,Micro,0.0246,258.4,540.58,-52.2,387.21,True,141.57,12,387.21,915.99,15,True,2,2025-09-26,Declined,False,128.81,0.25,True,282.18
DEA00508,CRE0215,Squarespace,Business & Entrepreneurship,YouTube,Story Series,646829,Macro,0.064,5292.94,10159.83,-47.9,7673.73,False,0.0,0,0.0,7673.73,30,False,2,2025-06-06,Completed,True,2380.79,0.333,True,4866.89
DEA00509,CRE0169,Brilliant,Language Learning,Substack,Dedicated Video,99944,Micro,0.7461,8697.71,16299.69,-46.6,11314.72,False,0.0,6,5657.36,16972.08,30,True,3,2026-01-09,Negotiating,False,2617.01,1.0,True,7601.98
DEA00510,CRE0015,Dollar Shave Club,Home Decor & Interior Design,Instagram,Integration,148383,Mid,0.048,1092.11,2396.34,-54.4,1540.13,True,618.72,0,0.0,2158.85,30,True,3,2025-11-11,Negotiating,False,448.02,0.25,True,1304.23
DEA00511,CRE0568,Dollar Shave Club,Pet Care,LinkedIn,Integration,20541,Micro,0.0379,168.76,313.66,-46.2,264.71,False,0.0,2,44.12,308.83,15,False,2,2025-04-09,Declined,True,95.95,0.286,True,144.9
DEA00512,CRE0063,Shopify,Music & Audio Production,LinkedIn,Newsletter,468381,Mid,0.0291,3971.32,7917.6,-49.8,5456.49,True,1685.4,1,454.71,7596.6,60,False,3,2026-01-10,Declined,True,1485.17,0.875,True,3946.28
DEA00513,CRE0468,Dollar Shave Club,Pet Care,Substack,Newsletter,79286,Micro,0.6018,4421.34,7050.71,-37.3,6848.09,True,3103.67,12,6848.09,16799.85,45,False,1,2025-04-28,In Progress,False,2426.75,0.833,True,2629.37
DEA00514,CRE0164,Robinhood,Business & Entrepreneurship,TikTok,Story Series,839590,Macro,0.0709,9543.23,14120.5,-32.4,14826.53,True,6196.34,2,2471.09,23493.96,30,False,5,2025-08-01,In Progress,False,5283.3,0.429,True,4577.27
DEA00515,CRE0122,Audible,Finance & Investing,Substack,Reel,371480,Mid,0.4009,9104.85,25815.08,-64.7,14524.6,False,0.0,6,7262.3,21786.9,30,True,5,2025-07-20,Completed,True,5419.75,0.385,True,16710.23
DEA00516,CRE0063,Hover,Finance & Investing,Substack,Integration,217792,Mid,0.3316,7388.03,14236.5,-48.1,10652.98,False,0.0,0,0.0,10652.98,45,True,2,2026-03-05,Completed,True,3264.95,0.308,True,6848.47
DEA00517,CRE0573,MasterClass,Business & Entrepreneurship,Twitter/X,Integration,339261,Mid,0.0138,2262.47,6550.47,-65.5,3112.75,True,1431.55,1,259.4,4803.7,30,True,5,2025-10-01,Completed,True,850.28,0.556,True,4288.0
DEA00518,CRE0429,Athletic Greens,Music & Audio Production,LinkedIn,Integration,383389,Mid,0.0246,4913.51,6005.73,-18.2,6306.02,True,2330.6,0,0.0,8636.62,60,True,2,2026-01-30,Completed,False,1392.51,1.0,True,1092.22
DEA00519,CRE0464,Athletic Greens,Language Learning,LinkedIn,Newsletter,195596,Mid,0.024,1239.33,3176.14,-61.0,1824.29,True,584.14,6,912.14,3320.57,30,False,1,2025-05-02,Completed,False,584.96,0.4,True,1936.81
DEA00520,CRE0564,Hubspot,Comedy & Entertainment,Twitter/X,TikTok,154057,Mid,0.0257,689.92,1822.03,-62.1,973.6,True,305.69,2,162.27,1441.56,15,True,3,2026-01-02,Declined,False,283.68,0.25,True,1132.11
DEA00521,CRE0006,Raycon,Technology & Software,Instagram,TikTok,350382,Mid,0.0268,3364.29,6393.47,-47.4,4103.66,False,0.0,12,4103.66,8207.32,90,True,5,2025-03-23,In Progress,True,739.37,0.545,True,3029.18
DEA00522,CRE0026,Blue Apron,Comedy & Entertainment,YouTube,Integration,75038,Micro,0.0415,781.82,1210.04,-35.4,1187.79,True,500.76,0,0.0,1688.55,30,False,2,2025-07-18,Completed,False,405.97,0.833,True,428.22
DEA00523,CRE0133,Hover,Science & Space,TikTok,Reel,125680,Mid,0.0472,745.13,2115.23,-64.8,954.59,True,289.07,12,954.59,2198.25,30,False,1,2025-06-15,Completed,False,209.46,0.125,True,1370.1
DEA00524,CRE0188,Betterment,Science & Space,Instagram,Newsletter,460118,Mid,0.0226,7671.59,9712.39,-21.0,8341.74,False,0.0,0,0.0,8341.74,60,True,Unlimited,2025-10-08,Completed,True,670.15,1.0,True,2040.8
DEA00525,CRE0295,ExpressVPN,Home Decor & Interior Design,YouTube,Dedicated Video,278061,Mid,0.0346,2629.37,7117.92,-63.1,4019.74,True,1271.43,3,1004.93,6296.1,90,True,1,2026-02-15,Completed,True,1390.37,0.667,True,4488.55
DEA00526,CRE0184,Ridge Wallet,Home Decor & Interior Design,TikTok,Integration,388279,Mid,0.0868,3034.97,7135.21,-57.5,3337.57,True,1563.02,12,3337.57,8238.16,15,True,3,2025-04-14,In Progress,True,302.6,0.571,True,4100.24
DEA00527,CRE0369,ExpressVPN,Home Decor & Interior Design,TikTok,Dedicated Video,192341,Mid,0.0644,4630.96,6814.13,-32.0,6296.9,True,1946.35,3,1574.22,9817.47,30,False,Unlimited,2025-07-25,Declined,True,1665.94,0.857,True,2183.17
DEA00528,CRE0260,Notion,Comedy & Entertainment,Substack,TikTok,862150,Macro,0.2356,8012.21,25148.13,-68.1,8299.8,True,2621.67,12,8299.8,19221.27,45,True,2,2025-12-11,Negotiating,True,287.59,0.5,True,17135.92
DEA00529,CRE0140,Calm,Food & Cooking,YouTube,Story Series,367731,Mid,0.0493,1638.93,4140.4,-60.4,1655.64,False,0.0,6,827.82,2483.46,30,True,1,2025-06-24,Negotiating,True,16.71,0.667,True,2501.47
DEA00530,CRE0477,Notion,Parenting & Family,Twitter/X,Reel,87236,Micro,0.0189,922.12,1178.11,-21.7,1237.02,False,0.0,2,206.17,1443.19,30,True,5,2026-02-07,In Progress,False,314.9,1.0,True,255.99
DEA00531,CRE0216,Robinhood,Photography & Videography,Substack,Integration,303628,Mid,0.3243,9139.54,11838.87,-22.8,10491.24,False,0.0,3,2622.81,13114.05,15,False,5,2025-07-11,Completed,True,1351.7,0.667,True,2699.33
DEA00532,CRE0070,Brilliant,Beauty & Fashion,Instagram,Dedicated Video,152849,Mid,0.058,4095.05,4860.19,-15.7,5103.2,True,1785.77,0,0.0,6888.97,45,False,3,2025-05-30,Completed,True,1008.15,0.778,True,765.14
DEA00533,CRE0131,Calm,Technology & Software,Twitter/X,Dedicated Video,137109,Mid,0.034,4642.89,5699.36,-18.5,5219.02,False,0.0,3,1304.76,6523.78,30,False,2,2025-10-06,Completed,False,576.13,1.0,True,1056.47
DEA00534,CRE0107,Hubspot,Parenting & Family,TikTok,Story Series,122044,Mid,0.0584,800.13,1271.31,-37.1,1042.88,False,0.0,0,0.0,1042.88,15,True,5,2025-10-23,Completed,True,242.75,0.167,True,471.18
DEA00535,CRE0519,Fiverr,Science & Space,Instagram,Integration,13082,Micro,0.0264,129.91,248.4,-47.7,198.65,True,77.82,2,33.11,309.58,30,False,1,2025-11-07,Completed,False,68.74,0.125,True,118.49
DEA00536,CRE0295,Monday.com,Business & Entrepreneurship,YouTube,Newsletter,96674,Micro,0.0235,1677.16,2193.2,-23.5,2020.92,True,760.97,1,168.41,2950.3,90,True,2,2025-12-10,Completed,False,343.76,1.0,True,516.04
DEA00537,CRE0436,Public,Science & Space,Twitter/X,TikTok,424002,Mid,0.0208,3557.46,6585.15,-46.0,5350.06,True,2589.25,3,1337.52,9276.83,60,False,2,2025-06-14,Completed,True,1792.6,1.0,True,3027.69
DEA00538,CRE0487,MasterClass,Language Learning,TikTok,Newsletter,49851,Micro,0.0267,493.47,939.58,-47.5,746.31,True,289.45,2,124.38,1160.14,60,False,5,2025-09-01,Completed,True,252.84,0.625,True,446.11
DEA00539,CRE0476,Monday.com,Photography & Videography,LinkedIn,Dedicated Video,2611,Nano,0.0129,20.15,65.89,-69.4,29.46,False,0.0,0,0.0,29.46,15,True,5,2025-03-20,Declined,True,9.31,0.5,True,45.74
DEA00540,CRE0206,MasterClass,Technology & Software,Instagram,Newsletter,61058,Micro,0.0486,1524.27,1982.93,-23.1,2082.08,False,0.0,2,347.01,2429.09,30,False,1,2026-03-02,Completed,False,557.81,1.0,True,458.66
DEA00541,CRE0376,Blue Apron,Home Decor & Interior Design,TikTok,Integration,3795395,Mega,0.0365,38101.88,60047.35,-36.5,57207.29,False,0.0,3,14301.82,71509.11,60,False,3,2025-11-01,Negotiating,True,19105.41,0.667,True,21945.47
DEA00542,CRE0065,ExpressVPN,Gaming & Esports,YouTube,TikTok,756043,Macro,0.0306,8409.91,12668.03,-33.6,10564.36,False,0.0,0,0.0,10564.36,15,True,5,2026-02-17,Completed,True,2154.45,1.0,True,4258.12
