checkout_id,creator_id,product_id,niche,product_price_usd,abandon_stage,visitor_source,recovery_email_sent,time_to_recovery_email_hours,ai_personalised_email,recovery_email_opened,recovered,recovery_revenue_usd,abandon_date,abandon_hour,device_type
CHK00375,CRE0033,PRD02155,Business & Entrepreneurship,9,Final Review,TikTok,False,,False,False,False,0,2026-01-20,23,Mobile
CHK00376,CRE0107,PRD00441,Food & Cooking,497,Added to Cart,Google,True,2.1,True,True,False,0,2025-09-25,22,Tablet
CHK00377,CRE0031,PRD01659,Science & Space,97,Started Checkout,TikTok,True,0.9,True,True,True,97,2026-01-05,11,Tablet
CHK00378,CRE0293,PRD01827,Home Decor & Interior Design,497,Added to Cart,YouTube,True,2.2,False,False,False,0,2026-02-26,17,Desktop
CHK00379,CRE0312,PRD01665,Business & Entrepreneurship,47,Added to Cart,Direct,False,,False,False,False,0,2025-11-06,21,Mobile
CHK00380,CRE0492,PRD01938,Finance & Investing,47,Started Checkout,TikTok,True,2.8,True,True,False,0,2025-10-08,7,Tablet
CHK00381,CRE0017,PRD02479,Sustainable Living,97,Added to Cart,TikTok,True,2.7,True,False,False,0,2026-02-21,0,Mobile
CHK00382,CRE0099,PRD01769,Travel & Adventure,297,Payment Info,YouTube,True,1.9,False,True,False,0,2025-10-13,0,Desktop
CHK00383,CRE0587,PRD00330,Food & Cooking,67,Added to Cart,Instagram,True,3.1,True,False,False,0,2026-03-16,20,Desktop
CHK00384,CRE0346,PRD01311,Sustainable Living,9,Payment Info,Email,True,1.0,True,False,False,0,2025-12-17,10,Tablet
CHK00385,CRE0243,PRD01327,Pet Care,27,Payment Info,Instagram,False,,False,False,False,0,2026-01-23,0,Mobile
CHK00386,CRE0172,PRD01385,Business & Entrepreneurship,27,Payment Info,YouTube,True,0.8,True,True,False,0,2025-12-07,17,Tablet
CHK00387,CRE0511,PRD01091,Technology & Software,497,Final Review,Direct,True,2.3,True,True,False,0,2025-10-02,17,Mobile
CHK00388,CRE0037,PRD00359,Home Decor & Interior Design,127,Added to Cart,Direct,False,,False,False,False,0,2025-11-04,20,Mobile
CHK00389,CRE0544,PRD00812,Comedy & Entertainment,47,Final Review,Google,True,0.9,False,False,False,0,2025-10-11,13,Tablet
CHK00390,CRE0245,PRD00323,Music & Audio Production,37,Added to Cart,YouTube,False,,False,False,False,0,2025-10-23,17,Tablet
CHK00391,CRE0318,PRD00347,Science & Space,197,Final Review,Google,True,1.8,True,False,False,0,2026-02-16,7,Desktop
CHK00392,CRE0376,PRD02365,Travel & Adventure,27,Final Review,Instagram,False,,False,False,False,0,2025-12-12,4,Mobile
CHK00393,CRE0235,PRD00021,Music & Audio Production,297,Added to Cart,Google,True,1.4,True,False,False,0,2025-11-08,21,Mobile
CHK00394,CRE0221,PRD00551,Gaming & Esports,67,Payment Info,Instagram,True,0.7,False,True,False,0,2025-12-07,2,Desktop
CHK00395,CRE0067,PRD01187,Language Learning,297,Added to Cart,YouTube,False,,False,False,False,0,2025-11-11,21,Tablet
CHK00396,CRE0436,PRD01104,Travel & Adventure,27,Added to Cart,Direct,False,,False,False,False,0,2026-01-04,10,Mobile
CHK00397,CRE0144,PRD01918,Parenting & Family,497,Payment Info,Direct,True,0.9,False,False,True,497,2025-09-30,18,Mobile
CHK00398,CRE0175,PRD01369,Comedy & Entertainment,9,Started Checkout,Instagram,True,1.4,False,False,False,0,2025-11-23,4,Mobile
CHK00399,CRE0376,PRD01035,Comedy & Entertainment,27,Started Checkout,YouTube,True,3.2,True,True,False,0,2026-01-10,20,Mobile
CHK00400,CRE0252,PRD01207,Photography & Videography,97,Added to Cart,Email,True,2.4,False,True,False,0,2026-03-04,10,Desktop
CHK00401,CRE0140,PRD02446,Travel & Adventure,47,Payment Info,YouTube,False,,False,False,False,0,2026-02-23,21,Mobile
CHK00402,CRE0323,PRD01739,Photography & Videography,297,Added to Cart,Email,False,,False,False,False,0,2026-01-25,2,Tablet
CHK00403,CRE0045,PRD01988,Travel & Adventure,67,Added to Cart,TikTok,True,1.6,True,False,False,0,2025-10-23,16,Tablet
CHK00404,CRE0056,PRD00334,Education & Online Courses,9,Payment Info,Email,True,3.4,True,False,False,0,2025-12-05,22,Desktop
CHK00405,CRE0125,PRD01881,Finance & Investing,47,Started Checkout,Google,False,,False,False,False,0,2025-10-17,19,Tablet
CHK00406,CRE0223,PRD01585,Sustainable Living,9,Added to Cart,TikTok,True,2.3,False,False,False,0,2025-11-20,6,Desktop
CHK00407,CRE0264,PRD01232,Science & Space,197,Payment Info,YouTube,True,0.9,False,True,False,0,2025-12-26,23,Mobile
CHK00408,CRE0176,PRD00265,Food & Cooking,197,Payment Info,Email,True,3.0,True,False,False,0,2026-01-06,20,Mobile
CHK00409,CRE0232,PRD01334,Comedy & Entertainment,197,Payment Info,Instagram,True,3.1,True,True,False,0,2025-10-13,12,Tablet
CHK00410,CRE0356,PRD01538,Photography & Videography,27,Final Review,TikTok,True,4.0,True,False,False,0,2025-11-23,7,Tablet
CHK00411,CRE0393,PRD01735,Personal Development,97,Added to Cart,TikTok,False,,False,False,False,0,2026-02-28,14,Mobile
CHK00412,CRE0410,PRD00731,Business & Entrepreneurship,47,Added to Cart,YouTube,False,,False,False,False,0,2025-11-14,19,Desktop
CHK00413,CRE0246,PRD01805,Pet Care,497,Started Checkout,Google,True,3.6,False,False,False,0,2026-01-26,13,Desktop
CHK00414,CRE0042,PRD02469,Business & Entrepreneurship,17,Started Checkout,TikTok,True,3.6,True,True,False,0,2025-11-23,3,Tablet
CHK00415,CRE0173,PRD02307,Language Learning,97,Started Checkout,TikTok,False,,False,False,False,0,2025-11-29,7,Mobile
CHK00416,CRE0276,PRD02191,Sustainable Living,127,Payment Info,Instagram,True,1.1,True,False,False,0,2025-12-13,19,Tablet
CHK00417,CRE0500,PRD01509,Home Decor & Interior Design,127,Added to Cart,Instagram,False,,False,False,False,0,2025-12-11,15,Tablet
CHK00418,CRE0386,PRD00401,Travel & Adventure,17,Added to Cart,Email,False,,False,False,False,0,2026-02-04,2,Mobile
CHK00419,CRE0554,PRD01204,Personal Development,27,Started Checkout,TikTok,True,3.3,False,False,False,0,2025-11-12,6,Mobile
CHK00420,CRE0190,PRD00339,Comedy & Entertainment,47,Added to Cart,Google,False,,False,False,False,0,2025-10-19,14,Mobile
CHK00421,CRE0008,PRD02155,Finance & Investing,297,Added to Cart,YouTube,False,,False,False,False,0,2025-12-31,14,Mobile
CHK00422,CRE0257,PRD02188,Gaming & Esports,497,Started Checkout,Google,False,,False,False,False,0,2025-10-09,9,Mobile
CHK00423,CRE0587,PRD01673,Science & Space,9,Payment Info,Google,False,,False,False,False,0,2025-10-14,17,Mobile
CHK00424,CRE0051,PRD00408,Education & Online Courses,97,Payment Info,Direct,True,3.8,True,False,False,0,2025-11-20,1,Desktop
CHK00425,CRE0514,PRD00879,Comedy & Entertainment,127,Payment Info,Email,False,,False,False,False,0,2026-03-01,2,Tablet
CHK00426,CRE0361,PRD01514,Food & Cooking,97,Started Checkout,TikTok,False,,False,False,False,0,2026-03-14,16,Desktop
CHK00427,CRE0383,PRD00022,Gaming & Esports,47,Added to Cart,Email,True,1.4,False,True,False,0,2025-11-25,3,Mobile
CHK00428,CRE0116,PRD01866,Photography & Videography,197,Added to Cart,TikTok,True,3.3,False,True,False,0,2026-03-08,6,Tablet
CHK00429,CRE0079,PRD01388,Travel & Adventure,197,Final Review,Direct,False,,False,False,False,0,2026-01-05,11,Mobile
CHK00430,CRE0583,PRD01547,Food & Cooking,9,Started Checkout,Email,True,1.3,True,False,False,0,2026-02-26,22,Mobile
CHK00431,CRE0114,PRD02355,Personal Development,197,Payment Info,Email,False,,False,False,False,0,2025-12-06,10,Tablet
CHK00432,CRE0112,PRD02386,Comedy & Entertainment,497,Started Checkout,YouTube,False,,False,False,False,0,2026-02-13,1,Tablet
CHK00433,CRE0346,PRD02121,Personal Development,297,Added to Cart,TikTok,False,,False,False,False,0,2025-10-21,9,Mobile
CHK00434,CRE0100,PRD01996,Language Learning,97,Added to Cart,Email,False,,False,False,False,0,2026-01-05,21,Desktop
CHK00435,CRE0130,PRD00855,Music & Audio Production,127,Added to Cart,TikTok,True,0.5,True,False,False,0,2025-11-03,8,Tablet
CHK00436,CRE0576,PRD00223,Comedy & Entertainment,47,Started Checkout,Direct,False,,False,False,False,0,2025-12-06,18,Mobile
CHK00437,CRE0562,PRD02183,Gaming & Esports,47,Added to Cart,Email,True,3.3,False,True,False,0,2026-01-11,10,Mobile
CHK00438,CRE0265,PRD01743,Parenting & Family,197,Started Checkout,Email,True,3.9,False,False,False,0,2025-12-14,6,Desktop
CHK00439,CRE0005,PRD00451,Language Learning,27,Added to Cart,Direct,True,3.7,True,True,False,0,2026-01-09,22,Tablet
CHK00440,CRE0255,PRD01754,Language Learning,67,Final Review,TikTok,True,3.2,False,True,False,0,2025-09-29,23,Desktop
CHK00441,CRE0347,PRD02215,Parenting & Family,47,Payment Info,YouTube,True,2.2,True,True,False,0,2026-01-11,0,Mobile
CHK00442,CRE0096,PRD00169,Home Decor & Interior Design,27,Started Checkout,TikTok,False,,False,False,False,0,2026-02-24,21,Tablet
CHK00443,CRE0561,PRD01466,Music & Audio Production,127,Added to Cart,TikTok,True,3.0,True,True,False,0,2025-09-20,8,Tablet
CHK00444,CRE0214,PRD01556,Finance & Investing,9,Final Review,Email,True,2.1,True,True,False,0,2026-01-21,18,Mobile
CHK00445,CRE0541,PRD01292,Language Learning,297,Started Checkout,TikTok,True,1.7,False,True,False,0,2025-12-04,0,Mobile
CHK00446,CRE0537,PRD00578,Gaming & Esports,47,Started Checkout,Google,True,1.6,False,False,False,0,2026-03-01,20,Tablet
CHK00447,CRE0050,PRD01166,Pet Care,9,Started Checkout,Email,True,3.4,True,True,False,0,2025-12-14,11,Desktop
CHK00448,CRE0035,PRD01957,Parenting & Family,197,Added to Cart,Email,True,3.3,True,True,False,0,2026-01-12,3,Tablet
CHK00449,CRE0367,PRD01078,Photography & Videography,297,Started Checkout,TikTok,True,3.3,True,True,False,0,2026-02-27,3,Tablet
CHK00450,CRE0449,PRD00219,Sustainable Living,497,Final Review,Google,True,1.4,True,False,True,497,2025-12-30,8,Tablet
CHK00451,CRE0431,PRD00946,Education & Online Courses,37,Payment Info,Google,True,3.5,False,False,False,0,2025-11-05,21,Tablet
CHK00452,CRE0591,PRD01290,Food & Cooking,47,Started Checkout,Instagram,True,1.3,False,False,False,0,2026-01-03,3,Mobile
CHK00453,CRE0545,PRD01612,Photography & Videography,47,Final Review,Email,True,1.4,True,False,False,0,2026-02-17,6,Mobile
CHK00454,CRE0218,PRD02113,Music & Audio Production,297,Started Checkout,Instagram,True,0.8,False,True,False,0,2026-01-27,11,Mobile
CHK00455,CRE0079,PRD01785,Parenting & Family,97,Added to Cart,TikTok,True,2.7,False,True,False,0,2026-01-20,0,Tablet
CHK00456,CRE0283,PRD01794,Science & Space,37,Payment Info,Direct,True,3.1,True,False,False,0,2025-09-21,3,Mobile
CHK00457,CRE0300,PRD01071,Business & Entrepreneurship,47,Added to Cart,Google,True,2.1,False,False,False,0,2025-12-31,18,Desktop
CHK00458,CRE0162,PRD00866,Education & Online Courses,197,Final Review,YouTube,True,2.5,False,False,False,0,2026-03-10,22,Tablet
CHK00459,CRE0194,PRD02365,Gaming & Esports,67,Started Checkout,YouTube,True,2.7,False,True,False,0,2025-10-08,21,Mobile
CHK00460,CRE0139,PRD00345,Language Learning,17,Final Review,YouTube,False,,False,False,False,0,2025-11-08,16,Desktop
CHK00461,CRE0552,PRD00613,Pet Care,17,Payment Info,Direct,False,,False,False,False,0,2026-01-17,8,Desktop
CHK00462,CRE0101,PRD01669,Parenting & Family,9,Payment Info,TikTok,False,,False,False,False,0,2025-09-24,3,Tablet
CHK00463,CRE0536,PRD01093,Parenting & Family,127,Payment Info,Google,False,,False,False,False,0,2025-10-17,17,Mobile
CHK00464,CRE0372,PRD00815,Food & Cooking,497,Final Review,Google,True,4.0,False,True,False,0,2026-02-10,16,Mobile
CHK00465,CRE0435,PRD01279,Business & Entrepreneurship,497,Final Review,Direct,False,,False,False,False,0,2026-03-17,15,Mobile
CHK00466,CRE0452,PRD01528,Beauty & Fashion,17,Payment Info,Email,True,3.3,False,True,True,17,2026-01-02,3,Desktop
CHK00467,CRE0157,PRD01198,Parenting & Family,47,Started Checkout,TikTok,True,1.4,False,True,False,0,2025-09-27,17,Desktop
CHK00468,CRE0395,PRD00724,Business & Entrepreneurship,97,Started Checkout,Google,True,1.8,False,False,False,0,2026-02-18,18,Mobile
CHK00469,CRE0286,PRD01799,Language Learning,127,Started Checkout,Google,True,2.4,True,False,False,0,2025-11-19,20,Mobile
CHK00470,CRE0529,PRD00165,Finance & Investing,27,Payment Info,Direct,False,,False,False,False,0,2025-12-16,13,Mobile
CHK00471,CRE0476,PRD00178,Language Learning,97,Added to Cart,Email,True,3.1,False,False,False,0,2025-12-03,11,Mobile
CHK00472,CRE0302,PRD01830,Food & Cooking,27,Added to Cart,Email,False,,False,False,False,0,2025-12-05,10,Tablet
CHK00473,CRE0180,PRD00655,Science & Space,297,Payment Info,Direct,True,1.6,True,True,False,0,2025-09-22,5,Mobile
CHK00474,CRE0459,PRD01065,Personal Development,27,Payment Info,Email,True,1.1,False,True,False,0,2026-01-23,19,Desktop
CHK00475,CRE0393,PRD00006,Science & Space,17,Added to Cart,YouTube,True,1.4,False,False,False,0,2026-01-26,15,Mobile
CHK00476,CRE0065,PRD01109,Food & Cooking,47,Added to Cart,Email,False,,False,False,False,0,2025-11-06,14,Mobile
CHK00477,CRE0347,PRD00468,Home Decor & Interior Design,27,Added to Cart,Instagram,True,2.6,False,False,False,0,2025-11-06,8,Desktop
CHK00478,CRE0474,PRD00297,Language Learning,127,Payment Info,Google,False,,False,False,False,0,2025-12-16,3,Mobile
CHK00479,CRE0194,PRD02259,Science & Space,9,Added to Cart,Google,True,0.7,False,True,False,0,2025-10-26,5,Desktop
CHK00480,CRE0282,PRD00078,Education & Online Courses,9,Added to Cart,Direct,False,,False,False,False,0,2025-12-22,14,Desktop
CHK00481,CRE0197,PRD01674,Education & Online Courses,67,Started Checkout,TikTok,True,3.7,False,True,True,67,2026-03-14,18,Tablet
CHK00482,CRE0468,PRD00818,Sustainable Living,47,Added to Cart,TikTok,True,0.9,True,True,False,0,2025-11-19,7,Mobile
CHK00483,CRE0459,PRD00074,Education & Online Courses,37,Payment Info,Direct,True,1.5,False,False,False,0,2026-01-11,7,Mobile
CHK00484,CRE0391,PRD00357,Parenting & Family,9,Added to Cart,Instagram,True,3.8,False,False,False,0,2026-01-11,12,Tablet
CHK00485,CRE0130,PRD00404,Parenting & Family,97,Added to Cart,Instagram,True,2.7,False,True,False,0,2025-09-30,2,Desktop
CHK00486,CRE0295,PRD01852,Beauty & Fashion,27,Final Review,YouTube,True,1.0,False,False,False,0,2026-01-25,6,Mobile
CHK00487,CRE0280,PRD02061,Sustainable Living,67,Payment Info,YouTube,False,,False,False,False,0,2025-12-18,10,Mobile
CHK00488,CRE0079,PRD01086,Gaming & Esports,97,Started Checkout,Instagram,False,,False,False,False,0,2026-02-23,9,Desktop
CHK00489,CRE0299,PRD00633,Education & Online Courses,127,Started Checkout,Email,True,1.4,False,False,False,0,2025-11-20,0,Mobile
CHK00490,CRE0274,PRD02367,Beauty & Fashion,197,Payment Info,Instagram,True,1.6,True,True,False,0,2025-11-24,4,Mobile
CHK00491,CRE0002,PRD00566,Travel & Adventure,67,Started Checkout,YouTube,False,,False,False,False,0,2025-09-21,17,Desktop
CHK00492,CRE0056,PRD00265,Gaming & Esports,97,Added to Cart,Email,False,,False,False,False,0,2025-12-27,15,Desktop
CHK00493,CRE0510,PRD01963,Beauty & Fashion,17,Payment Info,TikTok,False,,False,False,False,0,2025-09-25,5,Desktop
CHK00494,CRE0455,PRD00288,Comedy & Entertainment,37,Started Checkout,TikTok,False,,False,False,False,0,2026-01-17,16,Tablet
CHK00495,CRE0055,PRD00173,Personal Development,297,Payment Info,YouTube,True,3.0,False,False,False,0,2025-12-28,2,Tablet
CHK00496,CRE0460,PRD01842,Sustainable Living,27,Added to Cart,Email,True,4.0,True,True,False,0,2026-01-13,5,Tablet
CHK00497,CRE0308,PRD02075,Language Learning,97,Started Checkout,TikTok,False,,False,False,False,0,2026-03-18,10,Mobile
CHK00498,CRE0176,PRD01668,Education & Online Courses,297,Started Checkout,Google,True,3.5,False,False,False,0,2026-03-11,17,Tablet
CHK00499,CRE0572,PRD01060,Photography & Videography,27,Started Checkout,Direct,False,,False,False,False,0,2026-01-08,13,Desktop
CHK00500,CRE0499,PRD01614,Parenting & Family,27,Added to Cart,YouTube,False,,False,False,False,0,2025-11-07,16,Mobile
CHK00501,CRE0226,PRD00197,Pet Care,37,Started Checkout,Email,False,,False,False,False,0,2026-01-12,4,Mobile
CHK00502,CRE0507,PRD00097,Language Learning,197,Final Review,Email,True,3.3,False,False,False,0,2026-02-20,5,Mobile
CHK00503,CRE0469,PRD01322,Education & Online Courses,497,Payment Info,TikTok,False,,False,False,False,0,2025-10-14,3,Mobile
CHK00504,CRE0028,PRD00678,Travel & Adventure,47,Started Checkout,Google,True,3.8,True,False,False,0,2025-10-07,1,Tablet
CHK00505,CRE0220,PRD00854,Travel & Adventure,97,Payment Info,YouTube,True,3.9,True,False,False,0,2026-03-16,17,Tablet
CHK00506,CRE0141,PRD00938,Business & Entrepreneurship,47,Started Checkout,Direct,False,,False,False,False,0,2025-12-28,18,Mobile
CHK00507,CRE0008,PRD02284,Music & Audio Production,497,Payment Info,Email,True,3.4,False,True,False,0,2026-01-20,19,Desktop
CHK00508,CRE0540,PRD00316,Science & Space,197,Added to Cart,Instagram,False,,False,False,False,0,2025-10-07,14,Tablet
CHK00509,CRE0568,PRD01717,Comedy & Entertainment,67,Payment Info,YouTube,True,3.6,True,True,False,0,2026-02-26,12,Mobile
CHK00510,CRE0418,PRD01452,Music & Audio Production,37,Added to Cart,Google,True,1.5,False,True,False,0,2026-01-24,21,Desktop
CHK00511,CRE0168,PRD01292,Pet Care,297,Final Review,Direct,True,2.1,True,False,False,0,2025-10-04,6,Mobile
CHK00512,CRE0309,PRD01455,Parenting & Family,27,Started Checkout,Google,True,0.9,False,True,False,0,2025-12-29,11,Desktop
CHK00513,CRE0224,PRD00214,Parenting & Family,17,Started Checkout,Direct,True,1.9,True,False,False,0,2026-02-09,8,Mobile
CHK00514,CRE0447,PRD02251,Gaming & Esports,17,Added to Cart,Google,True,1.2,True,True,False,0,2025-10-10,14,Mobile
CHK00515,CRE0082,PRD01251,Sustainable Living,297,Added to Cart,Email,True,0.9,False,False,False,0,2025-10-11,6,Mobile
CHK00516,CRE0394,PRD01931,Home Decor & Interior Design,497,Payment Info,Direct,True,1.0,True,True,False,0,2025-10-25,20,Mobile
CHK00517,CRE0438,PRD01807,Finance & Investing,67,Started Checkout,Direct,True,3.5,True,False,False,0,2026-01-19,13,Mobile
CHK00518,CRE0474,PRD02352,Gaming & Esports,197,Started Checkout,Direct,False,,False,False,False,0,2026-02-24,10,Mobile
CHK00519,CRE0319,PRD00229,Personal Development,9,Started Checkout,Direct,False,,False,False,False,0,2025-12-07,7,Desktop
CHK00520,CRE0521,PRD01136,Education & Online Courses,97,Started Checkout,Instagram,True,0.9,False,False,False,0,2026-01-23,9,Mobile
CHK00521,CRE0506,PRD02445,Education & Online Courses,127,Started Checkout,Direct,True,0.6,True,True,False,0,2026-02-14,16,Mobile
CHK00522,CRE0244,PRD00618,Pet Care,27,Started Checkout,Email,False,,False,False,False,0,2026-02-05,21,Mobile
CHK00523,CRE0536,PRD01549,Sustainable Living,497,Final Review,Google,True,2.0,False,False,False,0,2026-01-01,22,Mobile
CHK00524,CRE0201,PRD00164,Gaming & Esports,297,Added to Cart,Direct,True,1.4,True,False,False,0,2025-11-01,11,Tablet
CHK00525,CRE0534,PRD00540,Finance & Investing,497,Started Checkout,Instagram,True,3.4,False,True,False,0,2025-10-22,18,Desktop
CHK00526,CRE0301,PRD00872,Food & Cooking,127,Final Review,Google,False,,False,False,False,0,2026-01-11,4,Mobile
CHK00527,CRE0567,PRD01778,Travel & Adventure,9,Final Review,YouTube,True,3.6,True,False,False,0,2025-09-22,23,Mobile
CHK00528,CRE0072,PRD00187,Photography & Videography,197,Final Review,Email,True,3.5,False,False,False,0,2026-01-18,2,Mobile
CHK00529,CRE0270,PRD00591,Technology & Software,297,Added to Cart,TikTok,True,2.4,True,True,False,0,2025-10-24,11,Desktop
CHK00530,CRE0377,PRD00004,Pet Care,37,Added to Cart,YouTube,True,2.9,False,False,False,0,2025-10-23,11,Mobile
CHK00531,CRE0433,PRD00786,Finance & Investing,17,Added to Cart,Email,False,,False,False,False,0,2025-11-30,23,Mobile
CHK00532,CRE0128,PRD01216,Technology & Software,127,Final Review,TikTok,True,2.6,True,True,False,0,2025-10-31,4,Tablet
CHK00533,CRE0480,PRD01789,Pet Care,17,Payment Info,Instagram,True,1.9,False,False,False,0,2025-10-01,12,Mobile
CHK00534,CRE0146,PRD02293,Photography & Videography,37,Added to Cart,YouTube,True,1.8,True,True,False,0,2025-10-03,1,Mobile
CHK00535,CRE0415,PRD01282,Gaming & Esports,9,Payment Info,YouTube,True,3.4,True,False,False,0,2026-03-18,11,Mobile
CHK00536,CRE0525,PRD02421,Finance & Investing,497,Final Review,TikTok,True,1.4,False,True,False,0,2026-02-03,6,Mobile
CHK00537,CRE0517,PRD00444,Language Learning,17,Added to Cart,Email,True,3.6,False,True,False,0,2025-11-07,16,Tablet
CHK00538,CRE0247,PRD00790,Science & Space,67,Final Review,Email,False,,False,False,False,0,2026-02-28,14,Tablet
CHK00539,CRE0077,PRD01678,Business & Entrepreneurship,497,Final Review,Email,True,0.6,True,True,False,0,2025-11-30,5,Mobile
CHK00540,CRE0010,PRD01852,Beauty & Fashion,297,Started Checkout,Email,True,0.9,False,True,False,0,2025-10-01,17,Tablet
CHK00541,CRE0298,PRD00564,Technology & Software,37,Payment Info,YouTube,False,,False,False,False,0,2025-09-21,10,Mobile
CHK00542,CRE0380,PRD00219,Beauty & Fashion,97,Payment Info,Instagram,False,,False,False,False,0,2026-02-22,6,Mobile
CHK00543,CRE0146,PRD00875,Food & Cooking,9,Started Checkout,Direct,False,,False,False,False,0,2025-10-13,2,Mobile
CHK00544,CRE0521,PRD00618,Travel & Adventure,27,Started Checkout,YouTube,True,1.7,False,False,False,0,2025-12-06,0,Tablet
CHK00545,CRE0521,PRD02368,Technology & Software,97,Added to Cart,Google,True,1.0,False,False,False,0,2026-02-03,0,Mobile
CHK00546,CRE0498,PRD01291,Science & Space,97,Added to Cart,Google,True,2.8,False,False,False,0,2025-12-23,17,Desktop
CHK00547,CRE0299,PRD00367,Music & Audio Production,37,Final Review,TikTok,True,1.4,True,True,False,0,2026-01-03,16,Mobile
CHK00548,CRE0203,PRD01007,Comedy & Entertainment,27,Final Review,Direct,True,1.5,True,False,False,0,2025-11-02,20,Desktop
CHK00549,CRE0592,PRD00218,Home Decor & Interior Design,9,Added to Cart,Google,True,3.1,True,False,False,0,2026-01-20,16,Desktop
CHK00550,CRE0174,PRD01180,Business & Entrepreneurship,37,Added to Cart,Instagram,False,,False,False,False,0,2026-03-07,9,Mobile
CHK00551,CRE0221,PRD01848,Pet Care,47,Started Checkout,Direct,False,,False,False,False,0,2025-11-28,10,Tablet
CHK00552,CRE0457,PRD01313,Food & Cooking,197,Added to Cart,Email,True,0.7,True,False,True,197,2025-11-25,4,Mobile
CHK00553,CRE0566,PRD00456,Travel & Adventure,127,Final Review,Instagram,False,,False,False,False,0,2025-11-09,22,Mobile
CHK00554,CRE0587,PRD02268,Food & Cooking,497,Started Checkout,Email,True,1.9,True,False,False,0,2026-01-20,21,Tablet
CHK00555,CRE0144,PRD01178,Food & Cooking,197,Started Checkout,Email,True,1.6,False,True,False,0,2025-10-11,20,Mobile
CHK00556,CRE0587,PRD00889,Parenting & Family,27,Payment Info,Google,True,1.9,False,True,False,0,2025-11-29,1,Desktop
CHK00557,CRE0473,PRD00681,Comedy & Entertainment,17,Started Checkout,Google,False,,False,False,False,0,2025-10-05,20,Mobile
CHK00558,CRE0257,PRD00794,Technology & Software,67,Final Review,Instagram,True,2.9,False,True,False,0,2025-12-31,20,Mobile
CHK00559,CRE0478,PRD01033,Science & Space,9,Final Review,YouTube,False,,False,False,False,0,2025-11-23,0,Tablet
CHK00560,CRE0110,PRD00735,Pet Care,127,Started Checkout,Direct,True,1.8,True,False,False,0,2026-03-10,4,Tablet
CHK00561,CRE0333,PRD00057,Pet Care,9,Added to Cart,Email,False,,False,False,False,0,2025-12-05,0,Mobile
CHK00562,CRE0160,PRD02024,Gaming & Esports,47,Added to Cart,TikTok,True,3.3,False,True,False,0,2026-01-09,6,Mobile
CHK00563,CRE0489,PRD00028,Language Learning,27,Payment Info,YouTube,True,1.4,False,True,False,0,2025-10-09,22,Mobile
CHK00564,CRE0192,PRD02308,Beauty & Fashion,47,Final Review,Google,True,3.4,False,False,True,47,2025-09-28,10,Desktop
CHK00565,CRE0414,PRD01262,Pet Care,67,Started Checkout,Instagram,False,,False,False,False,0,2026-01-01,3,Desktop
CHK00566,CRE0183,PRD00576,Gaming & Esports,47,Payment Info,YouTube,True,3.5,False,False,False,0,2025-12-19,21,Mobile
CHK00567,CRE0335,PRD02016,Music & Audio Production,297,Payment Info,YouTube,True,1.1,False,False,False,0,2026-01-01,1,Tablet
CHK00568,CRE0134,PRD02327,Sustainable Living,297,Final Review,Direct,False,,False,False,False,0,2025-10-30,8,Mobile
CHK00569,CRE0334,PRD01523,Comedy & Entertainment,67,Final Review,YouTube,False,,False,False,False,0,2025-11-30,6,Tablet
CHK00570,CRE0355,PRD02434,Home Decor & Interior Design,47,Added to Cart,Google,True,0.6,True,True,False,0,2025-11-27,0,Mobile
CHK00571,CRE0479,PRD00172,Travel & Adventure,127,Added to Cart,Direct,True,2.4,True,False,False,0,2025-10-23,18,Desktop
CHK00572,CRE0169,PRD00460,Photography & Videography,17,Final Review,Direct,True,2.0,True,True,False,0,2026-03-19,19,Tablet
CHK00573,CRE0298,PRD00736,Business & Entrepreneurship,47,Final Review,Instagram,True,1.3,True,True,False,0,2025-12-10,15,Desktop
CHK00574,CRE0104,PRD01493,Photography & Videography,67,Started Checkout,Direct,False,,False,False,False,0,2026-03-08,0,Mobile
CHK00575,CRE0402,PRD00581,Music & Audio Production,27,Payment Info,YouTube,False,,False,False,False,0,2025-10-16,13,Mobile
CHK00576,CRE0088,PRD02315,Travel & Adventure,297,Final Review,YouTube,True,1.3,False,False,False,0,2026-01-15,6,Mobile
CHK00577,CRE0573,PRD02029,Photography & Videography,97,Started Checkout,Instagram,True,1.8,True,True,False,0,2026-01-10,20,Mobile
CHK00578,CRE0293,PRD00128,Education & Online Courses,197,Added to Cart,YouTube,False,,False,False,False,0,2026-01-02,10,Mobile
CHK00579,CRE0182,PRD00506,Language Learning,127,Final Review,Instagram,True,1.8,True,False,False,0,2026-02-06,1,Tablet
CHK00580,CRE0336,PRD00355,Photography & Videography,97,Final Review,TikTok,True,1.7,True,False,False,0,2025-10-13,23,Mobile
CHK00581,CRE0188,PRD01912,Food & Cooking,97,Payment Info,Email,False,,False,False,False,0,2025-10-11,11,Mobile
CHK00582,CRE0455,PRD00669,Travel & Adventure,197,Added to Cart,Instagram,True,0.8,False,False,False,0,2026-01-14,3,Tablet
CHK00583,CRE0069,PRD01965,Science & Space,197,Started Checkout,Google,True,0.8,True,True,False,0,2025-12-09,21,Tablet
CHK00584,CRE0277,PRD01208,Language Learning,97,Payment Info,Direct,False,,False,False,False,0,2026-03-01,12,Tablet
CHK00585,CRE0255,PRD00243,Science & Space,197,Final Review,YouTube,True,2.3,True,False,False,0,2025-11-19,5,Tablet
