launch_id,creator_id,product_name,niche,product_type,price_usd,follower_tier,email_list_size,used_email_launch_sequence,number_of_launch_emails,ai_generated_emails,launch_duration_days,units_sold,gross_revenue_usd,cart_abandonment_rate,cart_recovery_rate,recovery_revenue_usd,total_revenue_usd,refund_rate,affiliate_partners,affiliate_revenue_usd,launch_date,platform_promoted_on
LNC0139,CRE0404,AI Prompts Bundle,Technology & Software,Bundle,127,Macro,12188,True,6,True,14,314,39922.92,0.623,0.097,2412.58,42335.5,0.034,20,2565.34,2025-01-13,LinkedIn
LNC0140,CRE0565,Fermentation Guide,Food & Cooking,eBook,127,Macro,53666,True,6,True,7,799,101523.36,0.763,0.059,4570.28,106093.64,0.022,0,19345.95,2024-04-16,Twitter/X
LNC0141,CRE0538,DIY Tutorial Bundle,Home Decor & Interior Design,Preset Pack,17,Micro,4322,True,4,True,7,122,2078.76,0.682,0.099,140.35,2219.11,0.079,15,196.38,2025-11-05,LinkedIn
LNC0142,CRE0088,Makeup Masterclass,Beauty & Fashion,eBook,17,Mid,13209,True,7,True,10,528,8980.83,0.75,0.074,498.44,9479.27,0.015,19,2354.77,2025-08-01,YouTube
LNC0143,CRE0340,Crypto Guide,Finance & Investing,Preset Pack,47,Mid,26873,True,7,True,10,1153,54191.83,0.602,0.088,2870.87,57062.7,0.019,6,8982.74,2024-05-20,Instagram
LNC0144,CRE0286,AI Prompts Bundle,Technology & Software,Guide,297,Mid,4887,True,5,True,5,70,20800.2,0.628,0.097,1267.06,22067.26,0.013,18,6185.78,2024-12-19,Instagram
LNC0145,CRE0191,Fermentation Guide,Food & Cooking,Bundle,47,Mid,43937,True,3,True,10,485,22840.73,0.62,0.077,1090.42,23931.15,0.057,19,5951.32,2025-02-22,TikTok
LNC0146,CRE0237,Skincare Routine PDF,Beauty & Fashion,Bundle,197,Mid,38197,True,4,True,7,1640,323096.8,0.624,0.093,18749.95,341846.75,0.055,10,10347.46,2025-05-07,TikTok
LNC0147,CRE0221,Green Home Guide,Sustainable Living,Template,297,Micro,1574,True,5,False,3,22,6729.08,0.789,0.037,196.44,6925.52,0.064,3,1845.81,2024-04-08,Instagram
LNC0148,CRE0211,Chord Progression PDF,Music & Audio Production,eBook,197,Micro,3465,True,4,False,5,68,13401.95,0.761,0.076,775.12,14177.07,0.057,19,3219.24,2024-07-30,LinkedIn
LNC0149,CRE0109,Learning Roadmap,Education & Online Courses,Preset Pack,47,Macro,62646,False,0,False,7,913,42940.87,0.569,0.01,244.33,43185.2,0.074,10,1468.48,2024-08-20,Instagram
LNC0150,CRE0153,Plant-Based Recipe Book,Sustainable Living,Template,127,Micro,4246,False,0,False,14,180,22902.38,0.79,0.01,180.93,23083.31,0.042,10,4502.03,2025-11-08,YouTube
LNC0151,CRE0281,Options Playbook,Finance & Investing,Course,47,Mid,7370,True,6,True,3,259,12176.67,0.648,0.062,489.21,12665.88,0.071,20,1219.19,2025-07-15,LinkedIn
LNC0152,CRE0413,Game Guide PDF,Gaming & Esports,Bundle,127,Mid,9378,False,0,False,7,238,30226.75,0.724,0.01,218.84,30445.59,0.056,1,8.44,2024-04-05,Twitter/X
LNC0153,CRE0104,Stream Setup Checklist,Gaming & Esports,eBook,197,Micro,2097,True,3,True,14,84,16623.76,0.749,0.09,1120.61,17744.37,0.075,11,3497.95,2025-06-14,Twitter/X
LNC0154,CRE0224,Research Template,Education & Online Courses,Bundle,47,Micro,1012,False,0,False,7,47,2252.97,0.576,0.01,12.98,2265.95,0.053,16,487.36,2025-10-10,YouTube
LNC0155,CRE0108,Chord Progression PDF,Music & Audio Production,eBook,47,Macro,41773,True,7,True,10,1314,61769.74,0.592,0.066,2413.47,64183.21,0.048,3,11409.56,2024-07-05,Twitter/X
LNC0156,CRE0143,Activity Ideas Bundle,Parenting & Family,Course,27,Micro,1819,True,7,True,10,40,1105.07,0.73,0.076,61.31,1166.38,0.019,11,16.7,2025-10-07,Twitter/X
LNC0157,CRE0330,Vocabulary Flash Cards,Language Learning,Bundle,97,Mid,25545,True,5,True,3,911,88438.15,0.573,0.092,4662.11,93100.26,0.038,17,8554.83,2025-01-16,Instagram
LNC0158,CRE0073,Itinerary Bundle,Travel & Adventure,Template,197,Micro,2953,True,4,True,5,131,25833.64,0.692,0.082,1465.9,27299.54,0.022,18,5288.66,2024-12-02,TikTok
LNC0159,CRE0339,Style Bundle,Beauty & Fashion,Preset Pack,27,Micro,3887,True,4,True,3,127,3441.95,0.623,0.048,102.93,3544.88,0.075,20,1011.37,2024-12-16,Instagram
LNC0160,CRE0147,Business Plan Template,Business & Entrepreneurship,Template,297,Micro,7634,False,0,False,10,170,50784.41,0.664,0.01,337.21,51121.62,0.044,2,14379.62,2025-05-03,TikTok
LNC0161,CRE0244,Improv Exercise Pack,Comedy & Entertainment,Guide,17,Nano,215,False,0,False,5,3,58.44,0.656,0.01,0.38,58.82,0.074,19,16.01,2025-07-13,YouTube
LNC0162,CRE0209,Game Guide PDF,Gaming & Esports,Template,127,Nano,183,True,3,True,5,7,937.39,0.752,0.08,56.39,993.78,0.031,16,176.14,2024-08-24,Substack
LNC0163,CRE0047,Notion Template Pack,Technology & Software,Guide,17,Mid,12955,True,6,False,7,519,8832.47,0.623,0.084,462.22,9294.69,0.078,5,1004.59,2024-08-31,Instagram
LNC0164,CRE0332,Pet First Aid Guide,Pet Care,Guide,47,Macro,31430,True,5,True,5,537,25280.13,0.565,0.092,1314.06,26594.19,0.073,15,2861.77,2024-03-19,TikTok
LNC0165,CRE0235,Capsule Wardrobe Guide,Beauty & Fashion,Course,37,Mid,9754,True,3,True,5,369,13666.55,0.625,0.068,580.83,14247.38,0.066,9,1228.91,2024-04-26,Twitter/X
LNC0166,CRE0076,Pitch Deck Kit,Business & Entrepreneurship,Preset Pack,47,Mid,8779,True,6,False,3,399,18767.7,0.583,0.095,1039.45,19807.15,0.012,12,3994.63,2025-06-28,LinkedIn
LNC0167,CRE0335,Sleep Schedule Guide,Parenting & Family,eBook,197,Micro,6978,True,6,True,3,130,25694.85,0.634,0.046,749.36,26444.21,0.063,5,5182.63,2024-09-11,Twitter/X
LNC0168,CRE0450,Content Calendar,Comedy & Entertainment,Preset Pack,127,Nano,404,True,4,False,14,8,1058.86,0.757,0.081,64.93,1123.79,0.041,20,237.42,2025-12-16,Twitter/X
LNC0169,CRE0444,Astronomy Guide PDF,Science & Space,Bundle,297,Mega,343671,True,6,False,14,14709,4368861.76,0.678,0.045,133293.97,4502155.73,0.058,15,1054921.71,2025-10-12,Twitter/X
LNC0170,CRE0480,Notion Template Pack,Technology & Software,Guide,67,Micro,2818,True,5,True,7,88,5958.92,0.739,0.067,295.04,6253.96,0.06,19,528.33,2024-06-21,YouTube
LNC0171,CRE0180,DIY Tutorial Bundle,Home Decor & Interior Design,Preset Pack,37,Mid,9756,True,6,True,14,197,7317.26,0.763,0.094,524.81,7842.07,0.079,16,1411.43,2025-03-14,Instagram
LNC0172,CRE0443,Science Course,Science & Space,Bundle,47,Macro,15544,True,7,False,7,335,15764.26,0.664,0.095,994.41,16758.67,0.011,13,1017.88,2025-04-30,Substack
LNC0173,CRE0136,Lightroom Preset Pack,Photography & Videography,Guide,297,Micro,3753,True,5,True,14,72,21559.02,0.599,0.104,1343.04,22902.06,0.053,3,3970.13,2026-02-02,Substack
LNC0174,CRE0576,Exam Prep Kit,Education & Online Courses,Bundle,97,Mid,35779,False,0,False,14,659,63965.91,0.793,0.01,507.25,64473.16,0.031,8,3836.46,2026-01-02,YouTube
LNC0175,CRE0172,Eco Swap Checklist,Sustainable Living,Template,17,Mid,15447,False,0,False,3,468,7970.95,0.579,0.01,46.15,8017.1,0.024,14,1582.57,2025-11-26,YouTube
LNC0176,CRE0111,Portfolio Template,Photography & Videography,Guide,97,Mid,18102,False,0,False,5,801,77774.81,0.668,0.01,519.54,78294.35,0.042,4,10233.88,2024-04-13,Instagram
LNC0177,CRE0095,Lab Notebook Template,Science & Space,Course,127,Macro,69177,True,4,False,7,2979,378340.62,0.754,0.092,26244.73,404585.35,0.066,13,906.25,2025-11-14,YouTube
LNC0178,CRE0548,Improv Exercise Pack,Comedy & Entertainment,eBook,27,Micro,5277,True,4,True,5,248,6699.49,0.577,0.067,259.0,6958.49,0.078,4,1195.11,2025-02-24,YouTube
LNC0179,CRE0286,Dev Roadmap PDF,Technology & Software,Bundle,197,Micro,7148,True,5,True,5,184,36252.94,0.653,0.058,1373.04,37625.98,0.03,17,8588.59,2025-05-06,YouTube
LNC0180,CRE0530,Morning Routine Guide,Personal Development,Bundle,97,Micro,5862,True,5,True,5,205,19973.03,0.634,0.094,1190.31,21163.34,0.021,19,656.29,2024-05-22,YouTube
LNC0181,CRE0127,Pet First Aid Guide,Pet Care,Course,47,Mid,14182,False,0,False,5,493,23178.67,0.712,0.01,165.03,23343.7,0.011,2,5712.95,2025-12-16,TikTok
LNC0182,CRE0501,Study System PDF,Education & Online Courses,Course,67,Micro,913,True,4,True,7,40,2685.16,0.567,0.057,86.78,2771.94,0.053,9,674.51,2024-05-15,Twitter/X
LNC0183,CRE0513,Phrase Book PDF,Language Learning,Preset Pack,27,Micro,9068,True,3,True,5,194,5263.95,0.796,0.074,310.07,5574.02,0.07,7,471.36,2025-04-22,Instagram
LNC0184,CRE0381,Investment Tracker,Finance & Investing,Bundle,97,Micro,410,True,3,True,3,16,1618.39,0.561,0.093,84.44,1702.83,0.034,3,181.78,2025-06-17,LinkedIn
LNC0185,CRE0425,Clip Editing Template,Gaming & Esports,eBook,47,Mid,4347,False,0,False,10,162,7655.76,0.736,0.01,56.35,7712.11,0.012,3,1846.71,2024-08-20,Substack
LNC0186,CRE0512,Camera Settings PDF,Photography & Videography,Course,17,Micro,1380,True,5,False,5,66,1129.18,0.76,0.091,78.09,1207.27,0.041,12,102.75,2025-06-09,YouTube
LNC0187,CRE0469,Phrase Book PDF,Language Learning,Preset Pack,67,Micro,1855,True,6,True,7,66,4448.37,0.645,0.062,177.89,4626.26,0.075,11,761.32,2024-03-30,Instagram
LNC0188,CRE0041,Colour Analysis Guide,Beauty & Fashion,Course,17,Mid,36224,False,0,False,10,1497,25452.6,0.556,0.01,141.52,25594.12,0.072,11,2164.85,2025-07-16,YouTube
LNC0189,CRE0467,Fermentation Guide,Food & Cooking,Course,47,Mid,7215,True,7,True,7,142,6718.15,0.715,0.039,187.34,6905.49,0.012,14,866.96,2024-11-11,YouTube
LNC0190,CRE0522,Accent Reduction Guide,Language Learning,Preset Pack,17,Macro,12032,True,7,True,3,124,2113.99,0.708,0.083,124.23,2238.22,0.072,14,23.66,2024-12-28,LinkedIn
LNC0191,CRE0330,Green Home Guide,Sustainable Living,Bundle,37,Micro,566,False,0,False,10,7,259.02,0.664,0.01,1.72,260.74,0.041,14,54.26,2025-02-18,LinkedIn
LNC0192,CRE0467,Capsule Wardrobe Guide,Beauty & Fashion,Guide,197,Mid,37826,True,3,False,14,1074,211635.12,0.623,0.086,11338.99,222974.11,0.063,0,13358.33,2024-07-26,Twitter/X
LNC0193,CRE0521,Sustainability Tracker,Sustainable Living,Guide,27,Nano,272,True,3,False,14,9,255.41,0.682,0.065,11.32,266.73,0.038,3,53.63,2025-07-21,Substack
LNC0194,CRE0479,Reading Log PDF,Parenting & Family,Course,27,Mid,12729,True,7,False,7,228,6179.49,0.578,0.085,303.6,6483.09,0.029,0,364.71,2024-12-27,YouTube
LNC0195,CRE0563,Composition Guide,Photography & Videography,Course,37,Micro,3241,True,3,False,3,52,1957.09,0.738,0.102,147.32,2104.41,0.041,10,305.34,2024-12-31,Instagram
LNC0196,CRE0369,Fermentation Guide,Food & Cooking,Preset Pack,97,Macro,46064,False,0,False,10,737,71510.6,0.606,0.01,433.35,71943.95,0.025,9,4080.17,2025-12-10,Twitter/X
LNC0197,CRE0461,Colour Analysis Guide,Beauty & Fashion,eBook,127,Macro,61142,True,6,True,3,2711,344421.75,0.558,0.06,11531.24,355952.99,0.07,4,54088.75,2025-06-15,Substack
LNC0198,CRE0173,Experiment Bundle,Science & Space,Bundle,97,Mid,18611,False,0,False,14,714,69353.33,0.551,0.01,382.14,69735.47,0.028,8,19674.26,2024-12-30,YouTube
LNC0199,CRE0066,DIY Tutorial Bundle,Home Decor & Interior Design,Template,97,Mid,31723,False,0,False,10,784,76100.59,0.62,0.01,471.82,76572.41,0.037,14,19084.43,2025-06-15,LinkedIn
LNC0200,CRE0324,Style Bundle,Beauty & Fashion,Course,17,Micro,2696,True,4,True,5,86,1466.21,0.638,0.079,73.9,1540.11,0.052,2,270.34,2025-04-14,Instagram
LNC0201,CRE0518,Experiment Bundle,Science & Space,Bundle,67,Macro,94401,False,0,False,7,1712,114729.02,0.771,0.01,884.56,115613.58,0.062,18,17882.56,2025-05-23,YouTube
LNC0202,CRE0245,Pet First Aid Guide,Pet Care,Template,297,Mid,36986,True,3,False,3,1373,407868.55,0.557,0.085,19310.54,427179.09,0.072,15,70469.87,2024-04-26,Instagram
LNC0203,CRE0554,Skincare Routine PDF,Beauty & Fashion,Bundle,67,Macro,47007,False,0,False,14,1089,73026.48,0.744,0.01,543.32,73569.8,0.023,13,4970.06,2024-09-16,TikTok
LNC0204,CRE0057,Styling Checklist,Home Decor & Interior Design,Bundle,27,Macro,33364,False,0,False,14,648,17512.49,0.606,0.01,106.13,17618.62,0.044,2,5061.98,2025-12-21,Substack
LNC0205,CRE0420,Storytelling Course,Comedy & Entertainment,Template,47,Micro,7122,True,5,False,3,235,11065.9,0.782,0.032,276.91,11342.81,0.059,9,525.45,2025-07-30,TikTok
LNC0206,CRE0446,Vocabulary Flash Cards,Language Learning,Guide,47,Micro,6659,True,6,True,7,262,12330.15,0.67,0.071,586.55,12916.7,0.046,15,2633.39,2024-11-20,Substack
LNC0207,CRE0155,Experiment Bundle,Science & Space,Course,97,Micro,2564,True,5,True,10,64,6282.78,0.758,0.066,314.31,6597.09,0.03,1,486.99,2025-03-08,Instagram
LNC0208,CRE0003,Capsule Wardrobe Guide,Beauty & Fashion,eBook,37,Mid,12358,False,0,False,5,561,20778.22,0.655,0.01,136.1,20914.32,0.053,17,30.92,2025-10-02,YouTube
LNC0209,CRE0556,Family Budget Sheet,Parenting & Family,Template,127,Micro,7120,False,0,False,3,255,32487.23,0.571,0.01,185.5,32672.73,0.059,9,4063.89,2025-09-02,TikTok
LNC0210,CRE0242,Confidence Course,Personal Development,Template,47,Micro,10020,True,4,False,3,496,23338.08,0.572,0.065,867.71,24205.79,0.025,4,2885.52,2025-01-08,Instagram
LNC0211,CRE0305,Editing Course,Photography & Videography,Bundle,17,Micro,7924,True,4,False,5,235,3998.06,0.743,0.071,210.91,4208.97,0.031,7,71.79,2024-11-07,TikTok
LNC0212,CRE0137,Goal Setting Workbook,Personal Development,eBook,67,Mid,35102,True,6,True,14,1353,90704.02,0.664,0.038,2288.64,92992.66,0.026,18,9378.25,2025-11-13,TikTok
LNC0213,CRE0563,Dev Roadmap PDF,Technology & Software,Course,127,Micro,4863,True,7,False,3,226,28808.26,0.58,0.057,952.4,29760.66,0.029,0,89.51,2024-10-06,TikTok
LNC0214,CRE0150,DIY Tutorial Bundle,Home Decor & Interior Design,Template,67,Mid,9189,True,3,False,7,210,14078.14,0.723,0.097,987.31,15065.45,0.06,4,2770.89,2024-05-05,LinkedIn
LNC0215,CRE0356,Lab Notebook Template,Science & Space,Template,67,Mid,26717,False,0,False,10,1018,68207.1,0.681,0.01,464.49,68671.59,0.027,19,2544.34,2025-04-23,Twitter/X
LNC0216,CRE0022,Notion Template Pack,Technology & Software,Preset Pack,27,Mid,33918,False,0,False,14,1164,31432.13,0.708,0.01,222.54,31654.67,0.021,6,8640.81,2025-09-30,YouTube
LNC0217,CRE0089,Colour Palette Pack,Home Decor & Interior Design,Guide,17,Mid,37901,True,5,False,10,1216,20678.17,0.774,0.033,528.16,21206.33,0.06,17,2752.04,2025-01-13,LinkedIn
LNC0218,CRE0211,Pet Nutrition Sheet,Pet Care,eBook,197,Mid,28627,True,6,False,5,905,178452.36,0.698,0.047,5854.31,184306.67,0.077,8,37034.32,2024-05-06,Instagram
LNC0219,CRE0503,Meal Prep Guide,Food & Cooking,eBook,37,Macro,96704,True,5,False,7,4666,172645.42,0.715,0.093,11480.06,184125.48,0.022,5,36844.91,2025-11-07,Instagram
LNC0220,CRE0368,Cold Email Scripts,Business & Entrepreneurship,Course,97,Micro,4565,True,6,True,14,192,18629.52,0.74,0.103,1419.94,20049.46,0.052,7,999.4,2025-04-13,Substack
LNC0221,CRE0464,Mixing Template,Music & Audio Production,Template,67,Micro,656,True,7,True,5,22,1524.35,0.67,0.107,109.28,1633.63,0.043,1,259.83,2024-08-25,LinkedIn
LNC0222,CRE0164,Confidence Course,Personal Development,Course,67,Macro,21619,True,6,False,7,802,53797.72,0.634,0.085,2899.16,56696.88,0.075,0,4802.18,2024-04-14,YouTube
LNC0223,CRE0221,Chore Chart Template,Parenting & Family,eBook,47,Macro,68734,True,6,False,14,1314,61802.31,0.676,0.088,3676.5,65478.81,0.071,16,174.29,2024-07-16,LinkedIn
LNC0224,CRE0533,Dev Roadmap PDF,Technology & Software,eBook,47,Nano,334,True,7,True,5,13,634.64,0.707,0.062,27.82,662.46,0.065,15,73.3,2025-08-10,Twitter/X
LNC0225,CRE0237,Baking Masterclass,Food & Cooking,eBook,17,Micro,4691,True,6,False,5,161,2737.08,0.608,0.031,51.59,2788.67,0.069,1,260.39,2025-12-23,Twitter/X
LNC0226,CRE0168,Makeup Masterclass,Beauty & Fashion,Course,97,Macro,42452,True,5,True,7,1179,114424.06,0.605,0.035,2422.93,116846.99,0.07,17,9603.57,2024-04-27,TikTok
LNC0227,CRE0263,Activity Ideas Bundle,Parenting & Family,Preset Pack,27,Mid,11697,False,0,False,5,444,12011.23,0.573,0.01,68.82,12080.05,0.074,12,3279.13,2024-06-23,LinkedIn
LNC0228,CRE0501,Joke Writing Guide,Comedy & Entertainment,Bundle,17,Micro,1279,True,6,False,7,19,328.8,0.691,0.105,23.86,352.66,0.074,18,77.77,2024-09-29,Substack
LNC0229,CRE0259,Portfolio Template,Photography & Videography,Course,17,Micro,1700,True,6,False,10,20,353.93,0.616,0.038,8.28,362.21,0.032,6,76.03,2024-07-01,LinkedIn
LNC0230,CRE0101,Style Bundle,Beauty & Fashion,Preset Pack,37,Micro,2548,False,0,False,7,26,975.32,0.68,0.01,6.63,981.95,0.039,15,141.68,2026-02-17,Substack
LNC0231,CRE0520,Knife Skills Course,Food & Cooking,Template,127,Micro,3587,True,4,False,7,123,15741.08,0.568,0.081,724.22,16465.3,0.011,14,540.9,2025-07-31,Substack
LNC0232,CRE0567,Storytelling Course,Comedy & Entertainment,Bundle,67,Mid,18523,False,0,False,7,221,14859.7,0.771,0.01,114.57,14974.27,0.078,4,1423.67,2025-07-23,LinkedIn
LNC0233,CRE0584,Dev Roadmap PDF,Technology & Software,Template,27,Mega,277531,True,4,False,3,6537,176509.0,0.734,0.061,7903.01,184412.01,0.038,10,46424.26,2025-05-30,YouTube
LNC0234,CRE0041,Journal Prompts PDF,Personal Development,eBook,17,Macro,49987,True,4,False,7,1963,33376.07,0.733,0.065,1590.2,34966.27,0.04,15,3787.27,2026-01-14,YouTube
LNC0235,CRE0072,AI Prompts Bundle,Technology & Software,Template,17,Macro,53316,True,7,True,14,2260,38423.74,0.767,0.097,2858.69,41282.43,0.06,10,2960.01,2024-12-02,Twitter/X
LNC0236,CRE0210,Cold Email Scripts,Business & Entrepreneurship,eBook,297,Macro,63146,True,5,False,3,785,233300.03,0.783,0.062,11325.78,244625.81,0.011,10,13825.95,2024-12-13,TikTok
LNC0237,CRE0100,Vet Visit Checklist,Pet Care,Course,17,Mid,31550,True,5,True,10,431,7341.87,0.774,0.087,494.39,7836.26,0.061,19,1208.34,2024-04-08,TikTok
LNC0238,CRE0456,Joke Writing Guide,Comedy & Entertainment,Course,17,Mid,9040,True,4,False,3,183,3123.69,0.602,0.033,62.06,3185.75,0.048,17,487.06,2025-05-09,Twitter/X
LNC0239,CRE0353,Composition Guide,Photography & Videography,eBook,37,Macro,70076,False,0,False,10,2021,74807.83,0.749,0.01,560.31,75368.14,0.023,16,6895.38,2026-01-29,Twitter/X
LNC0240,CRE0485,Automation Course,Technology & Software,eBook,17,Micro,3519,True,7,True,3,74,1263.84,0.676,0.053,45.28,1309.12,0.027,12,148.88,2025-11-30,LinkedIn
LNC0241,CRE0381,Mixing Template,Music & Audio Production,Guide,97,Mid,10438,True,5,False,5,249,24223.54,0.624,0.082,1239.47,25463.01,0.012,20,3994.19,2025-10-22,LinkedIn
LNC0242,CRE0521,Storytelling Course,Comedy & Entertainment,Preset Pack,297,Nano,295,True,4,False,10,4,1452.78,0.69,0.073,73.18,1525.96,0.077,13,101.64,2025-12-05,TikTok
LNC0243,CRE0279,Habit Tracker Notion,Personal Development,Preset Pack,297,Macro,69778,False,0,False,10,3449,1024427.34,0.671,0.01,6873.91,1031301.25,0.079,15,81560.85,2024-09-30,TikTok
LNC0244,CRE0454,Crypto Guide,Finance & Investing,Bundle,67,Mid,25649,False,0,False,3,587,39336.41,0.628,0.01,247.03,39583.44,0.018,14,2629.39,2024-05-26,Instagram
LNC0245,CRE0463,Pet First Aid Guide,Pet Care,Preset Pack,67,Mid,20657,True,6,True,3,610,40899.07,0.628,0.034,873.28,41772.35,0.033,1,2432.29,2025-11-11,YouTube
LNC0246,CRE0213,Eco Swap Checklist,Sustainable Living,Bundle,197,Micro,2004,True,7,False,3,99,19529.79,0.731,0.102,1456.18,20985.97,0.074,8,3973.28,2024-11-11,Instagram
LNC0247,CRE0581,Room Planning Guide,Home Decor & Interior Design,Template,197,Micro,4579,True,4,True,7,171,33734.52,0.652,0.056,1231.71,34966.23,0.032,4,4859.15,2025-05-02,Instagram
LNC0248,CRE0256,Pricing Playbook,Business & Entrepreneurship,Guide,17,Mega,262221,True,4,False,3,10368,176271.41,0.765,0.039,5259.06,181530.47,0.034,3,25913.84,2026-02-08,Substack
LNC0249,CRE0294,Study Schedule,Language Learning,eBook,17,Mid,3703,False,0,False,10,104,1778.57,0.627,0.01,11.15,1789.72,0.043,8,444.31,2025-03-14,Instagram
LNC0250,CRE0185,Furniture Layout PDF,Home Decor & Interior Design,Preset Pack,27,Mid,14166,True,4,False,5,193,5215.3,0.795,0.03,124.38,5339.68,0.06,14,1159.28,2024-08-22,Instagram
LNC0251,CRE0562,Recipe eBook,Food & Cooking,Course,127,Mega,223775,True,4,True,7,5060,642671.0,0.562,0.03,10835.43,653506.43,0.026,14,43291.76,2025-11-04,YouTube
LNC0252,CRE0139,Lightroom Preset Pack,Photography & Videography,Guide,17,Micro,467,False,0,False,5,7,124.3,0.623,0.01,0.77,125.07,0.031,15,35.62,2025-01-09,Instagram
LNC0253,CRE0426,Storytelling Course,Comedy & Entertainment,Course,27,Mid,13967,True,5,True,5,215,5822.74,0.728,0.032,135.65,5958.39,0.019,13,1145.6,2025-07-02,Substack
LNC0254,CRE0490,Eco Swap Checklist,Sustainable Living,Bundle,97,Macro,22748,True,6,True,5,943,91527.47,0.704,0.085,5477.0,97004.47,0.072,15,26849.47,2025-01-11,Substack
LNC0255,CRE0387,Vet Visit Checklist,Pet Care,Template,47,Nano,136,True,7,False,5,2,107.32,0.691,0.075,5.56,112.88,0.024,16,2.87,2025-10-31,Substack
LNC0256,CRE0139,Improv Exercise Pack,Comedy & Entertainment,Guide,297,Micro,4301,True,5,True,3,87,26054.11,0.621,0.08,1294.37,27348.48,0.01,7,6888.27,2025-03-17,TikTok
LNC0257,CRE0056,Editing Course,Photography & Videography,Guide,67,Mid,19181,True,4,True,10,219,14691.75,0.647,0.042,399.23,15090.98,0.029,11,2021.54,2025-07-01,LinkedIn
LNC0258,CRE0157,Science Course,Science & Space,Course,47,Micro,745,True,4,False,10,21,1009.92,0.729,0.097,71.41,1081.33,0.044,2,282.33,2025-10-01,Instagram
LNC0259,CRE0287,Crypto Guide,Finance & Investing,Course,297,Micro,8978,True,5,True,3,307,91474.77,0.639,0.044,2571.9,94046.67,0.035,18,10858.51,2025-06-19,LinkedIn
LNC0260,CRE0574,Zero-Waste Starter Guide,Sustainable Living,eBook,17,Micro,6782,True,7,False,5,85,1460.65,0.775,0.062,70.18,1530.83,0.021,1,7.49,2024-12-04,TikTok
LNC0261,CRE0492,Ranking Course,Gaming & Esports,Course,37,Mid,41317,True,6,False,10,1416,52402.03,0.687,0.085,3060.02,55462.05,0.078,0,6402.27,2024-12-08,Instagram
LNC0262,CRE0361,Style Bundle,Beauty & Fashion,Course,97,Mid,35617,False,0,False,10,744,72220.76,0.66,0.01,476.66,72697.42,0.061,19,2325.79,2024-08-25,Instagram
LNC0263,CRE0522,Activity Ideas Bundle,Parenting & Family,Bundle,127,Mid,5458,False,0,False,7,176,22418.93,0.735,0.01,164.78,22583.71,0.024,17,4426.94,2024-12-22,Twitter/X
LNC0264,CRE0251,Colour Palette Pack,Home Decor & Interior Design,Template,47,Mid,10965,True,3,True,10,182,8569.02,0.6,0.064,329.05,8898.07,0.024,7,1814.93,2024-09-17,Substack
LNC0265,CRE0246,Editing Course,Photography & Videography,Preset Pack,197,Micro,352,True,6,True,3,10,2016.09,0.747,0.033,49.7,2065.79,0.016,3,251.23,2025-12-06,LinkedIn
LNC0266,CRE0048,Dev Roadmap PDF,Technology & Software,Course,127,Mid,31926,False,0,False,14,1354,171965.88,0.662,0.01,1138.41,173104.29,0.026,17,42091.34,2025-02-01,YouTube
LNC0267,CRE0587,AI Prompts Bundle,Technology & Software,Bundle,47,Mega,199838,True,6,False,14,4476,210418.27,0.598,0.083,10443.9,220862.17,0.017,1,16913.65,2026-01-05,YouTube
LNC0268,CRE0252,Pro Settings Pack,Gaming & Esports,eBook,37,Mid,22283,False,0,False,14,795,29424.56,0.56,0.01,164.78,29589.34,0.014,1,2121.99,2025-02-18,Twitter/X
LNC0269,CRE0530,Vocal Warm-Up Guide,Music & Audio Production,Bundle,197,Micro,1002,True,5,False,10,34,6814.82,0.742,0.077,389.36,7204.18,0.054,2,1663.39,2024-09-05,TikTok
LNC0270,CRE0277,Accent Reduction Guide,Language Learning,Template,97,Macro,81050,True,7,False,5,1764,171177.52,0.72,0.082,10106.32,181283.84,0.028,6,9663.03,2024-12-21,LinkedIn
LNC0271,CRE0199,Sustainability Tracker,Sustainable Living,Bundle,27,Macro,25688,True,7,True,7,919,24827.85,0.733,0.1,1819.88,26647.73,0.035,5,6759.72,2024-10-07,TikTok
LNC0272,CRE0236,Improv Exercise Pack,Comedy & Entertainment,Guide,47,Mid,11776,False,0,False,14,269,12677.8,0.736,0.01,93.31,12771.11,0.056,12,3775.68,2025-06-07,Twitter/X
LNC0273,CRE0558,Baking Masterclass,Food & Cooking,Template,197,Macro,56014,True,3,False,14,1271,250519.4,0.694,0.031,5389.67,255909.07,0.037,9,50532.75,2025-02-26,TikTok
LNC0274,CRE0244,City Guide Pack,Travel & Adventure,Bundle,17,Mid,16632,True,6,False,10,585,9961.25,0.552,0.081,445.39,10406.64,0.073,7,823.69,2024-05-08,Instagram
LNC0275,CRE0296,Sustainability Tracker,Sustainable Living,Preset Pack,297,Micro,2372,False,0,False,5,72,21552.22,0.628,0.01,135.35,21687.57,0.073,7,3807.57,2025-05-25,TikTok
LNC0276,CRE0062,Activity Ideas Bundle,Parenting & Family,Template,127,Micro,2463,True,3,True,7,68,8693.46,0.623,0.107,579.51,9272.97,0.048,11,960.69,2024-09-23,Instagram
LNC0277,CRE0132,Dev Roadmap PDF,Technology & Software,Template,27,Micro,950,False,0,False,14,37,1017.55,0.588,0.01,5.98,1023.53,0.061,3,104.97,2025-05-24,LinkedIn
