creator_id,username,niche,primary_platform,secondary_platform,follower_count,follower_tier,engagement_rate,monthly_revenue_usd,years_active,email_list_size,country,audience_age_group,audience_gender_primary,posts_per_week,joined_date
CRE0172,floresjoshua,Science & Space,TikTok,Twitter/X,2604235,Mega,0.0584,26752.86,3.3,283223,Togo,25-34,Mixed,6.2,2019-07-19
CRE0173,owendylan,Gaming & Esports,Twitter/X,YouTube,26691,Micro,0.0194,64.85,7.8,2140,Poland,45+,Mixed,3.3,2020-10-16
CRE0174,michael35,Photography & Videography,LinkedIn,YouTube,46129,Micro,0.0197,214.5,0.7,4881,British Virgin Islands,18-24,Female,2.2,2019-05-08
CRE0175,shaunclark,Technology & Software,LinkedIn,Twitter/X,468724,Mid,0.0289,1475.64,2.3,22613,Saint Helena,18-24,Female,4.0,2021-06-17
CRE0176,ashleyhays,Photography & Videography,Substack,TikTok,402763,Mid,0.3772,15335.86,2.3,53935,Panama,25-34,Male,2.8,2018-11-25
CRE0177,penamorgan,Pet Care,Twitter/X,YouTube,977929,Macro,0.0241,9173.08,7.8,139263,Uganda,45+,Mixed,2.9,2022-11-20
CRE0178,kharris,Science & Space,Instagram,Twitter/X,34101,Micro,0.0491,485.27,2.3,1681,Honduras,25-34,Male,6.5,2024-07-10
CRE0179,jennadoyle,Science & Space,LinkedIn,YouTube,170303,Mid,0.0206,1089.08,7.4,22161,France,18-24,Mixed,5.3,2020-05-09
CRE0180,piercelaura,Technology & Software,TikTok,YouTube,89294,Micro,0.0689,1210.95,1.9,10627,Nigeria,25-34,Male,2.3,2021-12-13
CRE0181,uvincent,Home Decor & Interior Design,YouTube,Twitter/X,34906,Micro,0.0458,610.5,7.4,3854,Central African Republic,25-34,Male,6.5,2024-05-29
CRE0182,ocastro,Parenting & Family,TikTok,LinkedIn,79946,Micro,0.0579,1071.38,2.5,6928,Saint Lucia,45+,Male,1.6,2023-06-26
CRE0183,gdominguez,Parenting & Family,Instagram,YouTube,64254,Micro,0.0551,938.03,2.5,9093,Albania,45+,Male,1.9,2021-12-01
CRE0184,nelsonyolanda,Photography & Videography,LinkedIn,TikTok,228833,Mid,0.0292,2067.5,2.4,29017,United Arab Emirates,45+,Male,2.0,2022-03-02
CRE0185,garciaheather,Gaming & Esports,Instagram,YouTube,356018,Mid,0.0439,6098.15,4.4,45954,Saint Helena,18-24,Mixed,1.3,2018-04-16
CRE0186,vanessa46,Science & Space,Instagram,TikTok,621337,Macro,0.0552,2584.06,0.6,53276,Romania,35-44,Female,4.7,2025-09-11
CRE0187,fshields,Sustainable Living,Substack,TikTok,103466,Mid,0.3139,928.12,4.5,5925,Malaysia,45+,Female,1.6,2019-04-19
CRE0188,stephanie59,Personal Development,Instagram,LinkedIn,91235,Micro,0.0328,880.17,2.5,6532,United Kingdom,35-44,Male,3.8,2020-12-11
CRE0189,cwright,Photography & Videography,TikTok,YouTube,142266,Mid,0.0398,1908.5,3.5,9820,Uganda,45+,Female,4.8,2020-02-20
CRE0190,devinfowler,Travel & Adventure,LinkedIn,Substack,838117,Macro,0.0128,9306.25,7.8,122867,Moldova,18-24,Female,2.3,2024-07-28
CRE0191,qwaller,Sustainable Living,TikTok,YouTube,2218,Nano,0.0542,25.41,1.8,289,Benin,18-24,Female,4.5,2022-09-07
CRE0192,zhorton,Travel & Adventure,TikTok,Twitter/X,41519,Micro,0.0466,466.66,5.6,3748,Panama,45+,Mixed,1.8,2019-02-05
CRE0193,velasquezbeverly,Personal Development,Substack,Twitter/X,1225219,Mega,0.5302,21312.28,6.3,176592,China,45+,Male,1.2,2021-04-13
CRE0194,sanchezgilbert,Language Learning,LinkedIn,Twitter/X,82487,Micro,0.0281,1205.8,1.9,7932,Saudi Arabia,45+,Female,5.6,2021-07-12
CRE0195,nelsonshannon,Photography & Videography,Substack,LinkedIn,45123,Micro,0.5705,2522.96,2.9,1527,Denmark,18-24,Male,3.7,2021-03-29
CRE0196,jacob20,Food & Cooking,Instagram,Substack,66489,Micro,0.0487,641.51,4.3,2222,Spain,18-24,Male,4.3,2024-11-29
CRE0197,tinascott,Parenting & Family,LinkedIn,Instagram,7779,Nano,0.0226,105.02,4.8,327,Faroe Islands,45+,Female,1.8,2021-08-05
CRE0198,khanjonathan,Business & Entrepreneurship,LinkedIn,Twitter/X,31916,Micro,0.027,257.26,2.7,3885,Romania,35-44,Male,6.7,2025-03-24
CRE0199,john71,Sustainable Living,Twitter/X,TikTok,340051,Mid,0.024,4844.17,6.8,23594,American Samoa,35-44,Male,3.0,2025-07-08
CRE0200,wilsonalicia,Beauty & Fashion,TikTok,Instagram,36326,Micro,0.0696,418.33,7.7,5301,Central African Republic,35-44,Mixed,5.2,2023-09-22
CRE0201,cardenasteresa,Photography & Videography,TikTok,Substack,61502,Micro,0.0324,325.55,1.8,7367,Korea,18-24,Mixed,3.8,2020-07-26
CRE0202,roberttucker,Language Learning,TikTok,Twitter/X,536259,Macro,0.0913,10453.2,5.5,20427,Syrian Arab Republic,35-44,Female,2.5,2019-12-12
CRE0203,rgreen,Science & Space,LinkedIn,Twitter/X,88372,Micro,0.0175,733.73,4.6,10851,El Salvador,35-44,Mixed,6.4,2024-03-28
CRE0204,mauricewebster,Travel & Adventure,YouTube,TikTok,444772,Mid,0.0416,5445.82,5.4,11456,Congo,45+,Male,6.8,2023-01-17
CRE0205,fcooper,Food & Cooking,YouTube,Substack,39098,Micro,0.0255,382.98,2.2,2683,British Virgin Islands,45+,Mixed,4.5,2023-10-30
CRE0206,leah41,Beauty & Fashion,TikTok,Twitter/X,3024888,Mega,0.0585,14601.46,7.4,94258,Isle of Man,25-34,Male,2.9,2023-04-29
CRE0207,jasminedelgado,Education & Online Courses,Twitter/X,YouTube,349646,Mid,0.0279,2917.73,2.8,43819,Western Sahara,18-24,Female,6.1,2025-06-26
CRE0208,daltonbell,Food & Cooking,Substack,Instagram,987547,Macro,0.5743,78836.28,4.4,90605,Saudi Arabia,35-44,Mixed,3.6,2023-05-26
CRE0209,thomasian,Photography & Videography,LinkedIn,Substack,197720,Mid,0.0199,543.34,7.1,15510,Bhutan,45+,Male,1.0,2020-08-16
CRE0210,felicia89,Education & Online Courses,TikTok,Substack,132801,Mid,0.0452,1498.94,1.9,8283,Brazil,45+,Female,2.6,2023-09-15
CRE0211,deborahstanley,Personal Development,Substack,LinkedIn,60939,Micro,0.3126,1377.67,5.1,7665,Iraq,35-44,Mixed,4.5,2019-09-20
CRE0212,jamesmiller,Parenting & Family,YouTube,TikTok,25328,Micro,0.0297,125.83,4.3,1883,Georgia,25-34,Mixed,3.3,2020-04-19
CRE0213,tvillarreal,Sustainable Living,Substack,TikTok,438302,Mid,0.5255,10057.91,1.6,26690,Heard Island and McDonald Islands,45+,Mixed,1.3,2022-03-30
CRE0214,nicholasjohnson,Finance & Investing,LinkedIn,Substack,60324,Micro,0.023,863.54,5.4,4414,Cyprus,45+,Male,5.3,2023-03-13
CRE0215,micheal01,Sustainable Living,Instagram,TikTok,14044,Micro,0.0371,44.8,4.5,587,Myanmar,45+,Mixed,5.5,2023-10-09
CRE0216,banksamber,Pet Care,Twitter/X,Substack,24969,Micro,0.0159,135.4,6.7,1690,Germany,18-24,Mixed,3.6,2020-09-01
CRE0217,jenniferleonard,Science & Space,YouTube,Twitter/X,442712,Mid,0.0401,7438.61,2.5,58476,Peru,18-24,Male,6.2,2019-07-14
CRE0218,underwoodcory,Photography & Videography,Instagram,Substack,808241,Macro,0.0262,9069.16,5.2,33604,French Southern Territories,25-34,Female,5.9,2018-11-19
CRE0219,coffeyseth,Music & Audio Production,Twitter/X,Substack,80617,Micro,0.0282,509.14,2.5,10604,Monaco,18-24,Female,6.8,2022-10-31
CRE0220,pbates,Technology & Software,TikTok,Instagram,566525,Macro,0.1036,10397.46,2.4,63723,Rwanda,25-34,Mixed,3.4,2019-10-24
CRE0221,hortonann,Business & Entrepreneurship,Substack,LinkedIn,336973,Mid,0.6637,24933.88,4.4,18927,Pakistan,35-44,Male,6.7,2021-11-20
CRE0222,jbrown,Finance & Investing,Substack,TikTok,70089,Micro,0.5597,3860.11,6.9,8651,Trinidad and Tobago,45+,Female,6.8,2020-08-04
CRE0223,melissa08,Sustainable Living,TikTok,Twitter/X,47171,Micro,0.0476,533.42,6.4,6426,Chile,18-24,Female,1.6,2023-05-16
CRE0224,fharris,Finance & Investing,YouTube,Instagram,582828,Macro,0.0534,5733.47,7.9,44069,Papua New Guinea,25-34,Mixed,2.8,2021-04-16
CRE0225,cartermelissa,Travel & Adventure,Substack,LinkedIn,20803,Micro,0.2476,264.32,5.2,2379,Botswana,25-34,Male,4.9,2019-04-14
CRE0226,jonesdavid,Finance & Investing,Instagram,Substack,169572,Mid,0.0514,2037.63,5.6,3596,Turks and Caicos Islands,35-44,Female,6.9,2022-12-14
CRE0227,deborah13,Beauty & Fashion,LinkedIn,TikTok,60209,Micro,0.0365,249.19,7.1,2277,Greenland,25-34,Mixed,7.0,2019-10-27
CRE0228,iburch,Travel & Adventure,Twitter/X,LinkedIn,419983,Mid,0.0258,4490.99,3.1,20032,Mozambique,25-34,Male,4.7,2023-03-07
CRE0229,ischneider,Education & Online Courses,YouTube,Twitter/X,573407,Macro,0.0402,4695.13,2.9,21891,Slovakia (Slovak Republic),35-44,Mixed,1.5,2024-06-03
CRE0230,cassandra12,Home Decor & Interior Design,Substack,Twitter/X,5942,Nano,0.2699,89.11,4.3,696,Niue,35-44,Mixed,1.3,2020-11-25
CRE0231,katiejohnson,Sustainable Living,LinkedIn,YouTube,75481,Micro,0.0231,1011.61,7.9,10673,Brazil,25-34,Male,6.2,2024-08-04
CRE0232,ajones,Science & Space,TikTok,YouTube,190581,Mid,0.0547,2838.39,0.6,5484,Tunisia,35-44,Female,1.2,2018-11-23
CRE0233,rogersstephanie,Comedy & Entertainment,Twitter/X,Substack,75673,Micro,0.0207,550.1,4.5,3015,Germany,18-24,Male,1.5,2020-06-30
CRE0234,debracampbell,Beauty & Fashion,Twitter/X,YouTube,86865,Micro,0.0137,823.99,2.8,6677,Korea,25-34,Female,2.5,2023-02-02
CRE0235,amybutler,Food & Cooking,LinkedIn,YouTube,128850,Mid,0.0205,1460.51,0.6,4875,Somalia,18-24,Female,4.0,2022-02-08
CRE0236,kevinwallace,Personal Development,Twitter/X,TikTok,477888,Mid,0.0292,2835.53,1.5,58085,Liechtenstein,35-44,Mixed,6.3,2018-07-19
CRE0237,dukeelizabeth,Parenting & Family,LinkedIn,Twitter/X,18371,Micro,0.0233,187.45,3.9,1227,Martinique,45+,Mixed,2.0,2019-12-25
CRE0238,robertmayer,Business & Entrepreneurship,YouTube,TikTok,853433,Macro,0.0725,13584.88,6.1,17353,Guinea-Bissau,18-24,Female,1.3,2022-04-19
CRE0239,emmapeterson,Comedy & Entertainment,Instagram,Twitter/X,14635,Micro,0.013,155.56,2.2,765,Philippines,35-44,Male,6.0,2024-08-17
CRE0240,odonnellalexis,Music & Audio Production,YouTube,Substack,127615,Mid,0.0313,635.62,7.9,18380,United States of America,18-24,Male,6.2,2021-09-13
CRE0241,charlene39,Parenting & Family,YouTube,Substack,104178,Mid,0.0332,1366.15,2.3,7071,Kiribati,45+,Female,5.4,2024-05-06
CRE0242,alexandramcmahon,Photography & Videography,Instagram,Substack,7718,Nano,0.0414,24.44,3.1,996,British Virgin Islands,18-24,Male,1.0,2025-08-03
CRE0243,elizabeth57,Comedy & Entertainment,Substack,YouTube,154499,Mid,0.5572,6293.41,7.8,5949,Tajikistan,35-44,Female,1.3,2020-10-24
CRE0244,ghughes,Personal Development,LinkedIn,YouTube,295293,Mid,0.0456,2831.02,4.9,25308,Pakistan,45+,Female,4.6,2018-12-01
CRE0245,mistygriffin,Science & Space,Substack,LinkedIn,1993092,Mega,0.3818,108130.62,5.8,230393,Peru,35-44,Male,2.6,2019-01-20
CRE0246,daniel50,Education & Online Courses,Instagram,YouTube,406555,Mid,0.0548,1944.51,1.7,32763,Romania,45+,Female,4.2,2020-07-18
CRE0247,phamandrew,Language Learning,TikTok,Substack,162869,Mid,0.0875,1539.77,0.8,20956,Kyrgyz Republic,35-44,Female,1.5,2020-12-31
CRE0248,ljones,Music & Audio Production,LinkedIn,Instagram,455039,Mid,0.0323,3003.1,0.7,33022,Burkina Faso,45+,Mixed,5.5,2021-01-07
CRE0249,pbooth,Food & Cooking,LinkedIn,Instagram,28322,Micro,0.0269,352.56,1.5,3599,Japan,35-44,Mixed,4.8,2025-06-12
CRE0250,patricia33,Travel & Adventure,Twitter/X,YouTube,139314,Mid,0.0215,375.43,2.0,14485,France,25-34,Female,6.4,2021-12-08
CRE0251,huffmanlogan,Food & Cooking,YouTube,Twitter/X,526548,Macro,0.0477,7945.76,4.2,36729,Cambodia,45+,Female,3.1,2020-04-25
CRE0252,jesusowens,Business & Entrepreneurship,TikTok,Substack,177925,Mid,0.0805,753.59,5.1,18530,Monaco,45+,Male,6.3,2023-08-04
CRE0253,sarah31,Technology & Software,YouTube,TikTok,27987,Micro,0.025,348.86,5.2,3478,Isle of Man,18-24,Male,5.7,2022-03-30
CRE0254,pcortez,Sustainable Living,Twitter/X,Substack,280372,Mid,0.0242,3874.59,2.9,15464,Algeria,18-24,Male,4.6,2018-07-19
CRE0255,chill,Business & Entrepreneurship,YouTube,TikTok,747298,Macro,0.0199,10748.59,1.3,78759,Bulgaria,35-44,Mixed,5.9,2018-11-05
CRE0256,edwinvaughn,Photography & Videography,Twitter/X,Instagram,918062,Macro,0.0181,6379.86,1.8,89077,Ethiopia,35-44,Mixed,1.2,2022-02-28
CRE0257,john86,Beauty & Fashion,Twitter/X,TikTok,938670,Macro,0.0324,8602.99,1.8,23406,China,18-24,Female,4.6,2018-06-10
CRE0258,valeriewalker,Personal Development,LinkedIn,TikTok,4300,Nano,0.0238,53.58,5.9,599,Bermuda,35-44,Female,1.1,2024-10-17
CRE0259,shawphillip,Beauty & Fashion,YouTube,Twitter/X,951238,Macro,0.0369,11779.3,4.9,60644,New Caledonia,35-44,Female,6.9,2023-02-12
CRE0260,uhanson,Sustainable Living,Substack,Twitter/X,83659,Micro,0.4893,4405.27,6.4,4101,French Guiana,25-34,Male,2.8,2021-07-09
CRE0261,brett27,Beauty & Fashion,Instagram,Substack,468054,Mid,0.0449,8099.75,0.7,46014,Saint Lucia,25-34,Mixed,4.4,2023-10-13
CRE0262,isaiah64,Beauty & Fashion,TikTok,LinkedIn,224778,Mid,0.0543,1896.51,1.8,30365,Nepal,18-24,Mixed,5.0,2021-12-25
CRE0263,michael27,Language Learning,YouTube,Instagram,42707,Micro,0.0361,573.7,0.9,3287,Palau,45+,Female,6.3,2023-09-30
CRE0264,amber79,Comedy & Entertainment,TikTok,Substack,153177,Mid,0.0443,2274.02,5.4,16746,Lebanon,25-34,Male,1.4,2018-08-04
CRE0265,richardosborn,Home Decor & Interior Design,YouTube,Instagram,23726,Micro,0.0465,200.02,4.6,3244,Japan,18-24,Male,4.6,2025-02-05
CRE0266,sbeck,Sustainable Living,Substack,LinkedIn,3703,Nano,0.4871,175.51,1.7,122,Panama,25-34,Female,3.5,2024-06-06
CRE0267,griffinhannah,Pet Care,TikTok,Twitter/X,255923,Mid,0.0604,3168.12,1.7,17123,Venezuela,45+,Female,2.8,2025-08-22
CRE0268,matthewhess,Sustainable Living,Instagram,LinkedIn,37125,Micro,0.0383,190.4,7.8,3028,Israel,18-24,Male,5.7,2023-07-01
CRE0269,alvaradojenna,Sustainable Living,Substack,TikTok,94130,Micro,0.367,4771.69,1.9,2428,Malaysia,45+,Male,2.6,2021-03-25
CRE0270,christina70,Technology & Software,Instagram,LinkedIn,449945,Mid,0.0332,1778.22,6.6,33214,Uruguay,25-34,Mixed,1.4,2022-07-23
CRE0271,morgankathleen,Personal Development,LinkedIn,Twitter/X,3881771,Mega,0.0307,54877.44,2.7,276865,Cambodia,18-24,Mixed,4.4,2024-01-05
CRE0272,blackwelldavid,Beauty & Fashion,YouTube,TikTok,735426,Macro,0.0299,3562.18,7.8,92001,Niue,25-34,Female,3.5,2023-02-06
CRE0273,jamesrivera,Education & Online Courses,Substack,YouTube,87994,Micro,0.4353,5248.11,1.2,8124,Svalbard & Jan Mayen Islands,35-44,Male,4.1,2018-05-10
CRE0274,daviskelly,Personal Development,LinkedIn,Substack,29613,Micro,0.0415,145.9,4.9,4306,Uruguay,18-24,Female,4.4,2019-05-08
CRE0275,hillkristen,Home Decor & Interior Design,Twitter/X,Substack,960269,Macro,0.015,7570.98,4.0,40701,Iceland,45+,Female,4.7,2022-09-21
CRE0276,devinjones,Technology & Software,LinkedIn,YouTube,673798,Macro,0.0289,7734.34,6.1,94135,Korea,35-44,Female,3.0,2021-08-13
CRE0277,bholt,Home Decor & Interior Design,TikTok,Instagram,949962,Macro,0.0573,15972.47,2.8,110845,Kenya,35-44,Male,5.4,2024-12-31
CRE0278,esanchez,Travel & Adventure,Instagram,Substack,313474,Mid,0.0305,3849.25,7.0,39727,Ghana,25-34,Female,2.9,2023-11-25
CRE0279,stacey82,Comedy & Entertainment,Instagram,TikTok,374876,Mid,0.0368,2014.21,6.8,19656,Hungary,45+,Female,6.5,2020-06-13
CRE0280,adamsmark,Business & Entrepreneurship,TikTok,YouTube,764831,Macro,0.057,7167.99,5.6,39352,Mexico,45+,Mixed,3.7,2023-07-16
CRE0281,heather41,Pet Care,TikTok,Twitter/X,43903,Micro,0.0598,340.31,0.9,5751,Guatemala,25-34,Female,4.9,2020-07-14
CRE0282,figueroadaniel,Business & Entrepreneurship,Substack,YouTube,110513,Mid,0.2437,4043.82,4.1,4111,Mongolia,25-34,Mixed,5.8,2020-09-22
CRE0283,andre02,Business & Entrepreneurship,Twitter/X,LinkedIn,660148,Macro,0.0178,3696.8,6.9,52593,Egypt,25-34,Male,2.8,2024-01-21
CRE0284,joshua33,Comedy & Entertainment,Twitter/X,TikTok,77045,Micro,0.0108,1023.9,4.7,7488,Japan,35-44,Male,5.1,2023-08-15
CRE0285,jose67,Travel & Adventure,TikTok,LinkedIn,3686849,Mega,0.0534,48418.93,1.9,321670,Denmark,25-34,Female,5.8,2024-12-11
CRE0286,ischwartz,Comedy & Entertainment,Substack,LinkedIn,28340,Micro,0.5468,1688.74,8.0,1522,Falkland Islands (Malvinas),45+,Male,3.3,2018-08-12
CRE0287,alexandernicole,Education & Online Courses,TikTok,LinkedIn,216582,Mid,0.05,2195.28,4.3,28134,Greenland,25-34,Male,1.6,2019-08-27
CRE0288,campbelltimothy,Business & Entrepreneurship,Substack,TikTok,899988,Macro,0.2727,37320.27,5.4,44003,Tokelau,25-34,Mixed,6.2,2022-12-07
CRE0289,maryanderson,Parenting & Family,TikTok,Substack,48541,Micro,0.0512,186.18,4.9,4887,Spain,45+,Female,4.0,2022-07-01
CRE0290,danielthompson,Personal Development,TikTok,Instagram,179051,Mid,0.062,978.57,3.1,26559,Montenegro,45+,Female,2.9,2020-03-28
CRE0291,stephaniemartin,Travel & Adventure,LinkedIn,Instagram,33176,Micro,0.024,268.24,6.2,1390,Lao People's Democratic Republic,25-34,Male,5.7,2019-03-16
CRE0292,brenda12,Beauty & Fashion,Twitter/X,LinkedIn,325134,Mid,0.0219,2391.48,3.4,8097,Hungary,25-34,Mixed,3.2,2018-05-17
CRE0293,lewistina,Parenting & Family,Twitter/X,TikTok,98702,Micro,0.0298,546.11,2.8,3291,Panama,35-44,Female,1.4,2018-09-24
CRE0294,cindy28,Home Decor & Interior Design,TikTok,LinkedIn,372780,Mid,0.0608,4773.68,3.8,40737,Tajikistan,25-34,Male,7.0,2023-09-18
CRE0295,phall,Music & Audio Production,Instagram,TikTok,62873,Micro,0.0424,1060.84,6.0,6077,Uganda,25-34,Female,3.2,2025-07-06
CRE0296,petersmichael,Technology & Software,LinkedIn,Substack,634107,Macro,0.0256,7735.41,0.9,94677,Martinique,18-24,Mixed,6.0,2018-10-04
CRE0297,xellis,Food & Cooking,LinkedIn,YouTube,164799,Mid,0.0169,680.3,2.8,17471,Turks and Caicos Islands,35-44,Mixed,4.6,2019-10-03
CRE0298,david24,Science & Space,YouTube,Instagram,423851,Mid,0.036,1831.54,6.4,35902,Colombia,25-34,Male,6.0,2020-06-24
CRE0299,jamiefrey,Music & Audio Production,Substack,LinkedIn,184081,Mid,0.6033,5278.18,3.0,3747,North Macedonia,18-24,Female,6.0,2025-09-20
CRE0300,qvargas,Sustainable Living,Instagram,YouTube,908696,Macro,0.038,8924.79,7.3,94289,New Caledonia,45+,Male,2.6,2018-10-12
CRE0301,timothymurray,Food & Cooking,Instagram,YouTube,946823,Macro,0.0302,6320.47,1.2,112261,Suriname,18-24,Female,6.1,2025-08-28
CRE0302,wwilson,Gaming & Esports,TikTok,LinkedIn,67372,Micro,0.0913,1488.71,7.1,2161,Equatorial Guinea,35-44,Female,1.7,2022-09-15
CRE0303,carolinebrown,Language Learning,TikTok,Instagram,861707,Macro,0.0791,13100.39,1.3,95220,South Georgia and the South Sandwich Islands,18-24,Female,1.6,2024-11-03
CRE0304,heather61,Sustainable Living,Twitter/X,TikTok,195032,Mid,0.0113,1761.14,5.1,25770,Romania,25-34,Male,6.5,2019-06-26
CRE0305,seanmartinez,Science & Space,LinkedIn,Substack,5286,Nano,0.0243,70.19,6.3,501,Equatorial Guinea,25-34,Mixed,6.2,2024-01-15
CRE0306,jwalsh,Personal Development,Substack,Instagram,149934,Mid,0.4324,5051.7,4.1,15935,Monaco,45+,Female,6.0,2024-06-23
CRE0307,adamcordova,Technology & Software,YouTube,TikTok,182275,Mid,0.0265,1604.44,1.1,15295,Iraq,25-34,Male,6.8,2018-10-13
CRE0308,blake67,Personal Development,Instagram,TikTok,298515,Mid,0.0346,2423.97,1.1,23207,Jordan,45+,Female,6.1,2023-03-26
CRE0309,stephaniekidd,Parenting & Family,YouTube,Substack,4125758,Mega,0.0368,34560.61,4.6,525490,Burkina Faso,35-44,Mixed,4.4,2025-07-23
CRE0310,colleensherman,Language Learning,TikTok,Twitter/X,17113,Micro,0.0531,266.35,3.0,2049,Vietnam,45+,Mixed,4.9,2023-04-17
CRE0311,robinlawrence,Food & Cooking,YouTube,LinkedIn,216259,Mid,0.0512,2725.94,4.6,14836,Sao Tome and Principe,18-24,Female,6.4,2023-09-27
CRE0312,amyfarley,Beauty & Fashion,Substack,Twitter/X,314544,Mid,0.4517,5326.82,2.0,11228,Tunisia,45+,Female,3.7,2020-05-09
CRE0313,timothydunn,Parenting & Family,YouTube,Twitter/X,124379,Mid,0.0605,1574.69,3.9,12016,Cote d'Ivoire,25-34,Male,1.0,2018-10-05
CRE0314,hilljohn,Pet Care,LinkedIn,Instagram,753195,Macro,0.0186,10043.88,5.7,32066,Greenland,25-34,Female,3.3,2024-12-13
CRE0315,jeffreyjohnson,Parenting & Family,Twitter/X,TikTok,719500,Macro,0.0332,9223.15,3.5,46459,Taiwan,35-44,Male,5.8,2019-10-07
CRE0316,amy42,Science & Space,Twitter/X,Substack,492391,Mid,0.0183,4149.11,7.0,55415,Argentina,25-34,Female,2.3,2021-06-23
CRE0317,xmills,Music & Audio Production,Substack,TikTok,95208,Micro,0.5335,4478.28,5.8,11320,Iceland,45+,Mixed,4.4,2025-09-12
CRE0318,duartekatie,Science & Space,Substack,LinkedIn,379918,Mid,0.4369,9911.86,6.6,33415,Jamaica,18-24,Male,1.9,2018-11-07
CRE0319,brian95,Education & Online Courses,TikTok,YouTube,184376,Mid,0.0872,1195.7,5.7,10761,Kyrgyz Republic,18-24,Male,5.9,2019-05-14
CRE0320,miranda17,Pet Care,Instagram,Substack,394267,Mid,0.0334,3097.26,6.4,48828,Switzerland,35-44,Mixed,5.0,2022-06-30
CRE0321,steven79,Comedy & Entertainment,LinkedIn,TikTok,3873722,Mega,0.0214,10015.11,2.0,515013,Albania,45+,Female,6.5,2025-06-24
CRE0322,christopherware,Music & Audio Production,Twitter/X,Instagram,416348,Mid,0.027,2096.38,2.7,17930,Sierra Leone,18-24,Female,6.8,2023-12-24
CRE0323,fsnyder,Food & Cooking,LinkedIn,TikTok,5572,Nano,0.0213,52.99,0.5,449,Hong Kong,25-34,Female,1.9,2021-11-01
CRE0324,jacobbenjamin,Technology & Software,Substack,Twitter/X,447021,Mid,0.4252,11765.88,4.6,13175,Liechtenstein,35-44,Mixed,2.3,2020-04-12
CRE0325,seanyoung,Personal Development,YouTube,TikTok,183556,Mid,0.0271,681.11,7.1,19499,Guadeloupe,35-44,Male,2.8,2025-02-24
CRE0326,powellerica,Personal Development,LinkedIn,YouTube,4454799,Mega,0.0297,55013.09,1.4,289477,United States of America,25-34,Mixed,4.7,2025-03-08
CRE0327,vasquezadam,Photography & Videography,YouTube,LinkedIn,268263,Mid,0.0243,1044.95,4.6,15228,Saint Barthelemy,35-44,Mixed,5.8,2023-03-20
CRE0328,wmorris,Sustainable Living,YouTube,Substack,95397,Micro,0.0545,578.52,1.1,3097,Tokelau,18-24,Mixed,1.4,2025-04-11
CRE0329,colonmichael,Education & Online Courses,Substack,LinkedIn,154487,Mid,0.5199,10329.73,5.3,21963,Romania,25-34,Female,3.8,2021-12-08
CRE0330,mnunez,Technology & Software,YouTube,Substack,33329,Micro,0.0617,535.81,1.0,4226,Malawi,35-44,Male,3.3,2025-04-14
CRE0331,william26,Comedy & Entertainment,LinkedIn,Substack,61052,Micro,0.0207,620.04,1.0,7141,Peru,18-24,Mixed,6.1,2022-03-25
CRE0332,cody43,Personal Development,YouTube,Instagram,99899,Micro,0.0268,635.07,2.6,14032,Brunei Darussalam,45+,Male,5.9,2018-07-25
CRE0333,rmorgan,Sustainable Living,Instagram,LinkedIn,171503,Mid,0.0346,2422.62,7.7,6642,India,35-44,Female,4.3,2024-06-10
CRE0334,lewissandra,Beauty & Fashion,YouTube,Instagram,7456,Nano,0.0186,65.18,2.8,874,Moldova,35-44,Female,3.5,2025-06-17
CRE0335,jake83,Personal Development,Instagram,Substack,38939,Micro,0.0291,158.16,6.9,5088,Burkina Faso,45+,Mixed,4.3,2021-06-23
CRE0336,jessica46,Travel & Adventure,TikTok,LinkedIn,86099,Micro,0.0508,892.23,3.2,9235,British Virgin Islands,25-34,Female,2.7,2018-12-31
CRE0337,danielapril,Education & Online Courses,TikTok,Substack,272147,Mid,0.0486,3171.27,4.8,34018,Saint Martin,45+,Female,1.0,2020-12-23
CRE0338,williamsdaniel,Photography & Videography,Substack,TikTok,328654,Mid,0.373,7410.15,1.5,37889,Panama,45+,Male,3.7,2021-08-23
CRE0339,jsanchez,Sustainable Living,Twitter/X,Instagram,94613,Micro,0.011,1111.87,7.2,4308,Congo,18-24,Mixed,1.5,2018-06-05
CRE0340,mark91,Personal Development,Substack,Instagram,7637,Nano,0.289,287.93,7.3,700,Lao People's Democratic Republic,45+,Mixed,5.7,2022-04-27
CRE0341,danielbrown,Comedy & Entertainment,Instagram,Substack,809120,Macro,0.0341,7212.21,1.2,54455,Peru,18-24,Mixed,2.4,2025-02-07
CRE0342,weaverashley,Gaming & Esports,Twitter/X,Substack,30869,Micro,0.0151,134.71,5.4,4500,Nauru,45+,Male,1.2,2023-09-08
CRE0343,blankenshipjonathan,Photography & Videography,YouTube,LinkedIn,40673,Micro,0.0479,666.36,3.4,5666,Saint Pierre and Miquelon,18-24,Female,6.9,2021-11-07
CRE0344,hmitchell,Food & Cooking,Substack,TikTok,3657372,Mega,0.4744,216307.71,4.8,344234,Nepal,45+,Mixed,3.3,2024-10-22
CRE0345,tyler68,Travel & Adventure,Twitter/X,LinkedIn,39215,Micro,0.0144,479.0,6.4,5307,Croatia,18-24,Mixed,6.3,2023-02-24
CRE0346,qdennis,Gaming & Esports,Instagram,TikTok,94341,Micro,0.034,607.82,1.9,6329,Myanmar,18-24,Mixed,2.4,2021-12-02
