campaign_id,creator_id,campaign_type,niche,email_list_size,emails_sent,open_rate,click_rate,conversion_rate,unsubscribe_rate,revenue_generated_usd,revenue_per_email_usd,ai_generated_copy,send_date,send_day_of_week,subject_line_length,has_emoji_in_subject,sequence_number
EML0171,CRE0293,Promotional Offer,Finance & Investing,14496,14108,0.229,0.047,0.0038,0.01,13261.74,8.5,True,2025-12-16,Wednesday,33,False,4
EML0172,CRE0173,Weekly Newsletter,Home Decor & Interior Design,10930,10622,0.236,0.071,0.0077,0.0079,0.0,0.0,False,2026-02-12,Friday,53,True,1
EML0173,CRE0123,Re-engagement,Photography & Videography,11114,10687,0.13,0.013,0.0016,0.0101,0.0,0.0,True,2025-03-28,Thursday,72,False,1
EML0174,CRE0480,Abandoned Cart Recovery,Language Learning,8171,7870,0.33,0.053,0.01,0.0059,1486.27,1.04,False,2026-01-02,Friday,61,True,1
EML0175,CRE0283,Product Launch,Home Decor & Interior Design,5652,5607,0.485,0.137,0.0097,0.006,19753.78,5.26,True,2026-02-28,Tuesday,59,True,5
EML0176,CRE0312,Re-engagement,Photography & Videography,9316,8824,0.246,0.08,0.0149,0.0041,0.0,0.0,False,2025-06-12,Tuesday,43,False,1
EML0177,CRE0590,Promotional Offer,Science & Space,3639,3440,0.207,0.048,0.0068,0.0041,1077.48,2.98,True,2025-05-10,Tuesday,40,False,3
EML0178,CRE0428,New Content Alert,Science & Space,12749,12051,0.419,0.068,0.0109,0.0149,0.0,0.0,True,2025-10-20,Thursday,47,False,5
EML0179,CRE0425,Abandoned Cart Recovery,Technology & Software,4588,4265,0.416,0.127,0.0223,0.0077,9283.66,3.83,False,2026-01-02,Wednesday,41,True,5
EML0180,CRE0059,New Content Alert,Education & Online Courses,5426,5261,0.3,0.046,0.0073,0.0097,0.0,0.0,False,2026-02-09,Friday,42,False,5
EML0181,CRE0376,Weekly Newsletter,Music & Audio Production,1499,1497,0.274,0.059,0.0112,0.0062,0.0,0.0,False,2025-06-10,Friday,62,False,1
EML0182,CRE0028,Re-engagement,Business & Entrepreneurship,7649,7251,0.204,0.029,0.0022,0.004,0.0,0.0,True,2025-07-07,Tuesday,64,False,1
EML0183,CRE0262,Weekly Newsletter,Beauty & Fashion,7287,7120,0.324,0.078,0.0068,0.0041,0.0,0.0,False,2025-08-26,Tuesday,37,True,3
EML0184,CRE0222,Promotional Offer,Parenting & Family,4702,4621,0.342,0.096,0.0052,0.0089,15715.48,10.18,True,2025-06-23,Thursday,71,False,1
EML0185,CRE0074,Product Launch,Technology & Software,6082,5606,0.38,0.083,0.0079,0.002,20602.14,10.74,True,2025-07-04,Monday,44,False,1
EML0186,CRE0575,Re-engagement,Personal Development,12450,11780,0.235,0.056,0.0084,0.0082,0.0,0.0,False,2026-03-08,Monday,41,False,4
EML0187,CRE0158,Promotional Offer,Pet Care,9846,9702,0.208,0.061,0.0034,0.0015,1986.32,1.59,False,2025-09-27,Wednesday,31,False,5
EML0188,CRE0492,Weekly Newsletter,Pet Care,12556,12429,0.348,0.055,0.0099,0.012,0.0,0.0,True,2025-07-19,Friday,74,True,3
EML0189,CRE0186,Weekly Newsletter,Beauty & Fashion,2911,2724,0.387,0.044,0.0075,0.0024,0.0,0.0,True,2025-11-11,Friday,38,False,3
EML0190,CRE0181,Abandoned Cart Recovery,Business & Entrepreneurship,6631,6202,0.542,0.088,0.0071,0.0031,6894.73,2.18,False,2025-07-20,Friday,44,True,2
EML0191,CRE0550,Re-engagement,Education & Online Courses,14009,13107,0.217,0.073,0.0123,0.0131,0.0,0.0,False,2025-10-02,Friday,49,True,2
EML0192,CRE0335,Weekly Newsletter,Personal Development,6700,6307,0.234,0.054,0.0072,0.0114,0.0,0.0,True,2025-12-20,Monday,72,False,2
EML0193,CRE0081,Re-engagement,Gaming & Esports,7609,7261,0.151,0.037,0.0023,0.0087,0.0,0.0,True,2025-11-10,Wednesday,71,True,3
EML0194,CRE0556,Product Launch,Business & Entrepreneurship,256,237,0.298,0.084,0.0103,0.006,133.29,2.08,True,2025-12-30,Thursday,55,False,3
EML0195,CRE0192,Weekly Newsletter,Science & Space,5189,4880,0.235,0.075,0.0078,0.0024,0.0,0.0,False,2025-10-15,Thursday,54,False,3
EML0196,CRE0498,Abandoned Cart Recovery,Gaming & Esports,4024,3753,0.619,0.185,0.013,0.0083,43684.63,9.48,False,2026-03-04,Wednesday,75,False,3
EML0197,CRE0169,Weekly Newsletter,Science & Space,14824,14706,0.217,0.066,0.011,0.0087,0.0,0.0,True,2025-09-06,Tuesday,71,True,3
EML0198,CRE0252,New Content Alert,Parenting & Family,11342,10727,0.406,0.1,0.0082,0.0023,0.0,0.0,True,2025-09-24,Wednesday,58,True,5
EML0199,CRE0127,New Content Alert,Education & Online Courses,7534,7385,0.242,0.045,0.0043,0.0035,0.0,0.0,False,2025-11-18,Tuesday,31,False,3
EML0200,CRE0320,New Content Alert,Home Decor & Interior Design,10888,10569,0.312,0.063,0.0058,0.014,0.0,0.0,True,2026-01-13,Wednesday,39,False,4
EML0201,CRE0023,Product Launch,Pet Care,3752,3702,0.467,0.15,0.0231,0.015,9619.49,3.66,False,2025-09-12,Tuesday,67,True,1
EML0202,CRE0549,Weekly Newsletter,Comedy & Entertainment,4797,4749,0.237,0.044,0.008,0.0117,0.0,0.0,True,2025-11-05,Friday,66,False,1
EML0203,CRE0583,Promotional Offer,Pet Care,1009,994,0.202,0.035,0.0059,0.009,828.21,11.61,False,2025-04-04,Wednesday,63,True,4
EML0204,CRE0025,Product Launch,Music & Audio Production,4154,3842,0.482,0.096,0.0124,0.0082,9014.83,4.69,True,2025-06-09,Tuesday,42,False,5
EML0205,CRE0318,Abandoned Cart Recovery,Music & Audio Production,3602,3401,0.494,0.162,0.0295,0.005,1873.7,0.65,False,2025-03-24,Wednesday,62,False,4
EML0206,CRE0455,Abandoned Cart Recovery,Finance & Investing,14310,13344,0.403,0.095,0.011,0.0123,11998.1,2.19,False,2025-10-05,Friday,47,False,5
EML0207,CRE0513,Promotional Offer,Personal Development,1753,1688,0.31,0.098,0.0081,0.0116,3988.88,7.49,False,2026-02-17,Wednesday,40,False,5
EML0208,CRE0341,Product Launch,Sustainable Living,8639,8161,0.516,0.073,0.0052,0.0096,34331.16,10.55,False,2025-10-05,Wednesday,62,True,4
EML0209,CRE0244,Abandoned Cart Recovery,Travel & Adventure,3990,3734,0.34,0.074,0.0147,0.0102,7840.33,7.81,False,2025-08-02,Wednesday,46,False,2
EML0210,CRE0408,Weekly Newsletter,Gaming & Esports,12621,12455,0.305,0.097,0.0132,0.0036,0.0,0.0,False,2026-01-09,Tuesday,56,False,5
EML0211,CRE0170,Promotional Offer,Photography & Videography,5711,5685,0.285,0.048,0.0057,0.0012,3554.75,4.55,False,2025-12-20,Monday,58,False,4
EML0212,CRE0338,Abandoned Cart Recovery,Business & Entrepreneurship,8364,8350,0.524,0.182,0.0299,0.0101,82079.0,10.29,True,2026-01-02,Thursday,55,False,2
EML0213,CRE0569,New Content Alert,Language Learning,5648,5238,0.359,0.067,0.0081,0.0019,0.0,0.0,False,2026-01-30,Monday,36,False,3
EML0214,CRE0312,Re-engagement,Finance & Investing,11225,10689,0.15,0.027,0.0021,0.0065,0.0,0.0,True,2025-08-03,Thursday,47,True,1
EML0215,CRE0122,Re-engagement,Finance & Investing,8103,7574,0.197,0.03,0.0039,0.0027,0.0,0.0,False,2025-08-31,Friday,62,False,3
EML0216,CRE0520,Promotional Offer,Comedy & Entertainment,7553,7250,0.246,0.043,0.0047,0.0121,4170.55,5.22,True,2025-07-14,Tuesday,57,False,2
EML0217,CRE0589,Promotional Offer,Business & Entrepreneurship,7782,7646,0.231,0.042,0.0038,0.0139,7346.24,9.73,True,2025-08-22,Monday,39,False,5
EML0218,CRE0314,New Content Alert,Music & Audio Production,3665,3497,0.446,0.074,0.0107,0.003,0.0,0.0,True,2025-04-18,Monday,63,False,4
EML0219,CRE0594,Weekly Newsletter,Finance & Investing,5471,5194,0.308,0.032,0.004,0.0145,0.0,0.0,False,2026-01-19,Thursday,68,True,2
EML0220,CRE0331,Weekly Newsletter,Science & Space,258,249,0.226,0.057,0.0048,0.0141,0.0,0.0,False,2026-01-28,Tuesday,48,True,3
EML0221,CRE0149,Weekly Newsletter,Pet Care,13452,12530,0.356,0.049,0.005,0.0137,0.0,0.0,True,2025-12-08,Tuesday,47,False,4
EML0222,CRE0094,Re-engagement,Travel & Adventure,13221,12958,0.174,0.057,0.0059,0.0087,0.0,0.0,False,2025-06-22,Tuesday,73,True,3
EML0223,CRE0279,Promotional Offer,Beauty & Fashion,14126,13388,0.192,0.05,0.0053,0.0061,4325.95,3.19,False,2025-10-04,Monday,60,False,5
EML0224,CRE0034,Weekly Newsletter,Gaming & Esports,8890,8694,0.246,0.039,0.0039,0.0146,0.0,0.0,False,2025-09-14,Thursday,66,True,5
EML0225,CRE0257,Weekly Newsletter,Technology & Software,11643,10953,0.28,0.054,0.005,0.0104,0.0,0.0,True,2025-05-16,Wednesday,41,True,3
EML0226,CRE0051,Weekly Newsletter,Music & Audio Production,4220,4054,0.256,0.06,0.0084,0.0146,0.0,0.0,False,2026-01-17,Friday,47,True,5
EML0227,CRE0556,New Content Alert,Comedy & Entertainment,7728,7211,0.259,0.055,0.0044,0.0083,0.0,0.0,True,2025-09-21,Thursday,74,False,4
EML0228,CRE0570,Re-engagement,Gaming & Esports,6925,6390,0.203,0.052,0.0061,0.0018,0.0,0.0,True,2025-06-01,Tuesday,54,False,3
EML0229,CRE0352,Product Launch,Beauty & Fashion,12552,11794,0.297,0.077,0.0059,0.0019,16649.0,5.8,True,2025-09-14,Thursday,38,False,5
EML0230,CRE0309,Re-engagement,Education & Online Courses,5439,5176,0.247,0.032,0.0038,0.011,0.0,0.0,False,2025-05-22,Thursday,30,True,4
EML0231,CRE0518,Promotional Offer,Technology & Software,11438,11418,0.177,0.051,0.0027,0.0079,7217.23,6.99,True,2025-09-06,Monday,47,False,1
EML0232,CRE0087,Re-engagement,Education & Online Courses,14489,14108,0.13,0.036,0.0038,0.004,0.0,0.0,True,2025-10-08,Wednesday,32,True,4
EML0233,CRE0392,Weekly Newsletter,Science & Space,14956,14119,0.381,0.104,0.0086,0.0102,0.0,0.0,True,2025-09-07,Wednesday,44,True,1
EML0234,CRE0315,Abandoned Cart Recovery,Travel & Adventure,10174,9874,0.552,0.094,0.0098,0.0024,19215.87,3.64,True,2025-12-11,Wednesday,42,True,2
EML0235,CRE0016,Re-engagement,Language Learning,13249,13053,0.156,0.053,0.006,0.0079,0.0,0.0,False,2025-11-20,Friday,63,False,3
EML0236,CRE0143,Abandoned Cart Recovery,Beauty & Fashion,5726,5270,0.488,0.155,0.0238,0.0148,14032.91,3.24,False,2025-04-07,Monday,35,False,4
EML0237,CRE0208,Abandoned Cart Recovery,Business & Entrepreneurship,2025,1890,0.484,0.064,0.0045,0.0065,6398.09,10.2,False,2025-05-31,Thursday,51,False,2
EML0238,CRE0540,Abandoned Cart Recovery,Travel & Adventure,11677,11139,0.511,0.092,0.0137,0.0132,62471.55,11.38,False,2025-11-10,Wednesday,39,False,4
EML0239,CRE0039,Product Launch,Science & Space,6033,5619,0.515,0.08,0.0074,0.0107,29578.59,11.9,True,2026-01-29,Thursday,70,True,2
EML0240,CRE0576,New Content Alert,Personal Development,8780,8211,0.241,0.043,0.0082,0.0024,0.0,0.0,True,2025-08-03,Thursday,35,True,5
EML0241,CRE0074,Weekly Newsletter,Finance & Investing,11077,10285,0.207,0.038,0.0043,0.0149,0.0,0.0,False,2025-11-09,Tuesday,36,False,4
EML0242,CRE0427,New Content Alert,Photography & Videography,13431,13119,0.359,0.057,0.0074,0.0012,0.0,0.0,False,2025-08-31,Wednesday,31,False,2
EML0243,CRE0075,New Content Alert,Comedy & Entertainment,7648,7533,0.448,0.08,0.0076,0.0058,0.0,0.0,True,2025-06-10,Monday,53,True,2
EML0244,CRE0123,New Content Alert,Music & Audio Production,3089,2949,0.274,0.033,0.0023,0.0057,0.0,0.0,False,2025-09-07,Thursday,74,True,1
EML0245,CRE0031,New Content Alert,Personal Development,2087,2078,0.397,0.047,0.0047,0.0011,0.0,0.0,False,2026-01-05,Monday,60,False,1
EML0246,CRE0569,Weekly Newsletter,Science & Space,786,740,0.228,0.066,0.0117,0.0143,0.0,0.0,False,2025-08-27,Monday,68,False,1
EML0247,CRE0494,Weekly Newsletter,Photography & Videography,5557,5213,0.338,0.044,0.0075,0.0061,0.0,0.0,True,2025-05-06,Wednesday,55,False,4
EML0248,CRE0544,Promotional Offer,Science & Space,7411,6860,0.32,0.056,0.0079,0.0011,4807.55,3.62,True,2025-10-30,Thursday,60,False,3
EML0249,CRE0494,Re-engagement,Gaming & Esports,3164,3017,0.241,0.05,0.0025,0.0056,0.0,0.0,True,2025-04-20,Wednesday,44,False,1
EML0250,CRE0285,Promotional Offer,Travel & Adventure,8364,7715,0.344,0.095,0.0161,0.0118,7653.39,2.8,True,2025-06-30,Wednesday,74,True,1
EML0251,CRE0518,Weekly Newsletter,Pet Care,2413,2366,0.318,0.075,0.0079,0.0114,0.0,0.0,False,2025-03-22,Thursday,41,False,5
EML0252,CRE0517,Product Launch,Language Learning,4056,3830,0.398,0.103,0.0141,0.0081,9194.82,5.53,True,2025-04-21,Wednesday,44,False,4
EML0253,CRE0350,New Content Alert,Food & Cooking,8894,8405,0.227,0.062,0.0089,0.0131,0.0,0.0,True,2025-09-19,Tuesday,71,False,2
EML0254,CRE0547,Abandoned Cart Recovery,Technology & Software,11615,11301,0.466,0.08,0.009,0.0139,23858.7,5.51,False,2026-01-18,Tuesday,67,False,4
EML0255,CRE0159,Weekly Newsletter,Parenting & Family,8646,8444,0.241,0.038,0.0058,0.002,0.0,0.0,True,2025-05-05,Wednesday,52,True,1
EML0256,CRE0264,New Content Alert,Finance & Investing,920,897,0.293,0.035,0.0054,0.012,0.0,0.0,True,2026-02-05,Thursday,58,True,3
EML0257,CRE0434,Weekly Newsletter,Sustainable Living,5465,5117,0.229,0.054,0.006,0.0088,0.0,0.0,True,2026-03-19,Friday,39,False,1
EML0258,CRE0207,Weekly Newsletter,Home Decor & Interior Design,861,814,0.281,0.095,0.0078,0.0054,0.0,0.0,False,2025-09-16,Thursday,38,False,4
EML0259,CRE0182,New Content Alert,Music & Audio Production,8911,8229,0.413,0.043,0.0085,0.006,0.0,0.0,True,2025-07-04,Thursday,53,False,4
EML0260,CRE0193,Abandoned Cart Recovery,Photography & Videography,4886,4793,0.423,0.124,0.0129,0.0094,25858.7,10.09,True,2026-02-03,Wednesday,41,True,2
EML0261,CRE0123,Abandoned Cart Recovery,Photography & Videography,10567,10447,0.395,0.091,0.011,0.012,35248.3,9.28,True,2025-04-29,Wednesday,66,True,5
EML0262,CRE0510,Abandoned Cart Recovery,Travel & Adventure,4676,4532,0.43,0.117,0.0227,0.0099,22442.81,9.54,True,2025-06-27,Friday,74,True,5
EML0263,CRE0439,Promotional Offer,Comedy & Entertainment,2110,2063,0.188,0.064,0.0063,0.0065,2416.89,9.52,False,2026-03-11,Monday,61,True,4
EML0264,CRE0450,Product Launch,Photography & Videography,3724,3565,0.455,0.083,0.014,0.0106,14246.51,10.13,False,2025-08-05,Wednesday,35,True,4
EML0265,CRE0264,New Content Alert,Gaming & Esports,4844,4839,0.396,0.054,0.0064,0.0012,0.0,0.0,False,2025-06-25,Monday,68,True,4
EML0266,CRE0313,New Content Alert,Education & Online Courses,13828,12882,0.438,0.084,0.0149,0.0092,0.0,0.0,True,2025-04-30,Wednesday,50,True,1
EML0267,CRE0457,Weekly Newsletter,Travel & Adventure,10967,10527,0.265,0.085,0.0157,0.0145,0.0,0.0,False,2026-02-01,Thursday,39,True,1
EML0268,CRE0593,Product Launch,Home Decor & Interior Design,10767,10303,0.522,0.108,0.0092,0.0094,28346.92,4.67,True,2025-05-09,Monday,40,True,2
EML0269,CRE0273,Re-engagement,Comedy & Entertainment,11327,11235,0.237,0.044,0.0023,0.0011,0.0,0.0,False,2025-11-28,Monday,64,False,1
EML0270,CRE0232,Abandoned Cart Recovery,Travel & Adventure,5142,4829,0.606,0.143,0.0183,0.0012,24374.07,5.47,True,2025-09-01,Wednesday,43,True,1
EML0271,CRE0180,Promotional Offer,Home Decor & Interior Design,6671,6648,0.258,0.08,0.0084,0.0128,15049.46,10.93,False,2025-08-04,Monday,39,False,5
EML0272,CRE0319,Product Launch,Finance & Investing,1767,1720,0.374,0.066,0.013,0.0053,3650.71,8.37,False,2025-03-19,Thursday,30,False,5
EML0273,CRE0143,Promotional Offer,Personal Development,9299,8757,0.349,0.038,0.0074,0.0032,11937.7,9.68,False,2025-11-20,Tuesday,69,False,1
EML0274,CRE0285,New Content Alert,Music & Audio Production,9788,9237,0.295,0.06,0.0067,0.0019,0.0,0.0,True,2025-03-29,Friday,50,False,3
EML0275,CRE0382,Promotional Offer,Business & Entrepreneurship,2957,2750,0.277,0.064,0.0037,0.0053,2007.75,3.83,True,2026-02-27,Friday,72,False,5
EML0276,CRE0046,Weekly Newsletter,Business & Entrepreneurship,2744,2558,0.31,0.081,0.0072,0.0091,0.0,0.0,False,2025-10-09,Wednesday,64,False,5
EML0277,CRE0544,Abandoned Cart Recovery,Pet Care,7726,7373,0.381,0.124,0.0073,0.0149,29018.07,7.95,False,2025-05-22,Thursday,31,False,5
EML0278,CRE0462,Product Launch,Personal Development,6731,6302,0.33,0.057,0.0112,0.0139,3570.41,2.82,False,2025-12-15,Monday,39,True,3
EML0279,CRE0519,Re-engagement,Parenting & Family,3897,3888,0.165,0.022,0.0015,0.0102,0.0,0.0,True,2025-09-27,Monday,72,False,1
EML0280,CRE0018,Weekly Newsletter,Parenting & Family,1972,1817,0.33,0.071,0.0131,0.0104,0.0,0.0,True,2026-01-12,Wednesday,45,True,3
EML0281,CRE0044,New Content Alert,Education & Online Courses,5930,5638,0.344,0.089,0.017,0.0041,0.0,0.0,False,2026-02-22,Monday,40,True,2
EML0282,CRE0432,Re-engagement,Business & Entrepreneurship,9006,8540,0.178,0.041,0.0024,0.0065,0.0,0.0,True,2025-04-09,Friday,63,False,4
EML0283,CRE0198,Weekly Newsletter,Language Learning,5336,4914,0.2,0.046,0.0043,0.0137,0.0,0.0,False,2025-12-14,Friday,30,True,2
EML0284,CRE0537,Promotional Offer,Finance & Investing,8160,7694,0.341,0.054,0.0082,0.0146,7287.52,4.85,False,2026-02-17,Thursday,42,False,4
EML0285,CRE0183,Weekly Newsletter,Science & Space,13190,12547,0.25,0.035,0.006,0.0074,0.0,0.0,False,2025-11-25,Monday,36,False,4
EML0286,CRE0554,Promotional Offer,Language Learning,4981,4844,0.2,0.039,0.0076,0.0107,1604.58,4.13,False,2025-11-29,Friday,60,False,3
EML0287,CRE0144,Abandoned Cart Recovery,Business & Entrepreneurship,12223,11330,0.594,0.186,0.0183,0.0091,59284.58,4.39,True,2025-12-23,Tuesday,43,True,2
EML0288,CRE0442,New Content Alert,Language Learning,10920,10172,0.441,0.087,0.0082,0.0071,0.0,0.0,False,2025-05-20,Thursday,51,True,4
EML0289,CRE0075,Product Launch,Language Learning,5494,5414,0.272,0.056,0.0073,0.0128,3272.07,3.91,True,2025-09-25,Monday,74,True,2
EML0290,CRE0255,New Content Alert,Personal Development,6658,6655,0.309,0.039,0.0026,0.0147,0.0,0.0,True,2025-06-07,Tuesday,73,False,4
EML0291,CRE0496,Product Launch,Music & Audio Production,4249,4118,0.46,0.09,0.0056,0.0017,15567.91,8.85,False,2026-02-28,Friday,32,False,4
EML0292,CRE0148,Re-engagement,Sustainable Living,5365,5350,0.209,0.059,0.0076,0.0125,0.0,0.0,False,2026-01-21,Tuesday,71,True,2
EML0293,CRE0135,Re-engagement,Language Learning,1722,1631,0.215,0.064,0.0075,0.0095,0.0,0.0,True,2025-12-30,Wednesday,51,False,4
EML0294,CRE0196,Abandoned Cart Recovery,Business & Entrepreneurship,14186,13396,0.37,0.126,0.0235,0.0072,67722.38,10.24,True,2025-12-12,Monday,61,True,3
EML0295,CRE0208,Re-engagement,Language Learning,5920,5666,0.164,0.052,0.0067,0.0015,0.0,0.0,False,2026-03-01,Thursday,49,False,5
EML0296,CRE0384,New Content Alert,Sustainable Living,6667,6347,0.43,0.078,0.0077,0.0014,0.0,0.0,True,2025-05-03,Wednesday,53,True,3
EML0297,CRE0086,Product Launch,Parenting & Family,2980,2932,0.461,0.062,0.0111,0.0142,5817.41,6.83,False,2025-07-06,Wednesday,60,False,2
EML0298,CRE0185,New Content Alert,Sustainable Living,14177,13694,0.384,0.059,0.004,0.0091,0.0,0.0,True,2025-06-08,Thursday,37,False,4
EML0299,CRE0140,New Content Alert,Education & Online Courses,9376,8984,0.288,0.032,0.0017,0.0077,0.0,0.0,True,2025-05-22,Wednesday,38,True,4
EML0300,CRE0302,Re-engagement,Gaming & Esports,11040,11006,0.176,0.051,0.0091,0.0129,0.0,0.0,True,2025-03-26,Tuesday,54,True,2
EML0301,CRE0506,Abandoned Cart Recovery,Science & Space,13140,12482,0.596,0.149,0.0277,0.0015,94634.34,8.11,False,2025-06-14,Thursday,47,True,3
EML0302,CRE0503,Abandoned Cart Recovery,Photography & Videography,5313,5222,0.392,0.129,0.0151,0.0092,12251.25,4.56,False,2025-10-29,Thursday,53,True,4
EML0303,CRE0588,New Content Alert,Gaming & Esports,3957,3781,0.443,0.144,0.0262,0.0117,0.0,0.0,False,2025-09-11,Tuesday,64,False,4
EML0304,CRE0103,Promotional Offer,Sustainable Living,10405,10190,0.204,0.036,0.0052,0.0067,3178.84,4.16,True,2025-05-15,Friday,33,False,4
EML0305,CRE0512,Abandoned Cart Recovery,Pet Care,4870,4647,0.533,0.093,0.0165,0.0128,8690.44,3.6,True,2026-01-15,Wednesday,52,True,1
EML0306,CRE0058,Abandoned Cart Recovery,Language Learning,508,503,0.455,0.105,0.0055,0.0061,854.29,3.52,True,2025-09-15,Tuesday,40,False,1
EML0307,CRE0504,Product Launch,Home Decor & Interior Design,371,361,0.352,0.101,0.0131,0.0093,642.34,4.87,False,2026-01-13,Tuesday,32,True,2
EML0308,CRE0413,Product Launch,Business & Entrepreneurship,10297,9919,0.405,0.047,0.0028,0.0079,16777.89,8.56,True,2025-04-08,Friday,73,True,1
EML0309,CRE0364,Weekly Newsletter,Comedy & Entertainment,8424,8039,0.36,0.104,0.0171,0.0135,0.0,0.0,True,2025-03-28,Friday,67,True,3
EML0310,CRE0280,New Content Alert,Technology & Software,7528,7219,0.28,0.082,0.0071,0.0075,0.0,0.0,True,2026-03-04,Thursday,51,True,2
EML0311,CRE0507,Product Launch,Comedy & Entertainment,6845,6818,0.517,0.097,0.0096,0.0036,38583.54,11.24,True,2025-07-06,Friday,45,False,2
EML0312,CRE0214,Weekly Newsletter,Language Learning,8080,7548,0.285,0.046,0.0067,0.0134,0.0,0.0,False,2025-06-27,Tuesday,73,True,4
EML0313,CRE0103,Abandoned Cart Recovery,Travel & Adventure,837,796,0.343,0.112,0.0148,0.0079,347.27,1.08,False,2025-08-10,Friday,33,True,1
EML0314,CRE0021,Weekly Newsletter,Science & Space,13881,13207,0.288,0.056,0.0042,0.0098,0.0,0.0,True,2026-01-07,Friday,44,False,3
EML0315,CRE0249,Re-engagement,Home Decor & Interior Design,2092,1992,0.156,0.04,0.0061,0.0052,0.0,0.0,False,2026-01-21,Wednesday,43,True,5
EML0316,CRE0389,Product Launch,Technology & Software,12269,11453,0.369,0.082,0.0042,0.0065,13290.23,3.58,False,2025-11-22,Thursday,71,False,5
EML0317,CRE0059,Promotional Offer,Personal Development,11391,10563,0.28,0.065,0.008,0.0016,2549.99,1.23,False,2026-03-17,Wednesday,46,True,1
EML0318,CRE0152,New Content Alert,Science & Space,9178,9102,0.349,0.087,0.0143,0.0139,0.0,0.0,True,2025-05-30,Tuesday,31,False,2
EML0319,CRE0406,Abandoned Cart Recovery,Education & Online Courses,10586,10110,0.415,0.094,0.0114,0.0106,17509.5,4.24,True,2025-07-09,Friday,72,True,5
EML0320,CRE0596,Re-engagement,Sustainable Living,9335,8807,0.208,0.071,0.0061,0.0145,0.0,0.0,False,2025-11-21,Tuesday,67,False,1
EML0321,CRE0390,Re-engagement,Language Learning,12220,11974,0.209,0.047,0.0034,0.0054,0.0,0.0,False,2025-12-26,Monday,67,False,4
EML0322,CRE0341,Promotional Offer,Beauty & Fashion,14421,14206,0.269,0.059,0.004,0.012,27075.99,11.83,True,2025-12-23,Wednesday,44,False,2
EML0323,CRE0194,Abandoned Cart Recovery,Business & Entrepreneurship,12252,12187,0.365,0.103,0.0127,0.0066,26116.81,5.67,False,2025-10-07,Wednesday,45,False,3
EML0324,CRE0050,Promotional Offer,Finance & Investing,3711,3419,0.349,0.122,0.0126,0.0062,5593.45,3.54,True,2026-03-10,Friday,59,True,5
EML0325,CRE0364,Product Launch,Education & Online Courses,9560,9130,0.467,0.05,0.0048,0.0011,10424.65,4.67,False,2025-11-25,Wednesday,56,True,2
EML0326,CRE0278,New Content Alert,Personal Development,9347,8644,0.272,0.059,0.0064,0.0124,0.0,0.0,False,2025-04-16,Thursday,48,True,4
EML0327,CRE0511,Promotional Offer,Finance & Investing,11571,10788,0.315,0.091,0.0122,0.0147,5008.41,1.51,True,2025-07-31,Monday,53,True,3
EML0328,CRE0478,Re-engagement,Music & Audio Production,14056,13609,0.13,0.045,0.0029,0.0037,0.0,0.0,False,2026-01-25,Wednesday,36,False,5
EML0329,CRE0233,Abandoned Cart Recovery,Gaming & Esports,3958,3839,0.438,0.112,0.0189,0.0064,3300.78,1.7,False,2025-04-20,Tuesday,32,False,4
EML0330,CRE0215,New Content Alert,Science & Space,11454,10639,0.3,0.082,0.01,0.0146,0.0,0.0,True,2025-11-21,Thursday,50,True,3
EML0331,CRE0472,Product Launch,Business & Entrepreneurship,7558,7065,0.501,0.091,0.018,0.0012,41073.55,11.92,True,2025-03-20,Friday,63,False,4
EML0332,CRE0573,Weekly Newsletter,Technology & Software,3082,2891,0.358,0.086,0.0071,0.006,0.0,0.0,False,2025-11-19,Wednesday,41,True,4
EML0333,CRE0279,New Content Alert,Business & Entrepreneurship,11197,10879,0.352,0.103,0.0097,0.0049,0.0,0.0,True,2026-01-03,Friday,66,True,2
EML0334,CRE0416,New Content Alert,Science & Space,4179,3861,0.341,0.066,0.0124,0.0055,0.0,0.0,True,2026-02-28,Wednesday,56,False,2
EML0335,CRE0156,Abandoned Cart Recovery,Finance & Investing,13178,13033,0.369,0.038,0.0076,0.0105,10403.22,5.63,False,2026-02-05,Monday,63,False,2
EML0336,CRE0342,Re-engagement,Gaming & Esports,9367,8802,0.164,0.026,0.0043,0.0076,0.0,0.0,False,2025-10-28,Thursday,39,True,2
EML0337,CRE0478,Product Launch,Personal Development,3219,3183,0.342,0.083,0.0105,0.01,4915.95,5.38,True,2026-01-25,Friday,53,True,5
EML0338,CRE0299,Re-engagement,Food & Cooking,14293,13260,0.207,0.052,0.0052,0.0037,0.0,0.0,True,2025-11-13,Wednesday,45,True,3
EML0339,CRE0096,Product Launch,Home Decor & Interior Design,12769,11881,0.406,0.123,0.0227,0.0081,75626.28,11.86,True,2025-09-26,Monday,44,False,3
EML0340,CRE0456,Abandoned Cart Recovery,Sustainable Living,5773,5426,0.49,0.06,0.0078,0.0093,8961.54,5.28,True,2025-07-01,Tuesday,75,True,1
EML0341,CRE0085,Re-engagement,Parenting & Family,2606,2518,0.231,0.063,0.0122,0.0098,0.0,0.0,True,2026-03-07,Tuesday,60,True,3
EML0342,CRE0310,Product Launch,Language Learning,14794,14642,0.284,0.072,0.0097,0.0129,35937.92,11.88,False,2025-04-14,Monday,54,False,1
EML0343,CRE0050,Abandoned Cart Recovery,Science & Space,3697,3446,0.41,0.072,0.0128,0.0089,2139.05,1.96,False,2026-03-18,Monday,71,True,5
